team_id,team_abbreviation,player_id,player_name,player_norm,first_game_date,last_game_date,n_games,n_played
1611661317,PHX,1627674,Kahleah Copper,kahleah copper,2025-05-17,2026-07-29,83,68
1611661317,PHX,1628244,Sami Whitcomb,sami whitcomb,2025-05-17,2026-07-29,80,63
1611661317,PHX,1628297,Alexis Prince,alexis prince,2025-05-17,2025-05-17,1,1
1611661317,PHX,1628957,Kathryn Westbeld,kathryn westbeld,2025-05-17,2025-10-10,55,55
1611661317,PHX,1629480,Kalani Brown,kalani brown,2025-05-17,2025-10-10,55,54
1611661317,PHX,1629490,Kitija Laksa,kitija laksa,2025-05-17,2025-10-10,55,54
1611661317,PHX,1630138,Peyton Williams,peyton williams,2026-05-09,2026-05-10,2,2
1611661317,PHX,1630149,Satou Sabally,satou sabally,2025-05-17,2025-10-10,54,49
1611661317,PHX,1630442,Natasha Mack,natasha mack,2025-05-17,2026-07-29,83,67
1611661317,PHX,1630461,Kiana Williams,kiana williams,2025-06-27,2026-05-29,42,42
1611661317,PHX,1630993,Anneli Maley,anneli maley,2026-05-09,2026-05-15,4,4
1611661317,PHX,1631118,Lexi Held,lexi held,2025-05-17,2026-07-29,74,67
1611661317,PHX,1641650,Haley Jones,haley jones,2025-06-01,2025-06-07,4,4
1611661317,PHX,1642244,Sevgi Uzun,sevgi uzun,2025-05-17,2025-06-01,7,7
1611661317,PHX,1642768,Kyara Linskens,kyara linskens,2026-05-09,2026-07-29,29,29
1611661317,PHX,1642774,Murjanatu Musa,murjanatu musa,2025-05-21,2025-07-07,18,15
1611661317,PHX,1642777,Monique Akoa Makani,monique akoa makani,2025-05-17,2026-07-29,78,70
1611661317,PHX,1642799,Megan McConnell,megan mcconnell,2025-06-03,2025-06-21,8,3
1611661317,PHX,1643438,Marta Suarez,marta suarez,2026-05-21,2026-07-29,16,16
1611661317,PHX,1643470,Shay Ciezki,shay ciezki,2026-06-22,2026-07-09,3,3
1611661317,PHX,1643487,Quionche Carter,quionche carter,2026-05-09,2026-07-09,22,22
1611661317,PHX,1643493,Noemie Brochant,noemie brochant,2026-05-09,2026-07-29,29,28
1611661317,PHX,1643505,Jovana Nogic,jovana nogic,2026-05-09,2026-06-17,16,16
1611661319,LVA,201496,Candace Parker,candace parker,2023-05-20,2023-10-18,29,18
1611661319,LVA,201881,Angel McCoughtry,angel mccoughtry,2021-05-28,2021-09-17,14,1
1611661319,LVA,202252,Alysha Clark,alysha clark,2023-05-20,2024-10-06,94,94
1611661319,LVA,202633,Liz Cambage,liz cambage,2021-05-15,2021-10-08,34,30
1611661319,LVA,202641,Sydney Colson,sydney colson,2022-05-06,2024-10-06,141,141
1611661319,LVA,203026,Tiffany Hayes,tiffany hayes,2024-06-05,2024-10-06,39,39
1611661319,LVA,203029,Riquna Williams,riquna williams,2021-05-15,2023-09-08,84,69
1611661319,LVA,203833,Chelsea Gray,chelsea gray,2021-05-15,2026-07-30,251,249
1611661319,LVA,203849,Theresa Plaisance,theresa plaisance,2022-05-06,2022-09-18,46,46
1611661319,LVA,203855,Stephanie Talbot,stephanie talbot,2026-05-09,2026-07-30,28,28
1611661319,LVA,204297,Cayla George,cayla george,2023-05-20,2023-10-18,49,49
1611661319,LVA,204319,Jewell Loyd,jewell loyd,2025-05-17,2026-07-30,82,82
1611661319,LVA,204323,Cheyenne Parker-Tyus,cheyenne parker tyus,2025-07-25,2026-07-22,41,40
1611661319,LVA,204324,Dearica Hamby,dearica hamby,2021-05-15,2022-09-18,77,75
1611661319,LVA,204325,Crystal Bradford,crystal bradford,2025-05-17,2025-06-07,7,6
1611661319,LVA,204329,Kiah Stokes,kiah stokes,2021-07-02,2025-10-10,210,209
1611661319,LVA,1627676,Tiffany Mitchell,tiffany mitchell,2025-05-17,2025-06-29,16,16
1611661319,LVA,1627678,Bria Holmes,bria holmes,2021-09-02,2021-09-13,4,4
1611661319,LVA,1628242,Emma Cannon,emma cannon,2021-05-15,2024-06-15,18,18
1611661319,LVA,1628268,Alaina Coates,alaina coates,2023-08-06,2023-10-18,23,23
1611661319,LVA,1628276,Kelsey Plum,kelsey plum,2021-05-15,2024-10-06,172,169
1611661319,LVA,1628917,JiSu Park,jisu park,2021-05-15,2021-10-08,36,36
1611661319,LVA,1628932,A'ja Wilson,a ja wilson,2021-05-15,2026-07-30,257,254
1611661319,LVA,1629484,Megan DiLeo,megan dileo,2024-07-10,2025-10-10,54,42
1611661319,LVA,1629484,Megan Gustafson,megan gustafson,2024-05-14,2024-10-06,42,42
1611661319,LVA,1629488,Brianna Turner,brianna turner,2026-05-09,2026-07-30,28,28
1611661319,LVA,1629498,Jackie Young,jackie young,2021-05-15,2026-07-30,257,257
1611661319,LVA,1630115,Joyner Holmes,joyner holmes,2021-05-30,2025-07-03,19,19
1611661319,LVA,1630150,Chennedy Carter,chennedy carter,2026-05-09,2026-07-05,15,13
1611661319,LVA,1630387,Iliana Rupert,iliana rupert,2022-06-19,2022-09-18,32,32
1611661319,LVA,1630389,Dana Evans,dana evans,2025-05-17,2026-07-30,68,62
1611661319,LVA,1630435,Destiny Slocum,destiny slocum,2021-05-15,2021-10-08,37,36
1611661319,LVA,1631006,Kierstan Bell,kierstan bell,2022-05-06,2026-07-22,211,203
1611661319,LVA,1631013,Aisha Sheppard,aisha sheppard,2022-05-06,2022-09-18,46,46
1611661319,LVA,1631019,NaLyssa Smith,nalyssa smith,2025-07-03,2026-07-30,67,66
1611661319,LVA,1631031,Queen Egbo,queen egbo,2024-09-03,2024-10-06,13,13
1611661319,LVA,1641653,Ashley Joens,ashley joens,2023-07-20,2023-08-01,5,5
1611661319,LVA,1642295,Elizabeth Kitley,elizabeth kitley,2025-05-17,2025-06-29,16,16
1611661319,LVA,1642300,Dyaisha Fair,dyaisha fair,2024-05-14,2024-05-25,4,4
1611661319,LVA,1642305,Jessika Carter,jessika carter,2024-06-19,2024-06-29,4,4
1611661319,LVA,1642324,Kate Martin,kate martin,2024-05-14,2024-10-06,46,46
1611661319,LVA,1642769,Mai Yamamoto,mai yamamoto,2026-07-20,2026-07-30,3,3
1611661319,LVA,1642801,Aaliyah Nye,aaliyah nye,2025-05-17,2025-10-10,56,56
1611661319,LVA,1643434,Janiah Barker,janiah barker,2026-05-13,2026-07-09,15,9
1611661319,LVA,1643444,Ta'Niya Latson,ta niya latson,2026-07-28,2026-07-30,2,2
1611661319,LVA,1643495,Justine Pissott,justine pissott,2026-07-09,2026-07-30,7,6
1611661320,LAS,201911,Kristi Toliver,kristi toliver,2021-05-14,2022-08-03,37,30
1611661320,LAS,202633,Liz Cambage,liz cambage,2022-05-06,2022-07-23,26,25
1611661320,LAS,202662,Jasmine Thomas,jasmine thomas,2023-05-19,2023-09-10,39,34
1611661320,LAS,203014,Nneka Ogwumike,nneka ogwumike,2021-05-14,2026-07-28,119,114
1611661320,LAS,203035,Shey Peddy,shey peddy,2025-06-14,2025-06-29,6,6
1611661320,LAS,203406,Layshia Clarendon,layshia clarendon,2023-05-19,2024-09-19,61,46
1611661320,LAS,203823,Chiney Ogwumike,chiney ogwumike,2021-05-14,2023-09-10,70,44
1611661320,LAS,203824,Odyssey Sims,odyssey sims,2024-08-17,2025-06-29,32,27
1611661320,LAS,203855,Stephanie Talbot,stephanie talbot,2024-05-15,2024-09-19,37,37
1611661320,LAS,204320,Amanda Zahui B,amanda zahui b,2021-05-14,2021-09-19,31,30
1611661320,LAS,204324,Dearica Hamby,dearica hamby,2023-05-19,2026-07-28,151,151
1611661320,LAS,204365,Erica Wheeler,erica wheeler,2021-05-14,2026-07-28,59,59
1611661320,LAS,1627678,Bria Holmes,bria holmes,2021-05-14,2021-07-11,19,19
1611661320,LAS,1627700,Julie Allemand,julie allemand,2025-05-21,2025-09-09,35,34
1611661320,LAS,1628242,Emma Cannon,emma cannon,2025-05-16,2026-07-28,71,71
1611661320,LAS,1628269,Nia Coffey,nia coffey,2021-05-14,2021-09-19,32,32
1611661320,LAS,1628276,Kelsey Plum,kelsey plum,2025-05-16,2026-07-17,60,55
1611661320,LAS,1628279,Brittney Sykes,brittney sykes,2021-05-14,2022-08-14,65,64
1611661320,LAS,1628317,Karlie Samuelson,karlie samuelson,2021-06-05,2023-09-10,55,50
1611661320,LAS,1628878,Ariel Atkins,ariel atkins,2026-05-10,2026-07-28,25,25
1611661320,LAS,1628882,Lexie Brown,lexie brown,2022-05-06,2024-09-19,82,62
1611661320,LAS,1628886,Jordin Canada,jordin canada,2022-05-06,2023-09-10,73,70
1611661320,LAS,1628915,Kia Nurse,kia nurse,2024-05-15,2024-09-19,40,40
1611661320,LAS,1628920,Mercedes Russell,mercedes russell,2025-05-16,2025-07-10,20,20
1611661320,LAS,1628922,Azura Stevens,azura stevens,2023-05-19,2025-09-11,57,45
1611661320,LAS,1628922,Azurá Stevens,azura stevens,2023-06-06,2024-09-19,55,55
1611661320,LAS,1628926,Maria Kliundikova,maria kliundikova,2021-05-14,2021-06-01,2,0
1611661320,LAS,1629478,Katie Lou Samuelson,katie lou samuelson,2022-05-17,2023-09-03,38,32
1611661320,LAS,1629485,Kristine Anigwe,kristine anigwe,2021-06-10,2021-06-27,7,7
1611661320,LAS,1629574,Li Yueru,li yueru,2024-05-15,2024-09-19,38,38
1611661320,LAS,1630099,Te'a Cooper,te a cooper,2021-05-14,2021-09-19,31,31
1611661320,LAS,1630100,Lauren Cox,lauren cox,2021-06-30,2021-09-19,18,18
1611661320,LAS,1630101,Crystal Dangerfield,crystal dangerfield,2024-07-05,2024-09-19,21,21
1611661320,LAS,1630115,Joyner Holmes,joyner holmes,2023-05-19,2023-06-03,5,5
1611661320,LAS,1630148,Jihyun Park,jihyun park,2026-05-10,2026-07-28,27,27
1611661320,LAS,1630150,Chennedy Carter,chennedy carter,2022-05-06,2022-08-14,33,29
1611661320,LAS,1630441,Arella Guirantes,arella guirantes,2021-05-14,2021-09-19,32,32
1611661320,LAS,1630444,Jasmine Walker,jasmine walker,2021-05-14,2022-08-14,46,38
1611661320,LAS,1630461,Kiana Williams,kiana williams,2026-06-21,2026-07-28,11,11
1611661320,LAS,1630462,Aari McDonald,aari mcdonald,2024-05-15,2024-09-19,31,27
1611661320,LAS,1630996,Rae Burrell,rae burrell,2022-05-06,2026-07-28,145,129
1611661320,LAS,1631002,Nia Clouden,nia clouden,2023-05-19,2023-09-10,24,9
1611661320,LAS,1631031,Queen Egbo,queen egbo,2024-06-22,2024-06-28,2,2
1611661320,LAS,1631056,Amy Atwell,amy atwell,2022-05-06,2022-06-05,12,12
1611661320,LAS,1631089,Destanni Henderson,destanni henderson,2023-06-16,2023-07-12,11,11
1611661320,LAS,1631091,Evina Westbrook,evina westbrook,2023-08-01,2023-09-10,15,15
1611661320,LAS,1631135,Olivia Nelson-Ododa,olivia nelson ododa,2022-05-06,2022-08-14,35,32
1611661320,LAS,1631147,Kianna Smith,kianna smith,2022-07-04,2022-08-14,11,11
1611661320,LAS,1641658,Grace Berger,grace berger,2025-06-17,2025-06-17,1,1
1611661320,LAS,1641660,Zia Cooke,zia cooke,2023-05-19,2024-09-19,80,80
1611661320,LAS,1642210,Julie Vanloo,julie vanloo,2025-07-03,2025-09-11,27,27
1611661320,LAS,1642287,Cameron Brink,cameron brink,2024-05-15,2026-07-28,76,54
1611661320,LAS,1642288,Rickea Jackson,rickea jackson,2024-05-15,2025-09-09,80,78
1611661320,LAS,1642293,Alissa Pili,alissa pili,2025-08-05,2026-07-13,21,21
1611661320,LAS,1642324,Kate Martin,kate martin,2026-05-15,2026-07-28,19,19
1611661320,LAS,1642782,Sarah Ashlee Barker,sarah ashlee barker,2025-05-16,2025-09-11,44,44
1611661320,LAS,1642790,Sania Feagin,sania feagin,2025-05-16,2026-06-17,54,53
1611661320,LAS,1642820,Liatu King,liatu king,2025-05-21,2025-06-26,14,14
1611661320,LAS,1643444,Ta'Niya Latson,ta niya latson,2026-05-10,2026-06-27,18,18
1611661320,LAS,1643461,Laura Ziegler,laura ziegler,2026-06-07,2026-06-27,5,5
1611661320,LAS,1643462,Chance Gray,chance gray,2026-05-10,2026-07-28,27,27
1611661321,DAL,202252,Alysha Clark,alysha clark,2026-05-09,2026-07-29,27,26
1611661321,DAL,203824,Odyssey Sims,odyssey sims,2023-06-07,2026-07-29,64,61
1611661321,DAL,203827,Natasha Howard,natasha howard,2023-05-20,2024-09-19,76,71
1611661321,DAL,203866,Kayla Thornton,kayla thornton,2021-05-14,2022-08-24,72,72
1611661321,DAL,204330,Isabelle Harrison,isabelle harrison,2021-05-14,2022-08-24,68,67
1611661321,DAL,1627669,Moriah Jefferson,moriah jefferson,2021-05-14,2022-05-07,33,32
1611661321,DAL,1628277,Allisha Gray,allisha gray,2021-05-14,2022-08-24,64,62
1611661321,DAL,1628881,Monique Billings,monique billings,2024-05-18,2024-07-17,24,24
1611661321,DAL,1628890,Diamond DeShields,diamond deshields,2023-05-26,2023-09-01,12,0
1611661321,DAL,1628899,Myisha Hines-Allen,myisha hines allen,2025-05-16,2025-09-11,42,40
1611661321,DAL,1629479,Teaira McCowan,teaira mccowan,2022-05-13,2025-08-01,135,132
1611661321,DAL,1629480,Kalani Brown,kalani brown,2023-05-30,2024-09-19,79,76
1611661321,DAL,1629481,Arike Ogunbowale,arike ogunbowale,2021-05-14,2026-07-29,216,204
1611661321,DAL,1629485,Kristine Anigwe,kristine anigwe,2021-05-22,2021-06-01,5,5
1611661321,DAL,1629491,Jessica Shepard,jessica shepard,2026-05-09,2026-07-29,28,28
1611661321,DAL,1629497,Marina Mabrey,marina mabrey,2021-05-14,2022-08-24,70,70
1611661321,DAL,1629501,Alanna Smith,alanna smith,2026-05-09,2026-07-29,23,21
1611661321,DAL,1629539,Amy Okonkwo,amy okonkwo,2025-08-22,2025-09-11,8,8
1611661321,DAL,1629571,Morgan Bertsch,morgan bertsch,2024-06-20,2024-06-23,3,3
1611661321,DAL,1629574,Li Yueru,li yueru,2025-06-17,2026-07-29,53,50
1611661321,DAL,1630093,Bella Alarie,bella alarie,2021-05-14,2021-09-23,33,33
1611661321,DAL,1630096,DiJonai Carrington,dijonai carrington,2025-05-16,2025-08-01,24,20
1611661321,DAL,1630097,Kaila Charles,kaila charles,2025-05-16,2025-06-28,18,18
1611661321,DAL,1630101,Crystal Dangerfield,crystal dangerfield,2023-05-20,2023-09-29,41,40
1611661321,DAL,1630112,Tyasha Harris,tyasha harris,2021-05-14,2025-09-07,92,77
1611661321,DAL,1630134,Sug Sutton,sug sutton,2026-06-15,2026-07-29,15,15
1611661321,DAL,1630143,Luisa Geiselsoder,luisa geiselsoder,2025-05-16,2025-09-07,35,33
1611661321,DAL,1630149,Satou Sabally,satou sabally,2021-05-14,2024-09-19,111,91
1611661321,DAL,1630386,Awak Kuier,awak kuier,2021-05-14,2026-07-29,137,134
1611661321,DAL,1630389,Dana Evans,dana evans,2021-05-14,2021-06-01,6,6
1611661321,DAL,1630440,Chelsea Dungee,chelsea dungee,2021-05-14,2021-09-23,33,33
1611661321,DAL,1630454,Charli Collier,charli collier,2021-05-14,2022-08-24,72,72
1611661321,DAL,1631007,Veronica Burton,veronica burton,2022-05-07,2023-09-29,84,84
1611661321,DAL,1631019,NaLyssa Smith,nalyssa smith,2025-05-16,2025-06-28,18,18
1611661321,DAL,1631029,Jasmine Dickey,jasmine dickey,2022-05-07,2023-06-27,54,54
1611661321,DAL,1631090,Christyn Williams,christyn williams,2025-08-29,2025-09-11,5,5
1611661321,DAL,1641649,Diamond Miller,diamond miller,2025-08-05,2025-09-11,15,15
1611661321,DAL,1641650,Haley Jones,haley jones,2025-06-17,2026-07-20,33,32
1611661321,DAL,1641652,Maddy Siegrist,maddy siegrist,2023-05-20,2026-07-29,138,127
1611661321,DAL,1641653,Ashley Joens,ashley joens,2023-05-20,2023-08-08,17,17
1611661321,DAL,1641654,Stephanie Soares,stephanie soares,2024-05-15,2024-09-15,33,31
1611661321,DAL,1641658,Grace Berger,grace berger,2025-07-16,2025-09-11,21,21
1611661321,DAL,1641661,Lou Lopez Senechal,lou lopez senechal,2023-05-26,2024-09-13,24,12
1611661321,DAL,1641661,Lou Lopez Sénéchal,lou lopez senechal,2024-05-15,2024-09-19,27,27
1611661321,DAL,1641675,Dulcy Fankam Mendjiadeu,dulcy fankam mendjiadeu,2026-05-09,2026-05-28,3,3
1611661321,DAL,1642240,Jaelyn Brown,jaelyn brown,2024-05-15,2024-09-19,25,16
1611661321,DAL,1642244,Sevgi Uzun,sevgi uzun,2024-05-15,2024-09-19,40,40
1611661321,DAL,1642292,Jacy Sheldon,jacy sheldon,2024-05-15,2024-09-19,40,40
1611661321,DAL,1642784,Paige Bueckers,paige bueckers,2025-05-16,2026-07-29,64,62
1611661321,DAL,1642793,Aziaha James,aziaha james,2025-05-16,2026-07-29,71,70
1611661321,DAL,1642808,JJ Quinerly,jj quinerly,2025-05-16,2026-06-13,51,49
1611661321,DAL,1642813,Serena Sundell,serena sundell,2025-08-27,2025-09-01,3,3
1611661321,DAL,1642820,Liatu King,liatu king,2025-07-03,2025-07-07,2,2
1611661321,DAL,1642828,Ajae Petty,ajae petty,2025-09-04,2025-09-11,3,3
1611661321,DAL,1643424,Costanza Verona,costanza verona,2026-05-24,2026-07-20,8,8
1611661321,DAL,1643425,Azzi Fudd,azzi fudd,2026-05-09,2026-07-29,27,27
1611661322,WAS,201507,Leilani Mitchell,leilani mitchell,2021-05-15,2021-09-19,32,31
1611661322,WAS,201911,Kristi Toliver,kristi toliver,2023-05-19,2023-09-19,21,12
1611661322,WAS,201919,Shavonte Zellous,shavonte zellous,2021-05-15,2021-09-19,30,29
1611661322,WAS,202250,Tina Charles,tina charles,2021-05-15,2021-09-19,28,28
1611661322,WAS,202252,Alysha Clark,alysha clark,2022-05-08,2025-09-09,51,46
1611661322,WAS,203399,Elena Delle Donne,elena delle donne,2021-05-18,2023-09-19,79,57
1611661322,WAS,203403,Tianna Hawkins,tianna hawkins,2022-05-06,2023-09-19,80,79
1611661322,WAS,203828,Stefanie Dolson,stefanie dolson,2024-05-14,2025-09-09,83,82
1611661322,WAS,203849,Theresa Plaisance,theresa plaisance,2021-05-15,2021-09-19,32,32
1611661322,WAS,204320,Amanda Zahui B,amanda zahui b,2023-05-19,2023-07-02,16,16
1611661322,WAS,204322,Elizabeth Williams,elizabeth williams,2022-05-20,2022-08-21,33,32
1611661322,WAS,204333,Natasha Cloud,natasha cloud,2021-05-15,2023-09-19,106,104
1611661322,WAS,1627643,Cyesha Goree,cyesha goree,2023-07-19,2023-08-13,11,11
