dR2_M,dR2_OxM,target,dim
0.0001344872524987606,4.95226104798574e-05,reb,dtovf
5.010530896842891e-05,2.3512871349939957e-06,reb,dtovf
0.0001460402840381958,6.334857020950935e-05,reb,dtovf
6.627161186123498e-05,1.961244820447572e-05,reb,dtovf
2.4883119950303012e-05,3.1223948097069965e-06,reb,dtovf
3.136708979456504e-05,2.551091338620637e-06,reb,dtovf
0.0003160400357850035,3.1141269787315906e-06,reb,dtovf
7.625855496407041e-06,7.349519818289352e-07,reb,dtovf
1.9422386196010777e-06,2.331785828979527e-06,reb,dtovf
4.887002184406075e-05,2.0558397386571947e-05,reb,dtovf
4.406213484631216e-06,4.644212598259312e-05,reb,dtovf
1.4320831345226992e-05,8.343772307517483e-07,reb,dtovf
9.219509797153691e-06,9.557012016880861e-06,reb,dtovf
3.12467842860098e-05,4.913082198232388e-05,reb,dtovf
1.8333248906654553e-05,1.887877559625384e-05,reb,dtovf
7.999666698177421e-06,1.7561644806485255e-05,reb,dtovf
2.8822133352202073e-06,1.8233280170698585e-05,reb,dtovf
0.00038019085652563067,9.314567411822239e-05,reb,dtovf
1.0769708241764597e-05,1.792159077951272e-05,reb,dtovf
0.00016675443688762837,3.0476036014803753e-06,reb,dtovf
0.00014323099219248903,0.00013696435420418318,reb,dtovf
4.4910958883592755e-05,3.597465433835545e-05,reb,dtovf
6.988733240120837e-06,3.349253747120251e-06,reb,dtovf
9.84948166360411e-08,1.4868099478149155e-05,reb,dtovf
1.5858358014542162e-06,1.33791133016814e-06,reb,dtovf
0.00012025822624317506,0.00011872757824227254,reb,dtovf
4.7133066442661686e-05,1.8691650713220653e-05,reb,dtovf
6.17663498935217e-05,2.862177214124628e-07,reb,dtovf
5.17241583608552e-05,2.376656197022875e-05,reb,dtovf
4.695425689227317e-05,1.5088399920704099e-05,reb,dtovf
7.593947306516746e-05,0.00014255552803876803,reb,dtovf
1.390344004503774e-05,3.661013451916606e-05,reb,dtovf
7.792427180519645e-06,6.484069913104129e-06,reb,dtovf
0.00014021102062766744,1.4617484944023929e-05,reb,dtovf
0.0001493398323548778,1.9611293609944624e-05,reb,dtovf
9.970020200666951e-05,0.00011540712350799343,reb,dtovf
0.00011645193159459666,8.122541496047297e-05,reb,dtovf
4.840558563878883e-05,3.162871076156648e-10,reb,dtovf
0.00010394800614155209,1.4581204703767447e-05,reb,dtovf
8.605947467887898e-05,7.411288690972739e-06,reb,dtovf
7.558631779369662e-06,0.00013613822355984517,reb,dtovf
1.847903860130451e-05,9.488892724340836e-06,reb,dtovf
4.6240850416490176e-06,0.00013100033323321103,reb,dtovf
8.86281234446784e-06,1.8087565084035084e-05,reb,dtovf
5.78814884647505e-05,1.931434262858467e-05,reb,dtovf
5.280560844911353e-05,8.602363113696665e-05,reb,dtovf
0.0004088853635026979,0.00015665218645743995,reb,dtovf
9.734004524752926e-06,0.0003257980968386365,reb,dtovf
0.0002917066099987764,0.0001298550433126433,reb,dtovf
5.471268660350859e-07,1.3659168120461196e-05,reb,dtovf
2.1958788495313186e-06,2.1370421513511317e-06,reb,dtovf
2.3973015514378027e-05,0.00017259279681736128,reb,dtovf
9.414562777121382e-05,1.161406413019428e-05,reb,dtovf
0.00010664162084161877,1.913592089231031e-06,reb,dtovf
0.00011921384548374547,7.03627012614838e-05,reb,dtovf
2.9497354547936006e-05,0.0001030162613459007,reb,dtovf
1.1101359964627022e-06,4.7906413483955745e-06,reb,dtovf
6.231301280312795e-05,4.942217096126633e-06,reb,dtovf
0.0001468981474640474,0.00011806153866356084,reb,dtovf
4.195643631854651e-06,7.840682369475438e-06,reb,dtovf
9.673057910219995e-08,0.0001394752467817062,reb,dtovf
8.154020923900607e-05,0.00014553580951304212,reb,dtovf
1.5408086520674047e-05,1.5683957123702186e-05,reb,dtovf
1.0127779568991357e-05,9.056791746564485e-07,reb,dtovf
2.4753310421177233e-05,2.4655768068981843e-05,reb,dtovf
0.00022255593389575168,1.3730503033659858e-05,reb,dtovf
1.944594386416032e-05,5.673215151247302e-05,reb,dtovf
3.615082755226151e-05,1.1674554889484767e-07,reb,dtovf
5.277902381806143e-08,3.0920506716491936e-05,reb,dtovf
2.4753151750545044e-09,7.350303003694769e-06,reb,dtovf
7.539088475561062e-05,6.159368484703887e-05,reb,dtovf
0.00019091471264587323,2.869173030273231e-07,reb,dtovf
5.732475005792992e-08,1.0871891482633345e-06,reb,dtovf
8.486197700108278e-08,0.00014148696540028372,reb,dtovf
2.1007152259833184e-05,7.59028203718426e-05,reb,dtovf
4.707281258120588e-07,9.201445377637896e-06,reb,dtovf
2.0722518739524354e-05,0.000492326422545375,reb,dtovf
3.7804305509370195e-06,5.449511920607719e-07,reb,dtovf
3.704090376976943e-06,1.8913806568487956e-05,reb,dtovf
6.383697937784039e-05,0.0002322352861094945,reb,dtovf
8.117502953153277e-07,4.707287288219231e-05,reb,dtovf
0.000685247291003277,0.000187367294914198,reb,dtovf
2.2442091512253626e-05,3.9089374846645875e-05,reb,dtovf
1.9393462835637365e-07,5.523411776842124e-06,reb,dtovf
1.1534011155722723e-05,1.383843338809143e-07,reb,dtovf
2.805045380227522e-05,4.694354161172143e-06,reb,dtovf
7.453190718142988e-05,1.095330674771855e-05,reb,dtovf
1.8256993535414878e-05,0.00013727059087198512,reb,dtovf
2.9143912399720584e-05,2.1532564382753527e-05,reb,dtovf
2.7039872390055564e-06,0.0002781261936175561,reb,dtovf
4.3138730944303205e-05,0.0001303831795227417,reb,dtovf
7.095419543357018e-06,0.0007728821182521051,reb,dtovf
3.210818063370535e-05,1.4171344491220594e-06,reb,dtovf
5.430891303337404e-08,1.9915520920399388e-05,reb,dtovf
2.1461370245723366e-05,3.5210444635502824e-06,reb,dtovf
0.00011922287667054388,8.82521658640556e-07,reb,dtovf
6.361016142653053e-05,7.920101885994235e-06,reb,dtovf
3.010567981853729e-05,0.00010106412751687,reb,dtovf
9.966967715013819e-05,1.2884241207267166e-07,reb,dtovf
0.0001193845109744851,3.113857415304455e-05,reb,dtovf
4.116290730815653e-05,9.801028097999875e-07,reb,dtovf
2.014697124685938e-06,3.05052955043017e-05,reb,dtovf
5.109346779930135e-05,5.572437653189599e-05,reb,dtovf
4.7534888878764114e-05,0.00010136257653525771,reb,dtovf
6.995680227628309e-05,3.367297693834814e-05,reb,dtovf
1.1147268361044738e-05,0.00011441311088344897,reb,dtovf
9.754725795896313e-06,5.001053494346763e-05,reb,dtovf
0.00011901616225051814,1.9878977948417642e-05,reb,dtovf
5.88141416257848e-06,1.701710697554759e-05,reb,dtovf
2.1052985279323977e-05,1.4189356084548521e-06,reb,dtovf
5.995705425088094e-05,1.1190542627770306e-05,reb,dtovf
0.00011356606179124817,3.147293113758831e-05,reb,dtovf
6.827090075145481e-05,1.0120797481083521e-05,reb,dtovf
2.7412692521933124e-05,0.00022635503533574575,reb,dtovf
1.5988697443791722e-06,3.480565618163567e-06,reb,dtovf
9.6207625390754e-06,9.059893467666669e-07,reb,dtovf
6.343105347761391e-05,2.2961935353116303e-07,reb,dtovf
5.727332731408907e-07,3.248852192339058e-05,reb,dtovf
8.502763848172723e-05,0.0001426747574061471,reb,dtovf
0.000154344384804328,0.00020559000599462696,reb,dtovf
4.4017623088254965e-05,6.631630989462067e-06,reb,dtovf
2.39367296785975e-05,4.331816720215542e-06,reb,dtovf
2.096563173836774e-05,1.9084330617036294e-05,reb,dtovf
2.489506199421232e-05,4.659836713605259e-06,reb,dtovf
0.00023054385451048987,8.03541858651613e-05,reb,dtovf
3.274966144206637e-05,0.00017126578845927387,reb,dtovf
7.546489727561223e-07,2.088819200940506e-07,reb,dtovf
2.413739991213859e-06,1.3280391618186727e-05,reb,dtovf
2.2142667892910417e-05,1.866783187443044e-05,reb,dtovf
2.7460538576051796e-05,7.556213399428913e-08,reb,dtovf
3.70801322689962e-05,4.162968525456279e-09,reb,dtovf
2.7155216714147556e-06,0.00013263801676899334,reb,dtovf
4.098565371291052e-05,2.7218959978481116e-05,reb,dtovf
2.580058188872414e-05,2.0590177710833046e-05,reb,dtovf
1.0100031251125685e-05,3.901881050483169e-07,reb,dtovf
7.353517322294945e-05,3.0777620285471485e-05,reb,dtovf
2.870761546125422e-05,2.575326285192414e-05,reb,dtovf
0.0004078572555412663,6.097194353660296e-05,reb,dtovf
1.1289877009934557e-06,3.0164631824369792e-05,reb,dtovf
8.173262661115288e-07,2.3133365444349963e-06,reb,dtovf
0.00011203914582424979,3.942383039967634e-05,reb,dtovf
1.69737562073502e-05,0.00012001793690763485,reb,dtovf
8.505195456720571e-05,2.3752776880825444e-05,reb,dtovf
7.73069705811702e-05,9.59299310143713e-06,reb,dtovf
4.6358114638711534e-05,2.1571735128400604e-05,reb,dtovf
1.8850081566879062e-05,0.00012503900277616165,reb,dtovf
4.051130552418236e-05,9.570010337722756e-05,reb,dtovf
0.00015861549153739496,0.00041337664009599706,reb,dtovf
1.9664869517210803e-06,3.380445767664497e-05,reb,dtovf
3.9354623412202194e-05,6.0558946356148446e-05,reb,dtovf
3.962513273092494e-05,2.1099694468951213e-05,reb,dtovf
4.841810843703165e-05,0.00014614661322731592,reb,dtovf
1.25531228745146e-08,8.654697473464701e-06,reb,dtovf
8.900071617468086e-07,0.0002521950771713355,reb,dtovf
4.415655422795872e-05,0.00010913587392202828,reb,dtovf
0.0002447236272309361,0.0002834704953752487,reb,dtovf
5.504392420041526e-05,7.692327058750337e-05,reb,dtovf
2.1618613555984822e-05,5.720592882729747e-07,reb,dtovf
7.99472823098668e-06,7.309224595242192e-06,reb,dtovf
2.5678596190958913e-05,6.690348824667236e-05,reb,dtovf
7.007310165008107e-06,7.975769278756317e-05,reb,dtovf
7.637222367373742e-05,6.767685907427268e-05,reb,dtovf
4.1925131077924505e-05,2.694118375190513e-05,reb,dtovf
4.62308160464886e-06,4.373724696415948e-06,reb,dtovf
9.201751435738981e-05,1.9089554053941526e-05,reb,dtovf
