dR2_M,dR2_OxM,target,dim
1.5732943011159684e-05,3.0520281641632785e-05,reb,d3par
5.830425150232799e-06,0.0001212123915699248,reb,d3par
3.4049597247953756e-05,1.4531252442440135e-06,reb,d3par
9.663306834917229e-05,3.652182876012766e-06,reb,d3par
0.00017070361599125228,0.0001494596471316445,reb,d3par
1.889416374578623e-05,7.984969993157787e-05,reb,d3par
5.874976834685519e-06,6.117610079425795e-05,reb,d3par
2.954561326040661e-06,0.00014400310768758473,reb,d3par
6.228499129790066e-07,0.00014096528702356448,reb,d3par
5.615951078952186e-06,1.4784521619293223e-05,reb,d3par
3.60866384175873e-05,2.996220080708767e-06,reb,d3par
0.00025462665292375064,1.292225608640063e-05,reb,d3par
0.0001665276772444546,9.713873053895927e-05,reb,d3par
2.2825748632882004e-05,1.8503382565704385e-05,reb,d3par
7.758280732661493e-05,0.00020370711894568405,reb,d3par
2.9312708840101287e-05,4.330023743404077e-05,reb,d3par
1.531431004231365e-07,5.7301542763954494e-05,reb,d3par
7.690425783635213e-06,7.57327039891953e-05,reb,d3par
2.6528669452741127e-05,3.2746393339166957e-06,reb,d3par
1.1422770369140522e-05,0.00016698424739325368,reb,d3par
1.2856470158140176e-05,0.0002725732597441688,reb,d3par
2.1347187373343957e-07,1.1869858581814441e-05,reb,d3par
7.752206725208932e-05,5.682324320011034e-05,reb,d3par
1.846970195740205e-05,3.0445474688001184e-06,reb,d3par
5.345909315224162e-07,0.00018604223913787354,reb,d3par
2.248507262880839e-05,4.132189779793016e-06,reb,d3par
3.2195832223580467e-06,3.463054992136616e-05,reb,d3par
3.5996725711306965e-08,2.4031923125278354e-05,reb,d3par
2.4340565368152767e-05,2.5669844892051152e-05,reb,d3par
2.869418341822083e-07,1.1791339111444366e-05,reb,d3par
0.00010811471187333055,5.777431487996587e-06,reb,d3par
0.00014132929957033635,3.04754149715869e-06,reb,d3par
1.3971947601443269e-05,3.24510496657604e-05,reb,d3par
3.423999053087101e-05,3.5272791605645004e-05,reb,d3par
0.00021845441639323226,1.2243698373604062e-05,reb,d3par
0.00025331675881756777,1.6987301714621594e-05,reb,d3par
0.00010554894260328407,3.121780056525303e-05,reb,d3par
0.0001476029413665092,3.8003165142574957e-06,reb,d3par
1.5773217249881455e-05,1.5929520913338102e-05,reb,d3par
9.173727141331689e-05,5.624642372226152e-05,reb,d3par
2.0236424367325867e-05,0.0001829974065772344,reb,d3par
5.8313507043439294e-05,0.00016355523891287138,reb,d3par
0.0002294005788167075,0.000147483766219203,reb,d3par
3.9820241771626463e-05,0.0002499939834040843,reb,d3par
0.0001140343597327842,2.828107471208874e-06,reb,d3par
0.0003092877351202894,0.0001634658512306153,reb,d3par
1.1004233364531046e-05,2.376937675763191e-05,reb,d3par
5.5020989982002e-05,8.036220244811432e-09,reb,d3par
4.362707449745429e-07,4.272354305701054e-05,reb,d3par
4.613428361999183e-06,1.3639804903320396e-05,reb,d3par
3.505138727977197e-05,6.0471758939861786e-05,reb,d3par
4.728849983204331e-05,0.00015406272883877747,reb,d3par
0.0005082605641011373,6.975805426245874e-05,reb,d3par
2.9801283774055776e-08,8.170719013600447e-07,reb,d3par
1.4050315358393739e-05,0.00010697745293053451,reb,d3par
1.007607372494057e-05,0.00023208814352015938,reb,d3par
3.8221654080738965e-05,2.4413490234520552e-05,reb,d3par
2.1919515338586493e-05,6.066599497478453e-05,reb,d3par
7.586924335734047e-05,1.1257649993434704e-05,reb,d3par
2.3124168877952656e-05,0.00038756217044266794,reb,d3par
3.621237731432636e-05,1.8960309435822609e-06,reb,d3par
1.661408163100564e-05,5.265128263043373e-05,reb,d3par
0.00011638060266661032,4.368149227773621e-06,reb,d3par
1.7265863738735732e-07,1.7294645604515324e-07,reb,d3par
7.775130244858097e-06,4.5087871480831154e-07,reb,d3par
8.230798641162274e-05,1.61773374620644e-05,reb,d3par
5.7241787172812586e-05,0.0003042050539128205,reb,d3par
5.278049167722898e-07,1.5921421056441787e-05,reb,d3par
8.15331995029922e-07,0.00011170601254917312,reb,d3par
1.0635936394942647e-06,3.873637724205459e-05,reb,d3par
4.845694408983636e-05,3.885917113644055e-06,reb,d3par
2.6019575348756874e-06,8.36783589863721e-06,reb,d3par
3.916929334435437e-05,7.806462728465746e-07,reb,d3par
2.3128983654974178e-06,0.00012270586043239273,reb,d3par
8.072399874992087e-06,1.0495723337111684e-06,reb,d3par
1.493103748639868e-06,4.379849414759551e-05,reb,d3par
0.00014845082090375605,6.719576540703542e-05,reb,d3par
5.3859250770393885e-05,1.81163346213431e-07,reb,d3par
8.125408248416122e-05,0.00022398627299979879,reb,d3par
2.3567665353829703e-05,0.00015915013082001828,reb,d3par
1.8277782998232794e-07,2.345537520775931e-05,reb,d3par
4.3768444570879694e-06,3.260711300412389e-06,reb,d3par
1.194564495554662e-05,3.3668104040263103e-06,reb,d3par
9.711893326214138e-06,4.595873855373078e-06,reb,d3par
2.8691793735990956e-05,5.491654968037274e-05,reb,d3par
0.00022309597073488785,1.3840459667235905e-08,reb,d3par
2.8001199868232796e-05,1.113994572921051e-06,reb,d3par
0.0003130056048945562,0.00010110930197426704,reb,d3par
2.772058372646491e-05,2.0155419592216006e-06,reb,d3par
0.0001165889909600093,0.00021588018890039695,reb,d3par
0.000152020295692612,3.794574814608431e-05,reb,d3par
0.00011048273171154754,1.8672852553081043e-07,reb,d3par
3.1613589990264757e-07,1.8038771571804446e-05,reb,d3par
5.455081375327353e-05,0.0001835066159969756,reb,d3par
3.3895222575131e-05,5.22888862208859e-08,reb,d3par
1.9811921863066573e-06,7.269923058428329e-05,reb,d3par
3.899861879763655e-06,0.00011645364147416792,reb,d3par
1.4138203195845911e-05,0.0001297921857235096,reb,d3par
8.875409617492558e-05,0.00011441807563283835,reb,d3par
5.160944886450913e-06,2.3427109330231843e-07,reb,d3par
8.681383018771527e-05,7.859931494025307e-05,reb,d3par
6.417001320579985e-05,2.7056989728491132e-05,reb,d3par
0.00023494570982540708,0.00017965356551974399,reb,d3par
3.828264070526721e-05,6.0931658574903125e-05,reb,d3par
1.801032637671618e-05,5.156534757178033e-05,reb,d3par
2.755034020363034e-05,7.69106746956183e-06,reb,d3par
0.00010649811563212541,0.0002745847934233492,reb,d3par
5.482548408486387e-06,6.54573718383844e-06,reb,d3par
2.2888784154684316e-06,0.00020941218984171783,reb,d3par
0.00011976854908157808,2.2176065340051565e-05,reb,d3par
4.406236206011549e-06,1.4771269467805936e-05,reb,d3par
4.465254001662089e-06,8.310648951459498e-06,reb,d3par
0.00010545337435263757,0.00015524430032476388,reb,d3par
6.705674913498605e-05,2.2337224519719534e-05,reb,d3par
2.5224396515977077e-07,1.6103596004457543e-05,reb,d3par
2.2429471090434916e-06,4.0519269881911235e-05,reb,d3par
0.00020651377075520116,2.484550499570748e-05,reb,d3par
4.559519104274656e-06,6.000812919348952e-06,reb,d3par
1.4801175026279978e-05,8.477714613541742e-05,reb,d3par
7.073753826025708e-07,3.5631301125604864e-05,reb,d3par
5.6822470634099176e-05,8.340894242775398e-05,reb,d3par
0.00018826687760797878,8.962271638712771e-05,reb,d3par
5.66147025926611e-07,9.174704268644085e-06,reb,d3par
6.940200137917074e-07,3.052434476602528e-05,reb,d3par
0.00011657191412151047,7.112767637207362e-06,reb,d3par
5.85359155103049e-06,9.627279113033627e-05,reb,d3par
2.721686482520802e-05,3.8284850228942346e-05,reb,d3par
1.8258267509230208e-05,1.5025564692461302e-07,reb,d3par
2.3364804217163027e-05,1.3073594108403697e-05,reb,d3par
0.0002584218366818991,0.0001134083191617341,reb,d3par
5.9207088192625434e-05,7.136134640994829e-05,reb,d3par
7.590516410971304e-06,4.634549322379833e-05,reb,d3par
4.66586698011362e-06,0.00022872901707338134,reb,d3par
0.00030501928275883383,0.0003443211877205421,reb,d3par
6.218559607351626e-05,5.962552122040776e-07,reb,d3par
2.4867858422483735e-06,3.0227111578629007e-05,reb,d3par
6.42654532834186e-05,0.0004081122461022657,reb,d3par
3.0197767976747336e-05,8.117761759240949e-05,reb,d3par
1.3077491862745205e-05,1.342095889433903e-05,reb,d3par
5.6893170648941727e-05,0.00012442626663622391,reb,d3par
3.943767195069281e-05,6.414079184546839e-05,reb,d3par
3.418344786021432e-05,2.561790038857481e-05,reb,d3par
7.433905953913023e-05,1.998175302997396e-08,reb,d3par
0.00016006280464564426,2.6990742549859448e-06,reb,d3par
3.834638813171587e-05,3.377776494506435e-05,reb,d3par
4.458383193484128e-05,5.813941083454566e-05,reb,d3par
8.719117009292621e-05,3.651788022973612e-06,reb,d3par
0.00020900912254817605,7.371814108259045e-06,reb,d3par
1.9050161446876324e-05,0.00030296979526245327,reb,d3par
0.00010698732050551385,7.047275792915197e-05,reb,d3par
4.3920580261702646e-05,0.00010864837338453448,reb,d3par
0.00014031844653372705,7.379575710764197e-05,reb,d3par
0.00018276888427715132,2.9625846867276096e-05,reb,d3par
2.1035407029801334e-05,4.7594861287025836e-05,reb,d3par
4.61075233977315e-05,0.00011761451684155766,reb,d3par
1.2400020442560056e-05,1.3113853028712263e-05,reb,d3par
3.986284880141966e-05,0.00014338963880033972,reb,d3par
2.6405129701978503e-05,0.00013197353813976243,reb,d3par
2.074994521206186e-06,1.875386299332593e-05,reb,d3par
