dR2_M,dR2_OxM,target,dim
4.6804727754090614e-05,0.0004635895260637346,reb,dorebA
5.0382092688150415e-05,8.965725440668315e-05,reb,dorebA
0.00011241607234369067,1.5482430830382476e-05,reb,dorebA
0.00020621505328710654,5.214804677078355e-05,reb,dorebA
4.563682749336717e-05,8.611130794955457e-05,reb,dorebA
5.165857987488032e-06,4.7274451767331804e-05,reb,dorebA
3.150568037613155e-05,2.5254295454857356e-06,reb,dorebA
3.0198168186057472e-05,0.00011736944349149958,reb,dorebA
4.061261541177252e-06,0.00020704102737201246,reb,dorebA
1.9071200768383534e-05,6.632425426411626e-05,reb,dorebA
1.6558366606300723e-05,2.019836816435916e-05,reb,dorebA
3.6357624285443535e-05,6.3142693350615176e-06,reb,dorebA
7.107354598789861e-05,1.0426432935473073e-05,reb,dorebA
0.00011037990072038095,6.435882460298359e-08,reb,dorebA
1.0851742870188197e-05,1.4418488436973576e-05,reb,dorebA
1.4215846028120538e-06,2.352324513332782e-05,reb,dorebA
2.724737598880367e-07,5.847098990541255e-07,reb,dorebA
1.8496421904101723e-06,5.0914732074525126e-05,reb,dorebA
3.7480034187353795e-08,3.739839916638843e-06,reb,dorebA
6.414113047403802e-05,0.00018318027750108268,reb,dorebA
5.674545628386873e-06,4.676542105774839e-05,reb,dorebA
5.086437488277529e-05,0.00010167598903565445,reb,dorebA
2.3274340188894627e-05,9.014331236900652e-06,reb,dorebA
3.609392450476534e-07,0.0002804395852842312,reb,dorebA
0.00016670177882116555,1.0853801623023074e-06,reb,dorebA
0.00013063688521186556,1.1725480601687543e-05,reb,dorebA
0.00031531608103296804,0.00024422758810127565,reb,dorebA
6.910066462995079e-05,6.140035655466392e-07,reb,dorebA
1.566331742175464e-05,4.020203054766469e-05,reb,dorebA
9.78611985811284e-05,0.00014453122130142493,reb,dorebA
4.439484526597148e-05,5.116173913999322e-05,reb,dorebA
0.00027712917710320806,3.675559690052843e-06,reb,dorebA
3.760114944872939e-05,2.2567664948014432e-05,reb,dorebA
2.2414100411261018e-06,0.000138300676530978,reb,dorebA
3.5358497272319767e-06,0.0001081512329977885,reb,dorebA
5.980076836575865e-05,0.0003932673901847483,reb,dorebA
5.602432859475037e-05,0.0007602742103859361,reb,dorebA
2.3069416388521446e-05,7.607287459965306e-06,reb,dorebA
0.00025158161680238766,6.394993711422714e-05,reb,dorebA
2.1815641981781653e-07,3.472515435487544e-05,reb,dorebA
6.568140630758279e-05,2.3622844235293705e-05,reb,dorebA
8.61695450782296e-06,3.382626734527161e-05,reb,dorebA
2.7347771718200242e-05,4.548947309179763e-05,reb,dorebA
3.6132023482071673e-06,0.00012099808563348358,reb,dorebA
3.953294924763373e-05,3.366026904727537e-05,reb,dorebA
4.972314195517136e-05,5.077755400040296e-06,reb,dorebA
4.3039556238300136e-05,2.2950350545558607e-06,reb,dorebA
7.061933293517342e-05,0.0003066428037724611,reb,dorebA
4.706299053680585e-05,1.126031941356409e-06,reb,dorebA
0.00011503859273531702,0.00018714259570207226,reb,dorebA
4.572286668269587e-05,3.6483653986785214e-07,reb,dorebA
9.753993375449799e-05,5.166008704815539e-06,reb,dorebA
0.00013101657311453963,2.2176737477730413e-05,reb,dorebA
1.3847980770753665e-05,9.246617000968627e-07,reb,dorebA
1.022522332805309e-06,4.1527406206331996e-05,reb,dorebA
5.031276391720407e-05,1.9778942116355225e-05,reb,dorebA
6.079007122516966e-05,4.483375892760932e-09,reb,dorebA
0.00010129783960100003,6.789714954047454e-06,reb,dorebA
0.00018438430808409567,5.2571904917142476e-06,reb,dorebA
3.3136487591955976e-05,7.454040616394764e-05,reb,dorebA
5.6685777235498946e-05,1.0911142525382722e-05,reb,dorebA
8.465697398651884e-06,2.642059111379602e-06,reb,dorebA
2.871499424883517e-05,0.0002277604287921342,reb,dorebA
4.935814717144105e-05,1.1157731194977316e-05,reb,dorebA
2.6041319457714707e-05,1.5511351199037904e-06,reb,dorebA
3.975686136747925e-06,6.155403743901555e-05,reb,dorebA
1.4625605536444652e-05,1.588374914929247e-07,reb,dorebA
2.0482277714561903e-05,0.0002953356265192886,reb,dorebA
6.647929822967136e-06,5.36721856625455e-07,reb,dorebA
7.223001091682946e-07,7.839732306935687e-05,reb,dorebA
5.2120974899372285e-05,9.291972999170284e-05,reb,dorebA
7.196773628070918e-05,6.906303940457104e-05,reb,dorebA
0.00010914487668867157,0.00027397946439478016,reb,dorebA
0.00011711424013405303,2.7451953155122055e-08,reb,dorebA
8.192621453240179e-06,7.924080905885589e-07,reb,dorebA
0.00016177729582556033,3.1223575167049766e-05,reb,dorebA
2.3947545618185906e-05,7.581802363321177e-05,reb,dorebA
2.0514712140928815e-05,0.0001664053699153012,reb,dorebA
0.00015345585562709374,1.7048821604692677e-05,reb,dorebA
9.322000805722652e-07,9.867880973124521e-06,reb,dorebA
1.2125046654931637e-05,0.00024265936102563224,reb,dorebA
6.779327040740135e-06,0.000524164093275381,reb,dorebA
1.8828106733037586e-05,9.29966028639928e-05,reb,dorebA
2.3100512613893898e-08,0.00012678501039009582,reb,dorebA
1.806432485706999e-05,3.210533235753488e-05,reb,dorebA
7.450092113625573e-05,6.124420324293833e-05,reb,dorebA
9.560217280046857e-06,3.9140893364209006e-05,reb,dorebA
2.6196510118148275e-05,7.870630821527058e-07,reb,dorebA
0.0002768155913444037,6.69352198879869e-05,reb,dorebA
2.4838527227344365e-05,3.3072816906232205e-06,reb,dorebA
3.8545351652818916e-05,0.00010440597390171114,reb,dorebA
2.209910073047716e-06,3.290890380425182e-06,reb,dorebA
1.480526112063174e-05,6.100570648648329e-08,reb,dorebA
3.335676344473626e-05,1.1597058116041836e-06,reb,dorebA
4.574129828793794e-06,3.2935458798011297e-06,reb,dorebA
4.054087573601706e-05,3.900090979835902e-06,reb,dorebA
0.0004564492260273889,8.373358752111759e-05,reb,dorebA
5.523667670925825e-06,3.6334312678687475e-05,reb,dorebA
0.00012533774611234172,3.888094424076005e-05,reb,dorebA
7.780291646719562e-06,4.684388385234328e-05,reb,dorebA
3.2409529282517724e-06,1.8609962491256127e-05,reb,dorebA
3.591049683970837e-05,4.561428062355155e-05,reb,dorebA
0.0002805580887764725,2.6514053795279047e-05,reb,dorebA
7.396370555257104e-05,0.00018975200892301647,reb,dorebA
1.9342362486907128e-05,0.00014665214543785332,reb,dorebA
1.3534118229463488e-05,2.4045425459640057e-05,reb,dorebA
2.4341668777183578e-05,0.00013331011440043117,reb,dorebA
3.5410211203235065e-05,2.998407270093928e-05,reb,dorebA
5.118232004874823e-05,7.991605435297977e-06,reb,dorebA
2.6013328440321892e-05,4.2288111541055606e-05,reb,dorebA
4.9161462784885757e-05,3.661789593767395e-08,reb,dorebA
5.508663981634854e-05,7.524519201929092e-05,reb,dorebA
9.388963987844168e-05,6.554362225186239e-07,reb,dorebA
