dR2_M,dR2_OxM,target,var
0.00013289788251624746,3.94346938548118e-07,ast,own_rest
0.00011615478207105401,1.6110939680791247e-05,ast,own_rest
0.0002678308500526638,0.00010589163715790662,ast,own_rest
1.9778667385006443e-05,0.00011891056915913634,ast,own_rest
8.375652529113431e-05,4.883119576470918e-06,ast,own_rest
4.4471355017949854e-05,0.00021908569520612264,ast,own_rest
0.00011129095862005833,0.00012124227576859603,ast,own_rest
1.7652146393931645e-05,4.101538889444978e-05,ast,own_rest
0.0001662675711415762,4.633139165222122e-05,ast,own_rest
0.0001945963883249746,2.898752574398422e-05,ast,own_rest
3.286807503710687e-05,5.847103671341447e-05,ast,own_rest
9.507826816079756e-06,1.2557263144086228e-05,ast,own_rest
7.752796900317716e-05,8.805104397724417e-05,ast,own_rest
0.00020393038339205916,4.520904449645258e-05,ast,own_rest
7.857131227717584e-05,0.00011417320189455182,ast,own_rest
7.362984527503613e-05,9.534377731768018e-09,ast,own_rest
2.9693953451759292e-05,4.334043535725307e-06,ast,own_rest
4.56827779382607e-07,5.101396229556521e-06,ast,own_rest
5.610057182325878e-05,6.385334661129782e-06,ast,own_rest
0.0002215293062195478,3.0983327554912066e-05,ast,own_rest
2.7203550408749777e-05,6.040096939663453e-05,ast,own_rest
7.45974378879577e-05,2.6206440400522446e-05,ast,own_rest
0.0001883706027374643,2.6789639319790837e-05,ast,own_rest
0.00011043913037367403,2.602817709695948e-05,ast,own_rest
7.13822606290826e-05,8.511275212597091e-05,ast,own_rest
2.006208755411798e-05,1.9177019375593574e-05,ast,own_rest
0.00017894323891176622,3.5072928844526174e-06,ast,own_rest
4.955014901297794e-05,4.530914178291212e-07,ast,own_rest
0.00011594555416294394,0.00012703552028270337,ast,own_rest
1.98964903586063e-06,0.00020213424844151007,ast,own_rest
2.4129063818434382e-05,5.415364170935355e-05,ast,own_rest
0.00046951441655063153,0.0002404447549070321,ast,own_rest
9.688012374220456e-05,4.329550346604538e-05,ast,own_rest
1.747289503994942e-05,0.00048812896274263995,ast,own_rest
0.0001844366841506906,0.0013988143644063644,ast,own_rest
6.279971508149629e-06,4.608541277484335e-07,ast,own_rest
4.707314621821279e-05,3.843256783009341e-05,ast,own_rest
0.00014313837744528435,6.568911448590065e-05,ast,own_rest
2.9671019694976764e-05,0.00010164182156879864,ast,own_rest
2.4020771597688118e-05,3.211542099157416e-05,ast,own_rest
6.158448437321162e-06,5.641526702093724e-05,ast,own_rest
0.00011693985186789213,9.36119416899972e-05,ast,own_rest
0.00010110855146294728,9.762148807102022e-05,ast,own_rest
2.32912701448873e-05,1.2450422411380835e-05,ast,own_rest
4.074812084586821e-05,3.461692618200729e-05,ast,own_rest
1.0808911542481425e-06,7.661919192214484e-06,ast,own_rest
2.0650842842417916e-06,6.619935809948352e-05,ast,own_rest
0.00016868498807698362,0.0001669394064899299,ast,own_rest
1.1130828814209792e-07,9.73657087254276e-05,ast,own_rest
8.60206260460128e-05,0.0002070248724901358,ast,own_rest
3.361093801756976e-05,0.00010817080982483684,ast,own_rest
6.223832082707936e-05,6.7688273078792e-05,ast,own_rest
9.340610258146143e-06,4.221388840819351e-06,ast,own_rest
3.098633376741322e-05,3.725434680912354e-05,ast,own_rest
2.0355714346886877e-05,0.0005349676246610979,ast,own_rest
1.6277194778702153e-06,6.454787687404373e-05,ast,own_rest
4.958369928298456e-05,7.006774153106576e-07,ast,own_rest
3.257612244145225e-05,0.0002514101279011971,ast,own_rest
8.687199071211182e-09,1.5662248587733352e-05,ast,own_rest
1.2356955366055189e-05,0.00028366926678313753,ast,own_rest
0.0001594269098271761,5.930491503347568e-05,ast,own_rest
1.3447533278032608e-05,7.116080224145449e-05,ast,own_rest
0.00022327295541901826,2.9781413641849497e-06,ast,own_rest
2.351054013693954e-07,9.795496742626142e-06,ast,own_rest
3.719903502441557e-05,0.00016661871283318863,ast,own_rest
0.00033282983499371976,6.66379097307157e-05,ast,own_rest
4.228890162727428e-05,6.004962293371108e-05,ast,own_rest
9.415858475048111e-05,1.930321301935045e-05,ast,own_rest
2.8356039817323264e-06,2.361823286500808e-06,ast,own_rest
9.177821314154677e-06,0.0001959653753794699,ast,own_rest
5.7619517881413174e-05,2.630500061140406e-05,ast,own_rest
0.0002515792598820621,5.6694837017312594e-05,ast,own_rest
2.0652939331955444e-05,1.9068303663938302e-05,ast,own_rest
1.9226973335673136e-07,3.355872227606138e-05,ast,own_rest
7.822411430269405e-06,0.0001224732551432517,ast,own_rest
1.21456763590988e-06,1.9007700700068852e-05,ast,own_rest
1.4426504227893489e-06,7.243107508470015e-05,ast,own_rest
6.745977190414365e-06,6.732350164162515e-05,ast,own_rest
6.580125424648919e-06,9.211746942905386e-06,ast,own_rest
4.931621146453402e-06,1.7863560377029408e-05,ast,own_rest
8.549143206693088e-05,2.256348451856738e-06,ast,own_rest
7.049530089997535e-05,3.6855849137040764e-06,ast,own_rest
0.00048182810758112815,3.5921523144910594e-07,ast,own_rest
2.9269416391697334e-05,9.634222113630297e-05,ast,own_rest
0.00020876650208634384,2.3560123925125964e-06,ast,own_rest
1.009055456413499e-06,0.00038295229815299425,ast,own_rest
4.4935676646318257e-07,9.663054468356247e-05,ast,own_rest
4.504823572282213e-06,0.00010908577112944684,ast,own_rest
6.960769353525631e-05,7.596287270139612e-05,ast,own_rest
4.193776512728675e-07,0.00011250202608348303,ast,own_rest
3.5491602369708275e-05,9.469173739451442e-06,ast,own_rest
0.0001635055755581094,5.023271771320559e-06,ast,own_rest
2.9986424399108813e-07,4.14488962852122e-05,ast,own_rest
1.4099581356674662e-05,0.0002694869403706557,ast,own_rest
4.802478527965448e-06,0.0005406255225138823,ast,own_rest
3.878760155262562e-05,2.3537806250195636e-05,ast,own_rest
9.10937044052984e-05,0.0003244617570172803,ast,own_rest
5.372938344772038e-05,4.142918427485487e-05,ast,own_rest
0.000290102930222913,7.452895012249883e-08,ast,own_rest
8.586132260735013e-08,7.52173656999311e-05,ast,own_rest
6.058385435780966e-05,8.688595032912971e-05,ast,own_rest
8.903496779844033e-07,0.0002791690207633035,ast,own_rest
4.6920808633998945e-06,7.253984215527254e-06,ast,own_rest
3.1793444737915344e-05,2.2846307001778143e-07,ast,own_rest
5.070124183770286e-05,4.7545036469975877e-05,ast,own_rest
9.382915650002488e-07,1.6623235995161245e-05,ast,own_rest
1.7323991496898117e-07,5.563110352380107e-07,ast,own_rest
5.58276863726892e-06,1.9261894711464222e-06,ast,own_rest
8.536079938892271e-06,0.00024842187945139926,ast,own_rest
6.0403379603779506e-05,0.00011672752900926398,ast,own_rest
1.5746523029158688e-05,9.767132327942463e-05,ast,own_rest
8.599635900385927e-06,3.7685704175838275e-05,ast,own_rest
9.946002773819629e-06,1.6156751627804944e-05,ast,own_rest
0.00031608672015071004,8.075723492262377e-06,ast,own_rest
4.318750730258891e-05,0.0001910290558813088,ast,own_rest
7.378107512889809e-05,0.0004760097178458933,ast,own_rest
9.05329781984987e-05,2.5128923664130554e-06,ast,own_rest
1.7809150580916366e-06,0.00018476407376855075,ast,own_rest
1.2363424057859618e-06,4.725241579683903e-06,ast,own_rest
3.050849491259555e-06,2.6295583247515353e-06,ast,own_rest
9.808647868703169e-06,0.0005538534769509162,ast,own_rest
2.1057042818628524e-05,2.7767273023227013e-05,ast,own_rest
0.00026615506355154306,4.131026560971751e-05,ast,own_rest
1.3702870756970853e-06,5.975899441956756e-09,ast,own_rest
3.4066182097447495e-08,0.00010961423947808413,ast,own_rest
3.200801809466469e-05,1.0363052451722865e-05,ast,own_rest
1.0814547084514459e-06,2.0781555600923873e-05,ast,own_rest
8.12380594387152e-05,2.011773774679426e-06,ast,own_rest
9.587278046196968e-05,7.986922402380969e-05,ast,own_rest
4.374034208054489e-05,1.2813103027364825e-05,ast,own_rest
8.542190723026533e-05,7.481810034903891e-05,ast,own_rest
1.2846069137317784e-06,3.87379010172717e-05,ast,own_rest
4.530600720731304e-05,1.4255569220633646e-06,ast,own_rest
3.603893884918108e-05,4.401941597820258e-05,ast,own_rest
1.3501447032160385e-05,3.0216294250040576e-06,ast,own_rest
0.0006579346444508527,4.10571282016825e-05,ast,own_rest
2.599450772411416e-07,0.00026072014145550604,ast,own_rest
2.3904469544255846e-05,5.778838940040387e-06,ast,own_rest
9.876861107149804e-05,3.839832723473435e-05,ast,own_rest
2.311500503782149e-05,2.529167745857208e-05,ast,own_rest
2.391183004935016e-07,0.00013104361646476548,ast,own_rest
8.270292594758644e-06,5.429201056506017e-07,ast,own_rest
9.179104310308439e-05,9.115481150367977e-05,ast,own_rest
1.3281586410562873e-05,1.3149929323219567e-07,ast,own_rest
0.00011178210096451924,6.704873615437368e-05,ast,own_rest
2.9044984379056338e-05,2.8089633334227315e-05,ast,own_rest
1.0649397641726566e-05,3.3443870307570123e-06,ast,own_rest
2.322594047798887e-05,2.4200751224667805e-05,ast,own_rest
0.00023836727432835492,5.7223160624286784e-05,ast,own_rest
4.461237380293248e-06,8.527295800586643e-07,ast,own_rest
3.6127881309910848e-06,7.926966472115993e-08,ast,own_rest
1.2186439849015684e-05,8.686375162492155e-07,ast,own_rest
4.519478115860842e-06,0.0002880677513336094,ast,own_rest
1.7012092634605125e-07,9.376531086413564e-05,ast,own_rest
2.431398627988912e-07,0.0001869030158195839,ast,own_rest
2.4086184627014617e-05,1.859937143311452e-05,ast,own_rest
1.225407726224148e-05,5.475671271482074e-05,ast,own_rest
2.3248320821789292e-06,9.468229839670883e-05,ast,own_rest
0.00030153413098954474,0.00012482408969616277,ast,own_rest
2.6986020945418687e-05,3.2779261532889237e-06,ast,own_rest
1.1550172339669373e-05,3.088440170273543e-09,ast,own_rest
0.00018058046260605032,6.698765164248055e-05,ast,own_rest
