dR2_M,dR2_OxM,target,var
0.0001391176525786797,9.672174972052971e-08,ast,own_travel
1.0636327193447315e-06,0.00011974632896161186,ast,own_travel
5.039508775839252e-07,0.00048017479311479594,ast,own_travel
1.109898554285671e-06,8.73596738301119e-05,ast,own_travel
0.00010587205829803992,1.0846799017860675e-06,ast,own_travel
1.4667768111431556e-05,4.2317087746379656e-05,ast,own_travel
0.0001829622411535503,0.0001195490454724002,ast,own_travel
5.060965767855752e-05,6.895721915589625e-05,ast,own_travel
2.9413083617590985e-06,2.574666019816707e-05,ast,own_travel
1.457011191252633e-06,4.768005400124231e-05,ast,own_travel
4.247407803292802e-05,6.356418955799636e-05,ast,own_travel
2.8555419927189796e-05,1.70917382640301e-05,ast,own_travel
4.663524258430307e-06,3.735255552972383e-06,ast,own_travel
5.462340905593166e-05,2.3962655727460813e-06,ast,own_travel
1.5086801331887223e-05,0.00012002560797907957,ast,own_travel
0.0001741476085134197,8.303235307094425e-07,ast,own_travel
1.1875513479586708e-05,1.4266202721269217e-05,ast,own_travel
4.057434486370859e-05,0.0002779728491535405,ast,own_travel
0.00010856993549845928,1.7188437268389478e-05,ast,own_travel
0.00010723982003124632,3.336711098866907e-06,ast,own_travel
0.00011740855077035928,4.613553473964416e-05,ast,own_travel
2.0851008082245492e-05,4.692671418138339e-05,ast,own_travel
0.00016558528933963146,6.156826473324717e-05,ast,own_travel
0.00020036501764764125,5.034687890259626e-05,ast,own_travel
0.00012752838195351224,0.00045803684097056596,ast,own_travel
6.9531784495646676e-06,5.565173720856187e-06,ast,own_travel
9.80949322637592e-06,5.712101753374554e-06,ast,own_travel
8.26508428219963e-06,8.458920080811616e-05,ast,own_travel
2.149523208350157e-05,7.101338855197703e-05,ast,own_travel
2.1571756095406514e-05,6.543701358552312e-09,ast,own_travel
1.2052640837589834e-06,2.060674455262035e-05,ast,own_travel
5.8808951042266244e-09,0.000365375697769843,ast,own_travel
7.250738793818101e-07,0.0006585017110555258,ast,own_travel
4.681671642947638e-05,7.313552992327388e-06,ast,own_travel
6.032712503067916e-05,0.00010188236670571893,ast,own_travel
5.0651646764432456e-05,0.00015351960644849338,ast,own_travel
2.024151321411427e-05,5.357162070618315e-07,ast,own_travel
6.383179703062236e-05,1.8095148383134863e-05,ast,own_travel
1.034563958390855e-06,5.47666404449032e-08,ast,own_travel
8.434529796974566e-05,0.00018869048102787556,ast,own_travel
1.4068226382835114e-05,7.070389074370631e-05,ast,own_travel
4.963837714933028e-05,9.576154924362257e-06,ast,own_travel
2.1426572378580033e-06,3.115224315963783e-05,ast,own_travel
6.420631312398228e-06,2.5013765741488392e-05,ast,own_travel
7.653593843626183e-05,1.1545442675231499e-05,ast,own_travel
5.719884845012402e-05,5.228113305610904e-05,ast,own_travel
4.912281926094941e-05,5.571824900596489e-05,ast,own_travel
0.0002661620763804162,0.00021094267563515068,ast,own_travel
3.27009053724403e-05,0.0001000007023670424,ast,own_travel
2.9865753940927497e-05,1.1139706863616539e-05,ast,own_travel
7.749951890945184e-05,1.2656134606658931e-05,ast,own_travel
3.1034513106042994e-05,7.171909690528722e-05,ast,own_travel
7.524447967377501e-05,5.670606836316594e-07,ast,own_travel
1.4167725959080002e-07,8.853645048323422e-05,ast,own_travel
8.83678144010247e-05,4.092343656170172e-07,ast,own_travel
5.353691462817167e-06,7.354074525844911e-05,ast,own_travel
5.695421032458903e-06,1.1498048773761482e-05,ast,own_travel
6.34748333384616e-05,1.8842240377625608e-05,ast,own_travel
3.6339309339439296e-10,1.6317426665302115e-05,ast,own_travel
1.1680838352456924e-05,4.208235024050211e-05,ast,own_travel
