dR2_M,dR2_OxM,target,var
0.00018644020712710319,1.756427081556211e-08,reb,own_travel
0.00013246347036521833,4.6847627047319484e-05,reb,own_travel
2.4074307671706485e-05,1.0201027800249562e-09,reb,own_travel
0.00022137316968839915,3.6985817798429466e-06,reb,own_travel
7.657018380335945e-05,6.853919561300437e-05,reb,own_travel
1.912190235164868e-05,2.4078041947928064e-05,reb,own_travel
3.2763426893733794e-07,2.9589315966083163e-05,reb,own_travel
0.0001615353204285075,0.00012413375190822862,reb,own_travel
2.434991509114859e-05,3.236884822188646e-05,reb,own_travel
2.9002024526048054e-05,2.449936562731736e-06,reb,own_travel
3.772997927675714e-05,1.0846607950698584e-06,reb,own_travel
2.898150793573251e-06,3.3762910128798396e-06,reb,own_travel
3.7977635963581946e-05,8.270168712076753e-07,reb,own_travel
1.1149027625556585e-06,6.988354488624005e-05,reb,own_travel
5.406607873625902e-07,2.1269178590910265e-05,reb,own_travel
1.098028315260624e-05,3.352878162765638e-05,reb,own_travel
1.5257700536897012e-05,4.518926305774329e-05,reb,own_travel
1.4914097835827533e-05,1.5743839798187942e-05,reb,own_travel
7.957495538057913e-06,8.485330898932997e-05,reb,own_travel
1.1601482243772665e-06,2.7666658796832166e-05,reb,own_travel
6.2382139789374236e-06,1.3238596998643715e-06,reb,own_travel
2.7122127481793434e-05,8.65286886917449e-05,reb,own_travel
0.0003513454089842938,0.00011072147145740896,reb,own_travel
3.3669615260079055e-05,1.4440012887639853e-05,reb,own_travel
8.443282478720615e-05,0.00014532463725036582,reb,own_travel
8.980990157336777e-06,2.106013195379841e-05,reb,own_travel
2.120543696193522e-08,0.00040048033401929306,reb,own_travel
4.38924043666411e-07,1.9466404505563695e-05,reb,own_travel
9.096538139408139e-07,3.644243851130824e-08,reb,own_travel
0.000151936824542509,5.015464075097675e-05,reb,own_travel
0.000171024004064102,6.573565929368641e-06,reb,own_travel
3.860779781428292e-07,0.0002870924175286671,reb,own_travel
0.0001456294938115832,0.00019131254630222472,reb,own_travel
5.342590739387809e-05,1.1179884157330733e-05,reb,own_travel
2.170651746125074e-07,3.775874740485907e-05,reb,own_travel
1.0535483825346859e-06,0.00011337850398474014,reb,own_travel
3.556512125912903e-07,2.4271385169472026e-05,reb,own_travel
0.0001637556737256185,8.155747880111974e-05,reb,own_travel
0.00013068440209007548,0.00010875314938785241,reb,own_travel
2.143915683761044e-05,5.942168387562674e-06,reb,own_travel
1.2125270885898765e-05,5.978793016225836e-09,reb,own_travel
2.7259319344774546e-05,9.899140832503317e-05,reb,own_travel
1.0500302351723612e-05,2.6871661769956035e-05,reb,own_travel
0.0001208566107732123,7.191146003282523e-05,reb,own_travel
2.1931161752419825e-05,6.702636912969684e-05,reb,own_travel
7.127005486140536e-05,1.8281012865717372e-05,reb,own_travel
8.177472287207443e-06,2.2662785166049915e-05,reb,own_travel
0.00011726254269861514,3.671410711825196e-05,reb,own_travel
2.571154453123725e-06,1.255773240949054e-08,reb,own_travel
0.0001755310920141806,7.868576475622557e-05,reb,own_travel
5.208604017314933e-06,7.089127247672522e-06,reb,own_travel
8.918694672899186e-06,6.173834863565375e-06,reb,own_travel
9.491729128596749e-05,2.8332385693108364e-07,reb,own_travel
0.00012498802468507986,4.9151674322067684e-05,reb,own_travel
7.692495243127873e-06,9.168209068599609e-07,reb,own_travel
4.392950561094011e-07,3.615148659319445e-07,reb,own_travel
2.3836214389838517e-05,0.00012696044209248303,reb,own_travel
2.2468294846866854e-07,2.488536570588451e-05,reb,own_travel
1.3830451272012212e-05,7.630006229719655e-06,reb,own_travel
4.878585645784472e-05,4.0750208633699714e-05,reb,own_travel
1.989221783604833e-05,7.206532268733135e-05,reb,own_travel
0.00036802957686044024,5.104372736242091e-05,reb,own_travel
0.0001650947615937648,6.67442307422661e-07,reb,own_travel
1.323135174868817e-05,2.7496192589460122e-05,reb,own_travel
5.839261797402351e-05,1.1846809727655838e-05,reb,own_travel
1.26153486531555e-05,1.1881423430781801e-05,reb,own_travel
1.8031652500027917e-06,0.0004355879968918064,reb,own_travel
6.120994378022715e-09,4.593393554408465e-09,reb,own_travel
3.1987327619997785e-06,5.666011122062997e-05,reb,own_travel
6.63325255176872e-05,1.9003752455337697e-05,reb,own_travel
0.00018735267146585688,6.379115381516254e-05,reb,own_travel
0.0002836141028506045,6.799087456488273e-06,reb,own_travel
5.805263403324545e-07,8.169645970790285e-05,reb,own_travel
1.0517374364082954e-05,6.0532143677294314e-05,reb,own_travel
8.20313169280773e-07,0.0001395548931814039,reb,own_travel
1.937700474763382e-05,0.000602542450717114,reb,own_travel
5.674501123986708e-06,3.6958494348260373e-06,reb,own_travel
6.830006993141513e-05,2.019366192684835e-05,reb,own_travel
3.475547279396807e-05,7.282105483230605e-05,reb,own_travel
1.2146083538500108e-05,5.7404725331444695e-05,reb,own_travel
0.00015491031681336143,2.2489464956976235e-08,reb,own_travel
1.4474911898432197e-05,4.331598411544402e-05,reb,own_travel
6.864140326134915e-07,0.00012055913809094765,reb,own_travel
1.2552025109302534e-06,3.631175547158527e-05,reb,own_travel
4.208239118697055e-05,4.146973182872493e-05,reb,own_travel
5.044269550613656e-06,0.0003282646049084237,reb,own_travel
2.4627182326764085e-07,4.5462777148452815e-06,reb,own_travel
0.000164966657024479,1.538741987050507e-06,reb,own_travel
2.1507364206807544e-05,4.0770129033251834e-05,reb,own_travel
8.570740724211934e-05,3.619466481796785e-05,reb,own_travel
0.00020692824745449645,2.4928441977323246e-08,reb,own_travel
0.00018312445006285483,0.00016338781044678008,reb,own_travel
1.0168509710806184e-05,3.488915140603677e-05,reb,own_travel
1.3253426643600186e-05,8.774559731472564e-06,reb,own_travel
1.1684880962814503e-06,2.910881503359608e-05,reb,own_travel
0.00010026970648435718,6.833058656430246e-05,reb,own_travel
7.000868714412967e-06,1.4824861782614107e-06,reb,own_travel
7.3070684788456575e-06,0.0002679153311795357,reb,own_travel
9.71399460114597e-05,1.329691082796458e-07,reb,own_travel
7.831990715023718e-05,2.0113110976716086e-07,reb,own_travel
4.7573218882046575e-06,0.0002647969628978286,reb,own_travel
9.36821042452074e-06,1.7132783805440255e-05,reb,own_travel
2.307620650121578e-09,0.00018624852237392187,reb,own_travel
2.3730581323544442e-05,2.3914887820053465e-06,reb,own_travel
6.220576238669118e-06,7.940220773738904e-05,reb,own_travel
5.6338908965392065e-05,2.940302587794985e-05,reb,own_travel
0.0001560327232361658,4.0470662771019406e-06,reb,own_travel
1.0171383691415237e-05,3.7652142945709954e-06,reb,own_travel
