dR2_M,dR2_OxM,target,dim
5.514546220763972e-05,1.2072378913541293e-05,ast,d3par
9.468274602053572e-05,3.493430809076159e-07,ast,d3par
0.00018843199409568356,3.698917579941785e-05,ast,d3par
9.477551993020139e-05,9.445656241280354e-06,ast,d3par
1.7102780299538267e-05,6.844743240086437e-06,ast,d3par
1.18435231566405e-06,0.00015197657872090264,ast,d3par
1.7321825679372793e-05,3.633933219593377e-05,ast,d3par
0.00019827092229807164,0.00014401226658711241,ast,d3par
0.00012040673115021328,2.259527447701082e-06,ast,d3par
0.00021678404866931622,9.368467695514138e-05,ast,d3par
3.36650899552815e-05,1.967757869314468e-06,ast,d3par
9.891621814972495e-06,3.861865257581698e-07,ast,d3par
1.7443069280087542e-06,1.2355546541442664e-07,ast,d3par
5.427106918309832e-07,3.0948728606539078e-06,ast,d3par
6.487832698776064e-05,5.1604544085148696e-05,ast,d3par
0.0003121986987978387,0.00025259035993030476,ast,d3par
1.0106607957194313e-06,4.479922227962341e-06,ast,d3par
6.862989926936791e-05,4.215433198029306e-05,ast,d3par
1.4681966420404535e-07,0.00019188066215758415,ast,d3par
1.4384867202177354e-05,0.00025159509844907557,ast,d3par
0.00020363682054502785,0.0004873256169469764,ast,d3par
6.682361223253608e-06,0.00011293916285248784,ast,d3par
0.0001843443266416056,1.6790311377579137e-05,ast,d3par
1.9011781755673418e-05,0.00011580200453764622,ast,d3par
5.640675596607636e-07,0.00015468151335662483,ast,d3par
1.5598762594937199e-06,0.00033084485579348843,ast,d3par
5.081873482859489e-05,9.204825459485644e-05,ast,d3par
1.8644376415299924e-05,3.4603542057976e-05,ast,d3par
1.106978822718041e-06,7.779448018241375e-05,ast,d3par
0.0003495433702108697,0.00019582407681262293,ast,d3par
0.00016483959348312371,0.000213925836755946,ast,d3par
1.4333333481886257e-05,3.1312611635803123e-06,ast,d3par
2.0478127533030133e-05,6.73704267040165e-07,ast,d3par
4.1234527644595786e-05,1.6408287800695476e-06,ast,d3par
5.911575907791011e-06,3.011875528868835e-06,ast,d3par
1.8148097920223094e-05,3.01554079928934e-07,ast,d3par
7.680289892952885e-08,5.1659273017645724e-05,ast,d3par
0.00025063074226505666,3.658943434514672e-05,ast,d3par
7.0287639711841265e-06,9.754742961387564e-06,ast,d3par
3.667623442382695e-05,1.0250833598623998e-05,ast,d3par
8.487175169136218e-05,1.0228929065880799e-05,ast,d3par
6.112435424476814e-08,1.0492494526115337e-05,ast,d3par
5.824950329746947e-06,1.0742089299298208e-05,ast,d3par
1.482864735768974e-05,4.271674127753755e-07,ast,d3par
0.00013112268142811967,1.8293903573662895e-05,ast,d3par
2.4168270675639647e-05,1.9917652347545278e-05,ast,d3par
4.820788987780489e-06,2.3002193665577764e-05,ast,d3par
5.820821271174115e-05,5.689163286026755e-07,ast,d3par
1.3480576543933864e-08,2.0393430590348594e-05,ast,d3par
6.667465685095131e-05,5.9487538769609216e-05,ast,d3par
4.0559983451982085e-05,4.608774829695239e-05,ast,d3par
2.7991725158882375e-05,1.8245884442213978e-06,ast,d3par
7.734706562123606e-05,0.00011888761201839237,ast,d3par
2.7079813603614333e-05,0.0002963218222061803,ast,d3par
2.4573638635061457e-07,1.5229628124502348e-05,ast,d3par
2.5274427755017648e-05,2.4797248224128765e-05,ast,d3par
1.1754288155474413e-05,6.444980071951267e-05,ast,d3par
6.434655391185373e-05,8.892392598969234e-05,ast,d3par
2.4503216925486626e-06,1.692038473777302e-07,ast,d3par
1.4325521696112453e-05,0.00012516124268646678,ast,d3par
0.0001604410881158591,0.0002560822018619069,ast,d3par
4.135565738583313e-05,9.180037223432969e-05,ast,d3par
4.065960412802383e-05,2.906873176655722e-05,ast,d3par
1.066928545512269e-09,1.3341300956315472e-05,ast,d3par
9.710179685540332e-06,0.0002806308165985705,ast,d3par
7.071519637635859e-07,9.881726755500697e-05,ast,d3par
2.6149947610298874e-05,0.00015783869081720248,ast,d3par
2.1838154848574653e-05,4.92391227008282e-05,ast,d3par
1.0540509823853128e-06,7.318524669075455e-05,ast,d3par
1.0620770740654706e-07,5.275743747634731e-05,ast,d3par
2.073314078843147e-05,3.427708045578015e-05,ast,d3par
3.840877018468358e-05,0.0003745029600866756,ast,d3par
4.713060634875532e-06,3.192862588519141e-05,ast,d3par
3.1707654679635766e-05,2.045927744775966e-06,ast,d3par
1.4578116491748006e-11,2.3505407542034895e-05,ast,d3par
9.4438005443509e-06,2.4939425540271287e-06,ast,d3par
0.0005213102834663585,0.0001732668926718306,ast,d3par
0.00023381988769388684,4.236435672710925e-06,ast,d3par
4.6199651458134205e-05,0.00012518042531783902,ast,d3par
3.1484459994679526e-07,1.9257585612830752e-05,ast,d3par
0.00011626888767113375,0.00018523227146727272,ast,d3par
0.00023906609425361491,8.825917607868661e-08,ast,d3par
1.6341235001493537e-05,6.772264693366559e-06,ast,d3par
5.2875266299157175e-05,3.309944505147655e-07,ast,d3par
2.8071114728245306e-06,4.069629078506942e-06,ast,d3par
1.517515452620355e-05,0.00031111611550449503,ast,d3par
3.053274052255972e-05,0.00014935688462891505,ast,d3par
2.834463764922468e-06,0.00010485675276494799,ast,d3par
0.00025355478331956505,0.0002760330353969165,ast,d3par
4.074926107267007e-05,0.0001021932562541572,ast,d3par
0.00016154752566011066,4.4614862031111535e-05,ast,d3par
8.722466832145059e-07,5.750303827434244e-06,ast,d3par
0.00011481261048051916,0.00011482159857301166,ast,d3par
4.524280856843532e-06,2.729156614034167e-07,ast,d3par
6.815948134741845e-05,6.507104468100877e-05,ast,d3par
5.630262550382348e-05,8.584379685538934e-06,ast,d3par
7.914178761225799e-07,1.3099022952878236e-05,ast,d3par
3.753922255911313e-05,0.00011413232523116434,ast,d3par
3.507348488307471e-07,2.4567779773887466e-06,ast,d3par
0.00014391044596862024,1.233502512354434e-07,ast,d3par
2.9929008416584857e-05,0.00013429469194303767,ast,d3par
6.410696884806555e-05,0.00010738812812460807,ast,d3par
4.3807849146704214e-05,4.8581829699134715e-06,ast,d3par
2.512489436157228e-05,8.902797993615152e-05,ast,d3par
5.8270903293689e-06,0.00011694293506758768,ast,d3par
3.7940085118148836e-05,4.442142347915734e-05,ast,d3par
8.254670923357743e-06,0.00019567796558839223,ast,d3par
0.00017300494592797921,7.838971678664208e-06,ast,d3par
3.119323962463838e-07,4.671223313490458e-06,ast,d3par
8.844439121080683e-07,1.4118436153287561e-05,ast,d3par
5.583764406924541e-05,8.934554053041666e-06,ast,d3par
1.4948494072020146e-05,8.013490647929e-05,ast,d3par
2.302034616807891e-05,2.2999286290237286e-05,ast,d3par
0.0001754308280889072,7.340546554268634e-06,ast,d3par
6.678613447941295e-06,4.889037170552335e-06,ast,d3par
8.846293618147705e-05,8.928791866646968e-05,ast,d3par
8.350518293176457e-06,0.0001111171249902343,ast,d3par
0.00018993120801302776,9.617792148663984e-05,ast,d3par
0.0001422990336231722,3.058940071909433e-06,ast,d3par
8.072607798226272e-06,1.9749044488648337e-06,ast,d3par
8.356586808788702e-05,5.911844952466438e-07,ast,d3par
0.00022743265565583481,0.00013938766723164964,ast,d3par
0.0003085594179854656,0.0001760032077990914,ast,d3par
0.00026113104720071334,0.00014894434448065041,ast,d3par
1.2917026334546833e-05,0.0001612548885016052,ast,d3par
4.148374777357411e-06,4.519189901075471e-06,ast,d3par
3.6743881947076673e-06,1.3095212222369312e-05,ast,d3par
9.921799262802011e-05,0.0003286106629174501,ast,d3par
1.3310478275130322e-09,0.00017471688109738093,ast,d3par
2.3875587967570056e-05,2.9360513331799787e-05,ast,d3par
3.730364489884508e-05,0.00021616787867195786,ast,d3par
3.3413371514079415e-07,8.305951695541935e-06,ast,d3par
1.9628283809636216e-05,4.8674545095162e-05,ast,d3par
0.00014325121570624155,6.334888701364783e-05,ast,d3par
3.246449438776278e-05,9.235391658091174e-07,ast,d3par
0.00022818625434462003,4.549932873554319e-05,ast,d3par
9.141427613901243e-05,2.816742950406681e-05,ast,d3par
1.8456805020883316e-05,2.812643095095879e-07,ast,d3par
1.1725499275971885e-06,5.422546224487235e-05,ast,d3par
3.560991670092939e-05,0.0001430092891993029,ast,d3par
1.923670178860526e-05,6.348799648225878e-07,ast,d3par
1.7235447405394844e-05,5.621718979220702e-09,ast,d3par
