identity,defective_relabel,genuine_shuffle
-0.0022218316796525084,-0.0022218316796525084,-0.764439519879389
-0.0022218316796525084,-0.0022218316796525084,-0.7930175593938749
-0.0022218316796525084,-0.0022218316796525084,-0.7858043555377017
-0.0022218316796525084,-0.0022218316796525084,-0.7840655557216578
-0.0022218316796525084,-0.0022218316796525084,-0.7798222666481809
-0.0022218316796525084,-0.0022218316796525084,-0.7744710226101286
-0.0022218316796525084,-0.0022218316796525084,-0.7787475260287124
-0.0022218316796525084,-0.0022218316796525084,-0.7797548078121783
-0.0022218316796525084,-0.0022218316796525084,-0.792094076316924
-0.0022218316796525084,-0.0022218316796525084,-0.7935624489430062
-0.0022218316796525084,-0.0022218316796525084,-0.7971286700399594
-0.0022218316796525084,-0.0022218316796525084,-0.7812847348507688
-0.0022218316796525084,-0.0022218316796525084,-0.7890556851324906
-0.0022218316796525084,-0.0022218316796525084,-0.8052932500850565
-0.0022218316796525084,-0.0022218316796525084,-0.7996511947038045
-0.0022218316796525084,-0.0022218316796525084,-0.7769389826450379
-0.0022218316796525084,-0.0022218316796525084,-0.7948380831797224
-0.0022218316796525084,-0.0022218316796525084,-0.7812141259814143
-0.0022218316796525084,-0.0022218316796525084,-0.8002437389635895
-0.0022218316796525084,-0.0022218316796525084,-0.7863500422536576
-0.0022218316796525084,-0.0022218316796525084,-0.7768346563514776
-0.0022218316796525084,-0.0022218316796525084,-0.7897897224336736
-0.0022218316796525084,-0.0022218316796525084,-0.7888466231806857
-0.0022218316796525084,-0.0022218316796525084,-0.7957522075600738
-0.0022218316796525084,-0.0022218316796525084,-0.8116967819633802
-0.0022218316796525084,-0.0022218316796525084,-0.7832055532370588
-0.0022218316796525084,-0.0022218316796525084,-0.7971304691735352
-0.0022218316796525084,-0.0022218316796525084,-0.7934945017260848
-0.0022218316796525084,-0.0022218316796525084,-0.7858723677872748
-0.0022218316796525084,-0.0022218316796525084,-0.800086224421251
-0.0022218316796525084,-0.0022218316796525084,-0.7726301991629367
-0.0022218316796525084,-0.0022218316796525084,-0.7906426918691758
-0.0022218316796525084,-0.0022218316796525084,-0.7737890061377384
-0.0022218316796525084,-0.0022218316796525084,-0.7920028076469687
-0.0022218316796525084,-0.0022218316796525084,-0.7906812327203427
-0.0022218316796525084,-0.0022218316796525084,-0.7929550359081325
-0.0022218316796525084,-0.0022218316796525084,-0.7966067733329045
-0.0022218316796525084,-0.0022218316796525084,-0.79112125657288
-0.0022218316796525084,-0.0022218316796525084,-0.7949799675467875
-0.0022218316796525084,-0.0022218316796525084,-0.7868628921306342
-0.0022218316796525084,-0.0022218316796525084,-0.7935953130151012
-0.0022218316796525084,-0.0022218316796525084,-0.7823201089327876
-0.0022218316796525084,-0.0022218316796525084,-0.8085878832763043
-0.0022218316796525084,-0.0022218316796525084,-0.795659309033173
-0.0022218316796525084,-0.0022218316796525084,-0.7825719083971381
-0.0022218316796525084,-0.0022218316796525084,-0.7733064966293131
-0.0022218316796525084,-0.0022218316796525084,-0.7965350130610054
-0.0022218316796525084,-0.0022218316796525084,-0.7794907015409336
-0.0022218316796525084,-0.0022218316796525084,-0.7884035235701194
-0.0022218316796525084,-0.0022218316796525084,-0.7883027458951384
-0.0022218316796525084,-0.0022218316796525084,-0.7820645897457086
-0.0022218316796525084,-0.0022218316796525084,-0.7863107014787178
-0.0022218316796525084,-0.0022218316796525084,-0.7972061199971892
-0.0022218316796525084,-0.0022218316796525084,-0.7959025865527001
-0.0022218316796525084,-0.0022218316796525084,-0.7925377569039245
-0.0022218316796525084,-0.0022218316796525084,-0.7786772280371819
-0.0022218316796525084,-0.0022218316796525084,-0.7828955380587392
-0.0022218316796525084,-0.0022218316796525084,-0.7843665024367157
-0.0022218316796525084,-0.0022218316796525084,-0.8038024422027601
-0.0022218316796525084,-0.0022218316796525084,-0.7913817720585952
-0.0022218316796525084,-0.0022218316796525084,-0.7940480435231465
-0.0022218316796525084,-0.0022218316796525084,-0.7903704944990828
-0.0022218316796525084,-0.0022218316796525084,-0.7948441960332813
-0.0022218316796525084,-0.0022218316796525084,-0.779197755867935
-0.0022218316796525084,-0.0022218316796525084,-0.7863469303591337
-0.0022218316796525084,-0.0022218316796525084,-0.782685847694292
-0.0022218316796525084,-0.0022218316796525084,-0.7940516311607921
-0.0022218316796525084,-0.0022218316796525084,-0.7913135028471923
-0.0022218316796525084,-0.0022218316796525084,-0.7758321752936135
-0.0022218316796525084,-0.0022218316796525084,-0.8044973822550203
-0.0022218316796525084,-0.0022218316796525084,-0.7814333311232278
-0.0022218316796525084,-0.0022218316796525084,-0.7963145458235328
-0.0022218316796525084,-0.0022218316796525084,-0.781540984987898
-0.0022218316796525084,-0.0022218316796525084,-0.775563620242214
-0.0022218316796525084,-0.0022218316796525084,-0.7813010537086729
-0.0022218316796525084,-0.0022218316796525084,-0.7820009057311006
-0.0022218316796525084,-0.0022218316796525084,-0.7868482156059138
-0.0022218316796525084,-0.0022218316796525084,-0.7856499438847648
-0.0022218316796525084,-0.0022218316796525084,-0.7973570867331403
-0.0022218316796525084,-0.0022218316796525084,-0.7952715500318219
-0.0022218316796525084,-0.0022218316796525084,-0.7961514410148676
-0.0022218316796525084,-0.0022218316796525084,-0.795160551135744
-0.0022218316796525084,-0.0022218316796525084,-0.8056879848461145
-0.0022218316796525084,-0.0022218316796525084,-0.7926027207141801
-0.0022218316796525084,-0.0022218316796525084,-0.7934960366643564
-0.0022218316796525084,-0.0022218316796525084,-0.7847906848781798
-0.0022218316796525084,-0.0022218316796525084,-0.8022055458313184
-0.0022218316796525084,-0.0022218316796525084,-0.7761379182091761
-0.0022218316796525084,-0.0022218316796525084,-0.8026962198513425
-0.0022218316796525084,-0.0022218316796525084,-0.7857082339127144
-0.0022218316796525084,-0.0022218316796525084,-0.7961999534481303
-0.0022218316796525084,-0.0022218316796525084,-0.7849115686774744
-0.0022218316796525084,-0.0022218316796525084,-0.7942381995302672
-0.0022218316796525084,-0.0022218316796525084,-0.7776077443927132
-0.0022218316796525084,-0.0022218316796525084,-0.7937058730496962
-0.0022218316796525084,-0.0022218316796525084,-0.8059108791155691
-0.0022218316796525084,-0.0022218316796525084,-0.79874621504084
-0.0022218316796525084,-0.0022218316796525084,-0.7945888933622107
-0.0022218316796525084,-0.0022218316796525084,-0.7979388581182374
-0.0022218316796525084,-0.0022218316796525084,-0.7932227124264735
-0.0022218316796525084,-0.0022218316796525084,-0.7958164001031052
-0.0022218316796525084,-0.0022218316796525084,-0.7871153339625292
-0.0022218316796525084,-0.0022218316796525084,-0.7827250011561877
-0.0022218316796525084,-0.0022218316796525084,-0.7762807622985424
-0.0022218316796525084,-0.0022218316796525084,-0.7907685680868848
-0.0022218316796525084,-0.0022218316796525084,-0.7846041961954
-0.0022218316796525084,-0.0022218316796525084,-0.7950026694502337
-0.0022218316796525084,-0.0022218316796525084,-0.7985247490045992
-0.0022218316796525084,-0.0022218316796525084,-0.7784476989144655
-0.0022218316796525084,-0.0022218316796525084,-0.7945067221978208
-0.0022218316796525084,-0.0022218316796525084,-0.775572121299726
-0.0022218316796525084,-0.0022218316796525084,-0.7745532850248993
-0.0022218316796525084,-0.0022218316796525084,-0.7868770925731285
-0.0022218316796525084,-0.0022218316796525084,-0.7787378307023927
-0.0022218316796525084,-0.0022218316796525084,-0.7840478049512603
-0.0022218316796525084,-0.0022218316796525084,-0.801707831498808
-0.0022218316796525084,-0.0022218316796525084,-0.8046144468336469
-0.0022218316796525084,-0.0022218316796525084,-0.8125263076858693
-0.0022218316796525084,-0.0022218316796525084,-0.7854089748326474
-0.0022218316796525084,-0.0022218316796525084,-0.7855873132334614
-0.0022218316796525084,-0.0022218316796525084,-0.7863662745712792
-0.0022218316796525084,-0.0022218316796525084,-0.785901899619758
-0.0022218316796525084,-0.0022218316796525084,-0.7866854151634755
-0.0022218316796525084,-0.0022218316796525084,-0.7860891933339693
-0.0022218316796525084,-0.0022218316796525084,-0.7930278218460531
-0.0022218316796525084,-0.0022218316796525084,-0.7837001677147049
