POOLED,2021,2022,2023,2024,target
0.0001414554209683283,0.00015345006154943164,1.8090032030571024e-05,3.182464405604435e-05,0.0009644064290721399,pts
1.5397626884627869e-07,8.538668686552953e-06,2.7884553071122475e-05,0.00017026479759574276,0.0004405355345160622,pts
2.562711161901987e-05,0.000240331724484788,6.199987581112509e-07,0.00037532130445128153,6.4892860123233476e-06,pts
2.0523357495139116e-05,6.723922612350552e-05,6.626785795338375e-05,1.7473993917493935e-05,0.0003062544632982389,pts
0.0002543409562373311,0.00017215929692804277,0.0009550215687190722,6.5054107124540295e-06,0.0003186010147232521,pts
1.3294454159429314e-05,0.00011397838389193282,0.00032755545362261884,0.00013081894680078143,5.485295110119193e-05,pts
7.323560797245499e-05,7.191890188384953e-06,1.743468779680235e-05,0.00037515027764245534,0.00011468916137047369,pts
0.0004309003915062837,0.00022396688655546004,0.0008773165629032409,0.0005821453226956264,0.00020509848489047577,pts
1.9472418049226725e-05,0.0011780128126301914,0.0008214897428313606,0.00012814295913754492,0.00015642842482288533,pts
8.002458648104227e-05,1.8246174701253004e-05,1.9418826029071745e-05,1.2868857101056008e-06,0.0003569383823920358,pts
0.0005357951409964423,5.750244975855079e-05,1.981226666547542e-05,0.001174103607429533,0.002463356989575005,pts
2.047409584982063e-06,7.726066575597379e-05,3.9590430419234046e-05,3.916325208064286e-05,0.00042164565937352627,pts
0.00028800714871168864,0.0005713250146358595,0.0006752679631882863,1.2071175375494292e-05,0.0024234947680211727,pts
0.0008253665611688277,0.0005504143402444983,3.1815126078194034e-05,0.0008318977495423985,0.00360391903944679,pts
1.055571840802294e-05,2.1217426586561672e-05,0.0009043386600183778,0.00024383053832066626,0.0004723745438922622,pts
0.00015935297584046548,0.0005761390128110611,1.2364144777565755e-05,7.701663264625402e-05,0.0006007220629451471,pts
1.3411156136289293e-05,6.895105467397133e-05,0.0001529847574531784,8.534005831539737e-05,6.278372470736038e-05,pts
8.731303175779637e-05,3.262898645439716e-05,7.29362706652914e-06,0.0009783154353826262,5.001559552852974e-06,pts
8.09860056106837e-05,0.00030136336481345616,0.00045176253133016875,0.00016359984925928828,0.0007645786943721866,pts
4.233572129352936e-05,2.1715128666111028e-05,1.1124295044129262e-05,1.931792502107843e-05,0.00026309382427447403,pts
0.00045417922016643963,2.787675681181767e-06,2.5481823363704414e-05,0.000204511755003689,0.0026039385954790273,pts
0.00022152069490621873,0.0003200872949142841,0.0002551486815024484,0.0003615429471662823,4.662343207340047e-05,pts
1.039019771997829e-06,0.0012951860322981679,0.000651141350024198,0.00015853020037537302,0.0004485207994773255,pts
7.348053747024963e-06,0.0009196422244912572,0.00032281618203866547,0.000241157511425949,8.671352255484877e-05,pts
9.244538539054936e-05,0.00015785236182708218,0.000513082429100753,9.063947370424597e-05,7.43683402386619e-05,pts
2.733133283028266e-06,0.0003117175072827605,0.00024671846693968824,1.4058795838267635e-05,1.5868414271924536e-05,pts
0.00042150908194715786,1.813646443182826e-05,8.405858740290206e-06,0.0001933147262651591,0.0027814427408212605,pts
2.153930007986471e-05,0.00015094810061799802,0.001409583368202072,0.0012298540396598057,0.00036183017006896634,pts
1.0583873695013679e-05,0.0006845332847021934,0.00033488882060117575,0.0003112738132540205,0.0006937732102679783,pts
3.0656561393116455e-05,0.0004163191753858708,7.864345651820148e-05,8.366827568362378e-05,8.732243455078503e-05,pts
1.9249889201766734e-05,0.0017325696131379464,0.00027720973830380746,3.079859077936842e-05,4.436829574261392e-05,pts
0.000128113163210819,0.00017911885744026357,0.0004129836944702925,7.702477069493341e-07,0.00026257038623556106,pts
0.00012350411856076882,2.7390610590760645e-07,0.00021943715775207817,0.0004931217082153605,1.1265401328452995e-06,pts
0.00038638099213439414,0.000353777568903646,0.00010983305959078038,0.00014141414731416724,0.0013891985439276056,pts
2.9354493517042e-06,0.0004155611995784181,3.581473929159529e-05,0.00024844095854736903,0.00010615485646248146,pts
1.2030048598177245e-05,0.0001117437546015454,2.7628980621141608e-05,0.0004977001803270209,0.0005140051018247549,pts
0.0002672630639629636,4.452868716209313e-05,1.601793186678524e-05,0.00039509278703364625,0.0012232939374140495,pts
0.0002837384930253206,0.00022956518072048127,1.3694401598263184e-05,0.0006382704735379274,0.000900081189307067,pts
8.284259082946832e-06,3.3259257226081473e-07,0.00022007366947951468,0.00021313212476492538,0.0001883255587866728,pts
2.544028487683203e-05,0.0003225670842799122,0.00014937599068687302,4.7271779839208605e-05,0.00023368999400563695,pts
3.853500227335438e-05,1.647199881160688e-06,0.002084930308946409,0.0003560077950248708,0.0015795230063503363,pts
8.388626722655168e-05,1.9404795843946943e-05,2.4375873242110657e-06,2.5692526618215084e-05,0.0014067341705462644,pts
0.0005833128583150327,0.0006540901489936468,0.0004881443566785437,6.211841135883578e-05,0.0018872518095021107,pts
7.908191967520573e-05,2.2458991559726194e-05,0.0011044808634950165,5.399678162953947e-05,2.6746145290745815e-05,pts
1.0054737797471347e-05,2.877128242528837e-05,0.00013742229240276682,0.00021049157996588796,8.462815228116316e-05,pts
0.00015931345182307322,0.0017416930957840915,0.00036546634728651384,1.1492864277484749e-05,0.00011312490681691934,pts
8.22803403744965e-05,3.5235513800913054e-05,0.00036557471203746417,2.808415349486726e-05,0.00015937623110195975,pts
4.516655407582615e-05,0.00029383855988562857,1.2793235054653351e-06,0.00040081377978729016,0.00011572522113612038,pts
5.009336514927298e-06,2.5680495648883195e-06,5.349993629866212e-05,9.77508237132163e-07,0.0001893983045424541,pts
0.00014812423016419274,0.00010592457758118456,0.000667541371043967,3.6111785731707258e-06,0.0002753708203809824,pts
3.8704006056766715e-06,0.00022650183244976585,0.0016968658377056745,5.839574612753751e-08,0.0004886004156957613,pts
8.680441419617324e-05,3.462094544459671e-05,0.00017422601827099538,3.876297532889872e-05,0.0001859745001786539,pts
1.2216717505397767e-06,5.281193778994275e-05,6.74564461679017e-05,0.00012694336863572353,9.612582940521364e-06,pts
0.0001743685378485793,0.00019568435349681668,1.74084474280356e-06,0.00023340690581830081,0.002451043858924584,pts
0.00011901846669093441,0.00017973346326483064,1.98512070269663e-05,3.0179548018427482e-06,0.0012053083384714336,pts
0.0002493162848425934,0.00011053105018488107,0.00021606870406298828,0.0003471984950006446,0.0006740672745412235,pts
0.000153738538200332,0.0005039618271240887,2.1829801622241796e-05,0.00011019775073295435,0.0013215880830008686,pts
0.00044101711920851994,0.0002901502307958159,0.0016414119104258829,9.507711107237249e-05,0.0002912692571331865,pts
0.00011899990170249897,0.0002667432056119301,0.00016911234491512328,0.0007441538895566202,4.6219043807194105e-05,pts
0.00017364865270375063,0.001427280966844524,0.0003282081614992549,1.9391883542496657e-05,2.5936650102198477e-05,pts
8.140344857765491e-05,0.0006182864703352386,2.8794694590494885e-05,6.962049809255966e-05,0.00020385155735913596,pts
2.1063199576398794e-05,0.0005940475321422056,0.00014616894416263904,8.167563851091408e-05,0.0018878459412968729,pts
4.262467821380955e-05,0.0017271634929856283,1.5709877165703823e-05,0.0001888002245226117,0.0005651061357504483,pts
2.3551923011844167e-07,0.00013740463880451692,8.315825428151236e-06,0.00042733826385699114,0.0003146896864436588,pts
0.0005422776714203437,0.0003944663491878275,0.0008947454779965058,0.00025575222897522565,0.0009004768751513792,pts
3.6447059529320924e-06,0.0012015543548337115,0.00011430399041811867,8.05100157156291e-05,0.00045273732283113155,pts
8.553948583545079e-05,0.0016324779169849535,0.0003070420836448484,4.965118558053483e-05,3.3296490389855826e-05,pts
2.543577480162984e-05,0.00010473426688784038,1.0983414242549117e-06,3.0019605135045424e-08,0.00018126048112965254,pts
1.5359594450425895e-05,0.00263476788940864,1.3172123644045186e-06,4.743708955423642e-06,0.0015156894022084755,pts
4.969559331835516e-05,2.946822620431e-05,1.0347602302784864e-06,0.0005205879660887813,1.2828033357781266e-06,pts
4.867864430246893e-05,0.0006554971850056823,0.0008360922577165253,3.621597856573455e-05,0.0003971044390109757,pts
0.00010281968921910245,0.0006182320264209729,1.3647823101758938e-05,0.0012690674336076624,0.0002724658438445493,pts
0.0004424218797188795,9.76335029816422e-05,0.0003311412651330059,0.0002957703677329837,0.0011278475018514644,pts
