team_id,season,abbreviation,franchise,city,arena,lat,lon,elevation_ft,timezone,eff_first_season,eff_last_season,eff_last_season_is_open,venue_id,utc_offset_hours_jul,utc_offset_hours_jan,observes_dst,elevation_m
1611661325,2021,IND,Indiana Fever,"Indianapolis, IN",Gainbridge Fieldhouse,39.764,-86.1555,715,America/Indiana/Indianapolis,2021,9999,True,gainbridge_fieldhouse,-4.0,-5.0,True,217.9
1611661325,2022,IND,Indiana Fever,"Indianapolis, IN",Gainbridge Fieldhouse,39.764,-86.1555,715,America/Indiana/Indianapolis,2021,9999,True,gainbridge_fieldhouse,-4.0,-5.0,True,217.9
1611661325,2023,IND,Indiana Fever,"Indianapolis, IN",Gainbridge Fieldhouse,39.764,-86.1555,715,America/Indiana/Indianapolis,2021,9999,True,gainbridge_fieldhouse,-4.0,-5.0,True,217.9
1611661325,2024,IND,Indiana Fever,"Indianapolis, IN",Gainbridge Fieldhouse,39.764,-86.1555,715,America/Indiana/Indianapolis,2021,9999,True,gainbridge_fieldhouse,-4.0,-5.0,True,217.9
1611661325,2025,IND,Indiana Fever,"Indianapolis, IN",Gainbridge Fieldhouse,39.764,-86.1555,715,America/Indiana/Indianapolis,2021,9999,True,gainbridge_fieldhouse,-4.0,-5.0,True,217.9
1611661325,2026,IND,Indiana Fever,"Indianapolis, IN",Gainbridge Fieldhouse,39.764,-86.1555,715,America/Indiana/Indianapolis,2021,9999,True,gainbridge_fieldhouse,-4.0,-5.0,True,217.9
1611661327,2026,PDX,Portland Fire,"Portland, OR",Moda Center,45.5316,-122.6668,50,America/Los_Angeles,2026,9999,True,moda_center,-7.0,-8.0,True,15.2
1611661328,2021,SEA,Seattle Storm,"Seattle, WA",Climate Pledge Arena,47.6221,-122.354,175,America/Los_Angeles,2021,9999,True,climate_pledge_arena,-7.0,-8.0,True,53.3
1611661328,2022,SEA,Seattle Storm,"Seattle, WA",Climate Pledge Arena,47.6221,-122.354,175,America/Los_Angeles,2021,9999,True,climate_pledge_arena,-7.0,-8.0,True,53.3
1611661328,2023,SEA,Seattle Storm,"Seattle, WA",Climate Pledge Arena,47.6221,-122.354,175,America/Los_Angeles,2021,9999,True,climate_pledge_arena,-7.0,-8.0,True,53.3
1611661328,2024,SEA,Seattle Storm,"Seattle, WA",Climate Pledge Arena,47.6221,-122.354,175,America/Los_Angeles,2021,9999,True,climate_pledge_arena,-7.0,-8.0,True,53.3
1611661328,2025,SEA,Seattle Storm,"Seattle, WA",Climate Pledge Arena,47.6221,-122.354,175,America/Los_Angeles,2021,9999,True,climate_pledge_arena,-7.0,-8.0,True,53.3
1611661328,2026,SEA,Seattle Storm,"Seattle, WA",Climate Pledge Arena,47.6221,-122.354,175,America/Los_Angeles,2021,9999,True,climate_pledge_arena,-7.0,-8.0,True,53.3
1611661329,2021,CHI,Chicago Sky,"Chicago, IL",Wintrust Arena,41.8534,-87.6193,595,America/Chicago,2021,9999,True,wintrust_arena,-5.0,-6.0,True,181.4
1611661329,2022,CHI,Chicago Sky,"Chicago, IL",Wintrust Arena,41.8534,-87.6193,595,America/Chicago,2021,9999,True,wintrust_arena,-5.0,-6.0,True,181.4
1611661329,2023,CHI,Chicago Sky,"Chicago, IL",Wintrust Arena,41.8534,-87.6193,595,America/Chicago,2021,9999,True,wintrust_arena,-5.0,-6.0,True,181.4
1611661329,2024,CHI,Chicago Sky,"Chicago, IL",Wintrust Arena,41.8534,-87.6193,595,America/Chicago,2021,9999,True,wintrust_arena,-5.0,-6.0,True,181.4
1611661329,2025,CHI,Chicago Sky,"Chicago, IL",Wintrust Arena,41.8534,-87.6193,595,America/Chicago,2021,9999,True,wintrust_arena,-5.0,-6.0,True,181.4
1611661329,2026,CHI,Chicago Sky,"Chicago, IL",Wintrust Arena,41.8534,-87.6193,595,America/Chicago,2021,9999,True,wintrust_arena,-5.0,-6.0,True,181.4
1611661330,2021,ATL,Atlanta Dream,"College Park (Atlanta), GA",Gateway Center Arena,33.6545,-84.4477,1010,America/New_York,2021,9999,True,gateway_center_arena,-4.0,-5.0,True,307.8
1611661330,2022,ATL,Atlanta Dream,"College Park (Atlanta), GA",Gateway Center Arena,33.6545,-84.4477,1010,America/New_York,2021,9999,True,gateway_center_arena,-4.0,-5.0,True,307.8
1611661330,2023,ATL,Atlanta Dream,"College Park (Atlanta), GA",Gateway Center Arena,33.6545,-84.4477,1010,America/New_York,2021,9999,True,gateway_center_arena,-4.0,-5.0,True,307.8
1611661330,2024,ATL,Atlanta Dream,"College Park (Atlanta), GA",Gateway Center Arena,33.6545,-84.4477,1010,America/New_York,2021,9999,True,gateway_center_arena,-4.0,-5.0,True,307.8
1611661330,2025,ATL,Atlanta Dream,"College Park (Atlanta), GA",Gateway Center Arena,33.6545,-84.4477,1010,America/New_York,2021,9999,True,gateway_center_arena,-4.0,-5.0,True,307.8
1611661330,2026,ATL,Atlanta Dream,"College Park (Atlanta), GA",Gateway Center Arena,33.6545,-84.4477,1010,America/New_York,2021,9999,True,gateway_center_arena,-4.0,-5.0,True,307.8
1611661331,2025,GSV,Golden State Valkyries,"San Francisco, CA",Chase Center,37.768,-122.3877,20,America/Los_Angeles,2025,9999,True,chase_center,-7.0,-8.0,True,6.1
1611661331,2026,GSV,Golden State Valkyries,"San Francisco, CA",Chase Center,37.768,-122.3877,20,America/Los_Angeles,2025,9999,True,chase_center,-7.0,-8.0,True,6.1
1611661332,2026,TOR,Toronto Tempo,"Toronto, ON",Coca-Cola Coliseum,43.6353,-79.4185,250,America/Toronto,2026,9999,True,coca_cola_coliseum,-4.0,-5.0,True,76.2
