game_id,season,game_date,player_name,minutes,pts,pn,gid,line,over_price,under_price,lead_h
1022400006,2024,2024-05-15,Layshia Clarendon,30.266666666666666,11,layshiaclarendon,1022400006,9.5,-135.0,105.0,1.156111111111111
1022400006,2024,2024-05-15,Dearica Hamby,37.7,20,dearicahamby,1022400006,13.5,-125.0,-105.0,1.156111111111111
1022400006,2024,2024-05-15,Lexie Brown,34.11666666666667,8,lexiebrown,1022400006,12.5,105.0,-139.0,1.156111111111111
1022400006,2024,2024-05-15,Cameron Brink,19.766666666666666,11,cameronbrink,1022400006,11.5,-121.0,-110.0,1.156111111111111
1022400006,2024,2024-05-15,Rickea Jackson,18.266666666666666,7,rickeajackson,1022400006,8.5,105.0,-135.0,1.156111111111111
1022400006,2024,2024-05-15,Tina Charles,32.35,21,tinacharles,1022400006,13.5,-110.0,-121.0,1.156111111111111
1022400006,2024,2024-05-15,Allisha Gray,28.583333333333332,12,allishagray,1022400006,15.5,-127.0,-106.0,1.156111111111111
1022400006,2024,2024-05-15,Rhyne Howard,30.983333333333334,25,rhynehoward,1022400006,17.5,-120.0,-112.0,1.156111111111111
1022400007,2024,2024-05-16,Courtney Vandersloot,27.366666666666667,9,courtneyvandersloot,1022400007,10.5,110.0,-145.0,1.1558333333333333
1022400007,2024,2024-05-16,Betnijah Laney-Hamilton,29.716666666666665,12,betnijahlaneyhamilton,1022400007,13.5,-106.0,-125.0,1.1558333333333333
1022400007,2024,2024-05-16,Breanna Stewart,29.333333333333332,31,breannastewart,1022400007,21.5,-105.0,-125.0,1.1558333333333333
1022400007,2024,2024-05-16,Jonquel Jones,28.733333333333334,14,jonqueljones,1022400007,15.5,-115.0,-115.0,1.1558333333333333
1022400007,2024,2024-05-16,Sabrina Ionescu,29.783333333333335,14,sabrinaionescu,1022400007,16.5,-132.0,100.0,1.1558333333333333
1022400007,2024,2024-05-16,NaLyssa Smith,25.4,5,nalyssasmith,1022400007,14.5,-105.0,-125.0,1.1558333333333333
1022400007,2024,2024-05-16,Aliyah Boston,29.516666666666666,12,aliyahboston,1022400007,13.5,110.0,-148.0,1.1558333333333333
1022400007,2024,2024-05-16,Caitlin Clark,30.133333333333333,9,caitlinclark,1022400007,20.5,-130.0,100.0,1.1558333333333333
1022400008,2024,2024-05-17,Stefanie Dolson,25.866666666666667,9,stefaniedolson,1022400008,9.5,110.0,-145.0,1.1558333333333333
1022400008,2024,2024-05-17,Brittney Sykes,5.95,2,brittneysykes,1022400008,14.5,-120.0,-105.0,1.1558333333333333
1022400008,2024,2024-05-17,Ariel Atkins,33.333333333333336,8,arielatkins,1022400008,15.5,105.0,-135.0,1.1558333333333333
1022400008,2024,2024-05-17,Shakira Austin,18.95,10,shakiraaustin,1022400008,11.5,105.0,-139.0,1.1558333333333333
1022400008,2024,2024-05-17,DeWanna Bonner,34.833333333333336,22,dewannabonner,1022400008,16.5,-125.0,-105.0,1.1558333333333333
1022400008,2024,2024-05-17,Alyssa Thomas,36.56666666666667,13,alyssathomas,1022400008,14.5,-139.0,105.0,1.1558333333333333
1022400008,2024,2024-05-17,Brionna Jones,20.55,7,brionnajones,1022400008,10.5,105.0,-140.0,1.1558333333333333
1022400008,2024,2024-05-17,DiJonai Carrington,36.9,21,dijonaicarrington,1022400008,12.5,-115.0,-115.0,1.1558333333333333
1022400009,2024,2024-05-17,Kayla McBride,43.5,19,kaylamcbride,1022400009,13.5,-110.0,-120.0,1.1558333333333333
1022400009,2024,2024-05-17,Courtney Williams,31.283333333333335,10,courtneywilliams,1022400009,10.5,-125.0,-105.0,1.1558333333333333
1022400009,2024,2024-05-17,Napheesa Collier,44.13333333333333,29,napheesacollier,1022400009,20.5,-115.0,-115.0,1.1558333333333333
1022400009,2024,2024-05-17,Alanna Smith,42.71666666666667,16,alannasmith,1022400009,13.5,-130.0,100.0,1.1558333333333333
1022400009,2024,2024-05-17,Diamond Miller,14.766666666666667,9,diamondmiller,1022400009,8.5,-115.0,-115.0,1.1558333333333333
1022400009,2024,2024-05-17,Nneka Ogwumike,42.733333333333334,24,nnekaogwumike,1022400009,17.5,-110.0,-120.0,1.1558333333333333
1022400009,2024,2024-05-17,Skylar Diggins-Smith,40.96666666666667,22,skylardigginssmith,1022400009,16.5,100.0,-130.0,1.1558333333333333
1022400009,2024,2024-05-17,Jewell Loyd,36.8,20,jewellloyd,1022400009,21.5,110.0,-145.0,1.1558333333333333
1022400009,2024,2024-05-17,Ezi Magbegor,42.36666666666667,9,ezimagbegor,1022400009,13.5,110.0,-145.0,1.1558333333333333
1022400010,2024,2024-05-18,Courtney Vandersloot,23.416666666666668,10,courtneyvandersloot,1022400010,10.5,100.0,-132.0,1.156111111111111
1022400010,2024,2024-05-18,Betnijah Laney-Hamilton,30.65,13,betnijahlaneyhamilton,1022400010,14.5,-110.0,-121.0,1.156111111111111
1022400010,2024,2024-05-18,Breanna Stewart,29.85,24,breannastewart,1022400010,21.5,-103.0,-130.0,1.156111111111111
1022400010,2024,2024-05-18,Jonquel Jones,24.816666666666666,14,jonqueljones,1022400010,15.5,-106.0,-125.0,1.156111111111111
1022400010,2024,2024-05-18,Sabrina Ionescu,29.0,12,sabrinaionescu,1022400010,16.5,-130.0,-103.0,1.156111111111111
1022400010,2024,2024-05-18,Katie Lou Samuelson,32.18333333333333,7,katielousamuelson,1022400010,7.5,-108.0,-120.0,1.156111111111111
1022400010,2024,2024-05-18,NaLyssa Smith,21.666666666666668,11,nalyssasmith,1022400010,14.5,100.0,-134.0,1.156111111111111
1022400010,2024,2024-05-18,Aliyah Boston,32.88333333333333,12,aliyahboston,1022400010,12.5,104.0,-139.0,1.156111111111111
1022400010,2024,2024-05-18,Caitlin Clark,34.46666666666667,22,caitlinclark,1022400010,18.5,-120.0,-112.0,1.156111111111111
1022400011,2024,2024-05-18,Kelsey Plum,37.55,17,kelseyplum,1022400011,19.5,100.0,-130.0,1.156111111111111
1022400011,2024,2024-05-18,A'ja Wilson,31.866666666666667,22,ajawilson,1022400011,23.5,-105.0,-125.0,1.156111111111111
1022400011,2024,2024-05-18,Jackie Young,38.583333333333336,22,jackieyoung,1022400011,17.5,-120.0,-105.0,1.156111111111111
1022400011,2024,2024-05-18,Layshia Clarendon,22.516666666666666,2,layshiaclarendon,1022400011,11.5,-110.0,-120.0,1.156111111111111
1022400011,2024,2024-05-18,Dearica Hamby,33.18333333333333,29,dearicahamby,1022400011,14.5,-115.0,-115.0,1.156111111111111
1022400011,2024,2024-05-18,Lexie Brown,31.266666666666666,16,lexiebrown,1022400011,11.5,-105.0,-125.0,1.156111111111111
1022400011,2024,2024-05-18,Cameron Brink,25.066666666666666,3,cameronbrink,1022400011,11.5,125.0,-165.0,1.156111111111111
1022400011,2024,2024-05-18,Rickea Jackson,21.533333333333335,13,rickeajackson,1022400011,7.5,-115.0,-115.0,1.156111111111111
1022400012,2024,2024-05-18,Teaira McCowan,20.966666666666665,4,teairamccowan,1022400012,13.5,-125.0,100.0,1.156111111111111
1022400012,2024,2024-05-18,Arike Ogunbowale,39.833333333333336,35,arikeogunbowale,1022400012,22.5,-120.0,-105.0,1.156111111111111
1022400012,2024,2024-05-18,Elizabeth Williams,31.516666666666666,12,elizabethwilliams,1022400012,10.5,100.0,-130.0,1.156111111111111
1022400012,2024,2024-05-18,Diamond DeShields,23.5,16,diamonddeshields,1022400012,11.5,105.0,-139.0,1.156111111111111
1022400012,2024,2024-05-18,Marina Mabrey,35.166666666666664,14,marinamabrey,1022400012,17.5,-105.0,-125.0,1.156111111111111
1022400012,2024,2024-05-18,Dana Evans,30.9,12,danaevans,1022400012,11.5,-125.0,100.0,1.156111111111111
1022400012,2024,2024-05-18,Angel Reese,25.216666666666665,11,angelreese,1022400012,11.5,-115.0,-115.0,1.156111111111111
1022400013,2024,2024-05-18,Diana Taurasi,29.883333333333333,15,dianataurasi,1022400013,16.5,-115.0,-115.0,1.156111111111111
1022400013,2024,2024-05-18,Natasha Cloud,31.116666666666667,7,natashacloud,1022400013,12.5,-115.0,-115.0,1.156111111111111
1022400013,2024,2024-05-18,Kahleah Copper,32.583333333333336,38,kahleahcopper,1022400013,18.5,-115.0,-115.0,1.156111111111111
1022400013,2024,2024-05-18,Sophie Cunningham,25.183333333333334,10,sophiecunningham,1022400013,11.5,110.0,-145.0,1.156111111111111
1022400013,2024,2024-05-18,Tina Charles,26.916666666666668,6,tinacharles,1022400013,13.5,-130.0,100.0,1.156111111111111
1022400013,2024,2024-05-18,Allisha Gray,33.1,22,allishagray,1022400013,14.5,-130.0,100.0,1.156111111111111
1022400013,2024,2024-05-18,Rhyne Howard,39.28333333333333,21,rhynehoward,1022400013,17.5,-120.0,-112.0,1.156111111111111
1022400014,2024,2024-05-19,Stefanie Dolson,30.2,5,stefaniedolson,1022400014,10.5,105.0,-139.0,1.156388888888889
1022400014,2024,2024-05-19,Karlie Samuelson,29.766666666666666,13,karliesamuelson,1022400014,10.5,105.0,-139.0,1.156388888888889
1022400014,2024,2024-05-19,Ariel Atkins,30.883333333333333,19,arielatkins,1022400014,16.5,-115.0,-115.0,1.156388888888889
1022400014,2024,2024-05-19,Skylar Diggins-Smith,32.68333333333333,18,skylardigginssmith,1022400014,16.5,-115.0,-115.0,1.156388888888889
1022400014,2024,2024-05-19,Jewell Loyd,37.016666666666666,24,jewellloyd,1022400014,22.5,-115.0,-115.0,1.156388888888889
1022400014,2024,2024-05-19,Ezi Magbegor,36.95,15,ezimagbegor,1022400014,12.5,-115.0,-115.0,1.156388888888889
1022400015,2024,2024-05-20,DeWanna Bonner,34.96666666666667,22,dewannabonner,1022400015,19.5,100.0,-132.0,1.156111111111111
1022400015,2024,2024-05-20,Alyssa Thomas,40.0,24,alyssathomas,1022400015,14.5,-115.0,-115.0,1.156111111111111
1022400015,2024,2024-05-20,Brionna Jones,22.883333333333333,8,brionnajones,1022400015,9.5,-106.0,-122.0,1.156111111111111
1022400015,2024,2024-05-20,DiJonai Carrington,35.916666666666664,14,dijonaicarrington,1022400015,15.5,-132.0,100.0,1.156111111111111
1022400015,2024,2024-05-20,Tyasha Harris,29.65,16,tyashaharris,1022400015,9.5,-115.0,-115.0,1.156111111111111
1022400015,2024,2024-05-20,NaLyssa Smith,27.216666666666665,13,nalyssasmith,1022400015,13.5,100.0,-132.0,1.156111111111111
1022400015,2024,2024-05-20,Aliyah Boston,30.216666666666665,10,aliyahboston,1022400015,12.5,100.0,-132.0,1.156111111111111
1022400015,2024,2024-05-20,Caitlin Clark,27.4,17,caitlinclark,1022400015,20.5,-115.0,-115.0,1.156111111111111
1022400016,2024,2024-05-20,Courtney Vandersloot,23.433333333333334,0,courtneyvandersloot,1022400016,10.5,105.0,-135.0,1.156111111111111
1022400016,2024,2024-05-20,Betnijah Laney-Hamilton,33.35,13,betnijahlaneyhamilton,1022400016,13.5,-120.0,-110.0,1.156111111111111
1022400016,2024,2024-05-20,Breanna Stewart,32.95,16,breannastewart,1022400016,22.5,100.0,-130.0,1.156111111111111
1022400016,2024,2024-05-20,Jonquel Jones,27.966666666666665,16,jonqueljones,1022400016,14.5,100.0,-132.0,1.156111111111111
1022400016,2024,2024-05-20,Sabrina Ionescu,34.05,20,sabrinaionescu,1022400016,16.5,-115.0,-115.0,1.156111111111111
1022400016,2024,2024-05-20,Skylar Diggins-Smith,28.0,8,skylardigginssmith,1022400016,16.5,-128.0,-102.0,1.156111111111111
1022400016,2024,2024-05-20,Jewell Loyd,33.88333333333333,13,jewellloyd,1022400016,21.5,-128.0,-102.0,1.156111111111111
1022400016,2024,2024-05-20,Ezi Magbegor,31.9,12,ezimagbegor,1022400016,13.5,-104.0,-125.0,1.156111111111111
1022400017,2024,2024-05-21,Teaira McCowan,33.483333333333334,21,teairamccowan,1022400017,12.5,-145.0,110.0,1.156111111111111
1022400017,2024,2024-05-21,Arike Ogunbowale,37.15,24,arikeogunbowale,1022400017,24.5,-132.0,100.0,1.156111111111111
1022400017,2024,2024-05-21,Tina Charles,31.5,12,tinacharles,1022400017,13.5,-125.0,-105.0,1.156111111111111
1022400017,2024,2024-05-21,Allisha Gray,35.2,21,allishagray,1022400017,16.5,-115.0,-115.0,1.156111111111111
1022400017,2024,2024-05-21,Rhyne Howard,32.63333333333333,15,rhynehoward,1022400017,19.5,105.0,-135.0,1.156111111111111
1022400018,2024,2024-05-21,Diana Taurasi,29.65,9,dianataurasi,1022400018,16.5,100.0,-125.0,1.156111111111111
1022400018,2024,2024-05-21,Natasha Cloud,29.733333333333334,11,natashacloud,1022400018,12.5,100.0,-130.0,1.156111111111111
1022400018,2024,2024-05-21,Kahleah Copper,30.15,37,kahleahcopper,1022400018,21.5,-110.0,-120.0,1.156111111111111
1022400018,2024,2024-05-21,Kelsey Plum,37.666666666666664,27,kelseyplum,1022400018,19.5,-110.0,-115.0,1.156111111111111
1022400018,2024,2024-05-21,A'ja Wilson,32.36666666666667,21,ajawilson,1022400018,24.5,-115.0,-115.0,1.156111111111111
1022400018,2024,2024-05-21,Jackie Young,40.0,23,jackieyoung,1022400018,20.5,-115.0,-115.0,1.156111111111111
1022400019,2024,2024-05-21,Dearica Hamby,36.75,17,dearicahamby,1022400019,18.5,-106.0,-125.0,1.156111111111111
1022400019,2024,2024-05-21,Lexie Brown,40.0,20,lexiebrown,1022400019,12.5,110.0,-148.0,1.156111111111111
1022400019,2024,2024-05-21,Kia Nurse,31.233333333333334,13,kianurse,1022400019,11.5,-128.0,-102.0,1.156111111111111
1022400019,2024,2024-05-21,Cameron Brink,29.866666666666667,4,cameronbrink,1022400019,9.5,-125.0,-106.0,1.156111111111111
1022400019,2024,2024-05-21,Rickea Jackson,31.3,9,rickeajackson,1022400019,9.5,-128.0,-102.0,1.156111111111111
1022400019,2024,2024-05-21,Karlie Samuelson,30.7,9,karliesamuelson,1022400019,11.5,-115.0,-115.0,1.156111111111111
1022400019,2024,2024-05-21,Ariel Atkins,34.11666666666667,9,arielatkins,1022400019,17.5,-102.0,-128.0,1.156111111111111
1022400019,2024,2024-05-21,Shakira Austin,21.316666666666666,12,shakiraaustin,1022400019,10.5,-115.0,-115.0,1.156111111111111
1022400019,2024,2024-05-21,Julie Vanloo,30.1,12,julievanloo,1022400019,8.5,-102.0,-128.0,1.156111111111111
1022400020,2024,2024-05-22,Kelsey Mitchell,31.716666666666665,17,kelseymitchell,1022400020,16.5,-105.0,-125.0,1.156111111111111
1022400020,2024,2024-05-22,NaLyssa Smith,26.05,16,nalyssasmith,1022400020,13.5,-105.0,-125.0,1.156111111111111
1022400020,2024,2024-05-22,Aliyah Boston,14.75,4,aliyahboston,1022400020,13.5,100.0,-135.0,1.156111111111111
1022400020,2024,2024-05-22,Caitlin Clark,32.93333333333333,21,caitlinclark,1022400020,19.5,-105.0,-125.0,1.156111111111111
1022400020,2024,2024-05-22,Skylar Diggins-Smith,25.683333333333334,2,skylardigginssmith,1022400020,15.5,-141.0,105.0,1.156111111111111
1022400020,2024,2024-05-22,Jewell Loyd,38.483333333333334,32,jewellloyd,1022400020,22.5,-115.0,-115.0,1.156111111111111
1022400020,2024,2024-05-22,Ezi Magbegor,28.55,14,ezimagbegor,1022400020,13.5,-115.0,-115.0,1.156111111111111
1022400021,2024,2024-05-23,DeWanna Bonner,36.416666666666664,20,dewannabonner,1022400021,18.5,-115.0,-113.0,1.156111111111111
1022400021,2024,2024-05-23,Alyssa Thomas,43.56666666666667,18,alyssathomas,1022400021,15.5,-106.0,-122.0,1.156111111111111
1022400021,2024,2024-05-23,DiJonai Carrington,23.816666666666666,8,dijonaicarrington,1022400021,15.5,-110.0,-121.0,1.156111111111111
1022400021,2024,2024-05-23,Tyasha Harris,37.88333333333333,7,tyashaharris,1022400021,11.5,105.0,-135.0,1.156111111111111
1022400021,2024,2024-05-23,Kayla McBride,39.8,13,kaylamcbride,1022400021,13.5,-115.0,-113.0,1.156111111111111
1022400021,2024,2024-05-23,Courtney Williams,39.53333333333333,19,courtneywilliams,1022400021,10.5,-125.0,-106.0,1.156111111111111
1022400021,2024,2024-05-23,Napheesa Collier,43.8,31,napheesacollier,1022400021,20.5,-130.0,100.0,1.156111111111111
1022400021,2024,2024-05-23,Alanna Smith,23.416666666666668,10,alannasmith,1022400021,14.5,115.0,-155.0,1.156111111111111
1022400022,2024,2024-05-23,Betnijah Laney-Hamilton,32.75,9,betnijahlaneyhamilton,1022400022,13.5,-115.0,-115.0,1.156111111111111
1022400022,2024,2024-05-23,Breanna Stewart,35.25,18,breannastewart,1022400022,21.5,-115.0,-115.0,1.156111111111111
1022400022,2024,2024-05-23,Jonquel Jones,20.666666666666668,8,jonqueljones,1022400022,14.5,-115.0,-115.0,1.156111111111111
1022400022,2024,2024-05-23,Sabrina Ionescu,35.166666666666664,19,sabrinaionescu,1022400022,16.5,-115.0,-115.0,1.156111111111111
1022400022,2024,2024-05-23,Elizabeth Williams,27.533333333333335,9,elizabethwilliams,1022400022,10.5,120.0,-159.0,1.156111111111111
1022400022,2024,2024-05-23,Marina Mabrey,36.11666666666667,21,marinamabrey,1022400022,16.5,100.0,-125.0,1.156111111111111
1022400022,2024,2024-05-23,Dana Evans,29.0,12,danaevans,1022400022,11.5,-102.0,-128.0,1.156111111111111
1022400022,2024,2024-05-23,Angel Reese,31.316666666666666,13,angelreese,1022400022,11.5,-105.0,-120.0,1.156111111111111
1022400023,2024,2024-05-23,Diana Taurasi,29.333333333333332,20,dianataurasi,1022400023,15.5,-105.0,-125.0,1.156111111111111
1022400023,2024,2024-05-23,Natasha Cloud,36.016666666666666,14,natashacloud,1022400023,11.5,-115.0,-115.0,1.156111111111111
1022400023,2024,2024-05-23,Kahleah Copper,28.216666666666665,20,kahleahcopper,1022400023,23.5,-120.0,-110.0,1.156111111111111
1022400023,2024,2024-05-23,Karlie Samuelson,24.933333333333334,3,karliesamuelson,1022400023,10.5,-130.0,100.0,1.156111111111111
1022400023,2024,2024-05-23,Ariel Atkins,31.216666666666665,16,arielatkins,1022400023,14.5,-130.0,100.0,1.156111111111111
1022400023,2024,2024-05-23,Shakira Austin,20.066666666666666,11,shakiraaustin,1022400023,11.5,100.0,-130.0,1.156111111111111
1022400024,2024,2024-05-24,Layshia Clarendon,20.666666666666668,2,layshiaclarendon,1022400024,8.5,-125.0,-105.0,1.156111111111111
1022400024,2024,2024-05-24,Dearica Hamby,36.11666666666667,18,dearicahamby,1022400024,17.5,-135.0,105.0,1.156111111111111
1022400024,2024,2024-05-24,Lexie Brown,38.233333333333334,5,lexiebrown,1022400024,13.5,-130.0,100.0,1.156111111111111
1022400024,2024,2024-05-24,Kia Nurse,26.366666666666667,4,kianurse,1022400024,11.5,-135.0,105.0,1.156111111111111
1022400024,2024,2024-05-24,Cameron Brink,26.25,15,cameronbrink,1022400024,8.5,100.0,-130.0,1.156111111111111
1022400024,2024,2024-05-24,Rickea Jackson,20.766666666666666,16,rickeajackson,1022400024,10.5,-130.0,100.0,1.156111111111111
1022400024,2024,2024-05-24,Kelsey Mitchell,33.86666666666667,18,kelseymitchell,1022400024,16.5,-103.0,-130.0,1.156111111111111
1022400024,2024,2024-05-24,NaLyssa Smith,11.633333333333333,5,nalyssasmith,1022400024,12.5,-110.0,-120.0,1.156111111111111
1022400024,2024,2024-05-24,Aliyah Boston,29.6,17,aliyahboston,1022400024,10.5,-145.0,110.0,1.156111111111111
1022400024,2024,2024-05-24,Caitlin Clark,36.86666666666667,11,caitlinclark,1022400024,20.5,-110.0,-120.0,1.156111111111111
1022400025,2024,2024-05-25,Courtney Vandersloot,27.666666666666668,12,courtneyvandersloot,1022400025,9.5,-104.0,-129.0,1.1558333333333333
1022400025,2024,2024-05-25,Betnijah Laney-Hamilton,35.88333333333333,4,betnijahlaneyhamilton,1022400025,12.5,-120.0,-110.0,1.1558333333333333
1022400025,2024,2024-05-25,Breanna Stewart,33.35,20,breannastewart,1022400025,21.5,-120.0,-110.0,1.1558333333333333
1022400025,2024,2024-05-25,Jonquel Jones,27.683333333333334,4,jonqueljones,1022400025,14.5,-107.0,-125.0,1.1558333333333333
1022400025,2024,2024-05-25,Sabrina Ionescu,26.283333333333335,13,sabrinaionescu,1022400025,16.5,-132.0,100.0,1.1558333333333333
1022400025,2024,2024-05-25,Kayla McBride,34.083333333333336,14,kaylamcbride,1022400025,13.5,-134.0,101.0,1.1558333333333333
1022400025,2024,2024-05-25,Napheesa Collier,34.833333333333336,15,napheesacollier,1022400025,21.5,-132.0,100.0,1.1558333333333333
1022400025,2024,2024-05-25,Alanna Smith,21.45,15,alannasmith,1022400025,12.5,-115.0,-115.0,1.1558333333333333
1022400026,2024,2024-05-25,DeWanna Bonner,34.63333333333333,19,dewannabonner,1022400026,20.5,100.0,-130.0,1.1558333333333333
1022400026,2024,2024-05-25,Alyssa Thomas,23.116666666666667,9,alyssathomas,1022400026,15.5,-125.0,-105.0,1.1558333333333333
1022400026,2024,2024-05-25,Brionna Jones,23.1,16,brionnajones,1022400026,10.5,-130.0,100.0,1.1558333333333333
1022400026,2024,2024-05-25,DiJonai Carrington,33.333333333333336,16,dijonaicarrington,1022400026,15.5,125.0,-155.0,1.1558333333333333
1022400026,2024,2024-05-25,Elizabeth Williams,36.71666666666667,10,elizabethwilliams,1022400026,9.5,-115.0,-115.0,1.1558333333333333
1022400026,2024,2024-05-25,Marina Mabrey,36.733333333333334,23,marinamabrey,1022400026,17.5,-132.0,100.0,1.1558333333333333
1022400026,2024,2024-05-25,Dana Evans,27.9,13,danaevans,1022400026,11.5,-125.0,-105.0,1.1558333333333333
1022400026,2024,2024-05-25,Angel Reese,33.11666666666667,13,angelreese,1022400026,11.5,-115.0,-115.0,1.1558333333333333
1022400027,2024,2024-05-25,Kelsey Plum,32.38333333333333,20,kelseyplum,1022400027,19.5,-125.0,-107.0,1.156111111111111
1022400027,2024,2024-05-25,A'ja Wilson,30.733333333333334,29,ajawilson,1022400027,24.5,100.0,-132.0,1.156111111111111
1022400027,2024,2024-05-25,Jackie Young,31.483333333333334,22,jackieyoung,1022400027,20.5,100.0,-132.0,1.156111111111111
1022400027,2024,2024-05-25,Kelsey Mitchell,31.783333333333335,16,kelseymitchell,1022400027,15.5,-132.0,100.0,1.156111111111111
1022400027,2024,2024-05-25,NaLyssa Smith,18.85,8,nalyssasmith,1022400027,11.5,-132.0,102.0,1.156111111111111
1022400027,2024,2024-05-25,Aliyah Boston,26.366666666666667,12,aliyahboston,1022400027,11.5,-125.0,-104.0,1.156111111111111
1022400027,2024,2024-05-25,Caitlin Clark,28.516666666666666,8,caitlinclark,1022400027,19.5,-121.0,-110.0,1.156111111111111
1022400028,2024,2024-05-25,Karlie Samuelson,25.783333333333335,16,karliesamuelson,1022400028,11.5,-121.0,-110.0,1.156111111111111
1022400028,2024,2024-05-25,Ariel Atkins,25.65,2,arielatkins,1022400028,16.5,100.0,-130.0,1.156111111111111
