player_id,season,player_name,age,birthdate,height_str,height_inches,weight_lbs,draft_year,draft_round,draft_number,draft_raw,college,country,position_raw,source,cpi_enriched
203398,2021,Brittney Griner,31.0,1990-10-18T00:00:00,6-9,81.0,205.0,2013,1,1,2013|1|1,Baylor,USA,Center,leaguedashplayerbiostats,True
203399,2021,Elena Delle Donne,32.0,1989-09-05T00:00:00,6-5,77.0,187.0,2013,1,2,2013|1|2,Delaware,USA,Forward-Guard,leaguedashplayerbiostats,True
203400,2021,Skylar Diggins,31.0,1990-08-02T00:00:00,5-9,69.0,145.0,2013,1,3,2013|1|3,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
203403,2021,Tianna Hawkins,31.0,1991-03-02T00:00:00,6-3,75.0,186.0,2013,1,6,2013|1|6,Maryland,USA,Forward,leaguedashplayerbiostats,True
203406,2021,Layshia Clarendon,31.0,1991-05-02T00:00:00,5-9,69.0,153.0,2013,1,9,2013|1|9,California,USA,Guard,leaguedashplayerbiostats,True
203823,2021,Chiney Ogwumike,30.0,1992-03-21T00:00:00,6-3,75.0,183.0,2014,1,1,2014|1|1,Stanford,USA,Forward-Center,leaguedashplayerbiostats,True
203824,2021,Odyssey Sims,29.0,1992-07-13T00:00:00,5-8,68.0,163.0,2014,1,2,2014|1|2,Baylor,USA,Guard,leaguedashplayerbiostats,True
203825,2021,Kayla McBride,30.0,1992-06-25T00:00:00,5-11,71.0,184.0,2014,1,3,2014|1|3,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
203826,2021,Alyssa Thomas,30.0,1992-04-12T00:00:00,6-2,74.0,190.0,2014,1,4,2014|1|4,Maryland,USA,Forward,leaguedashplayerbiostats,True
203827,2021,Natasha Howard,30.0,1991-09-02T00:00:00,6-2,74.0,165.0,2014,1,5,2014|1|5,Florida State,USA,Forward,leaguedashplayerbiostats,True
203828,2021,Stefanie Dolson,30.0,1992-01-08T00:00:00,6-5,77.0,235.0,2014,1,6,2014|1|6,Connecticut,USA,Center,leaguedashplayerbiostats,True
203829,2021,Bria Hartley,29.0,1992-09-30T00:00:00,5-9,69.0,148.0,2014,1,7,2014|1|7,Connecticut,USA,Guard,leaguedashplayerbiostats,True
203831,2021,Natalie Achonwa,29.0,1992-11-22T00:00:00,6-3,75.0,195.0,2014,1,9,2014|1|9,Notre Dame,Canada,Forward,leaguedashplayerbiostats,True
203833,2021,Chelsea Gray,29.0,1992-10-08T00:00:00,5-11,71.0,170.0,2014,1,11,2014|1|11,Duke,USA,Guard,leaguedashplayerbiostats,True
203838,2021,Astou Ndour-Fall,27.0,1994-08-22T00:00:00,6-5,77.0,162.0,2014,2,16,2014|2|16,None,Spain,Center-Forward,leaguedashplayerbiostats,True
203849,2021,Theresa Plaisance,30.0,1992-05-18T00:00:00,6-5,77.0,200.0,2014,3,27,2014|3|27,Louisiana State,USA,Forward,leaguedashplayerbiostats,True
203855,2021,Stephanie Talbot,28.0,1994-06-15T00:00:00,6-2,74.0,192.0,2014,3,33,2014|3|33,None,Australia,Forward,leaguedashplayerbiostats,True
203866,2021,Kayla Thornton,29.0,1992-10-20T00:00:00,6-1,73.0,190.0,,,,Undrafted|Undrafted|Undrafted,Texas-El Paso,USA,Forward,leaguedashplayerbiostats,True
204296,2021,Rebecca Allen,29.0,1992-11-06T00:00:00,6-2,74.0,162.0,,,,Undrafted|Undrafted|Undrafted,None,Australia,Forward-Guard,leaguedashplayerbiostats,True
204319,2021,Jewell Loyd,28.0,1993-10-05T00:00:00,5-10,70.0,148.0,2015,1,1,2015|1|1,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
204320,2021,Amanda Zahui B,28.0,1993-09-08T00:00:00,6-5,77.0,184.0,2015,1,2,2015|1|2,Minnesota,Sweden,Center,leaguedashplayerbiostats,True
204322,2021,Elizabeth Williams,29.0,1993-06-23T00:00:00,6-3,75.0,200.0,2015,1,4,2015|1|4,Duke,United Kingdom,Center-Forward,leaguedashplayerbiostats,True
204323,2021,Cheyenne Parker-Tyus,29.0,1992-08-22T00:00:00,6-4,76.0,193.0,2015,1,5,2015|1|5,Middle Tennessee,USA,Forward,leaguedashplayerbiostats,True
204324,2021,Dearica Hamby,28.0,1993-11-06T00:00:00,6-3,75.0,189.0,2015,1,6,2015|1|6,Wake Forest,USA,Forward,leaguedashplayerbiostats,True
204325,2021,Crystal Bradford,28.0,1993-11-01T00:00:00,6-0,72.0,170.0,2015,1,7,2015|1|7,Central Michigan,USA,Forward,leaguedashplayerbiostats,True
204327,2021,Brittany Boyd-Jones,29.0,1993-06-11T00:00:00,5-9,69.0,156.0,2015,1,9,2015|1|9,California,USA,Guard,leaguedashplayerbiostats,True
204329,2021,Kiah Stokes,29.0,1993-03-30T00:00:00,6-3,75.0,191.0,2015,1,11,2015|1|11,Connecticut,USA,Center,leaguedashplayerbiostats,True
204330,2021,Isabelle Harrison,28.0,1993-09-27T00:00:00,6-3,75.0,183.0,2015,1,12,2015|1|12,Tennessee,USA,Forward,leaguedashplayerbiostats,True
204332,2021,Cierra Burdick,28.0,1993-09-30T00:00:00,6-2,74.0,172.0,2015,2,14,2015|2|14,Tennessee,USA,Forward,leaguedashplayerbiostats,True
204333,2021,Natasha Cloud,30.0,1992-02-22T00:00:00,5-9,69.0,160.0,2015,2,15,2015|2|15,St. Joseph's (PA),USA,Guard,leaguedashplayerbiostats,True
204334,2021,Reshanda Gray,29.0,1993-06-01T00:00:00,6-2,74.0,192.0,2015,2,16,2015|2|16,California,USA,Forward,leaguedashplayerbiostats,True
204335,2021,Betnijah Laney-Hamilton,28.0,1993-10-29T00:00:00,6-0,72.0,166.0,2015,2,17,2015|2|17,Rutgers,USA,Guard-Forward,leaguedashplayerbiostats,True
204355,2021,Blake Dietrick,28.0,1993-07-19T00:00:00,5-10,70.0,169.0,,,,Undrafted|Undrafted|Undrafted,Princeton,USA,Guard,leaguedashplayerbiostats,True
204365,2021,Erica Wheeler,31.0,1991-05-02T00:00:00,5-7,67.0,143.0,,,,Undrafted|Undrafted|Undrafted,Rutgers,USA,Guard,leaguedashplayerbiostats,True
1627668,2021,Breanna Stewart,27.0,1994-08-27T00:00:00,6-4,76.0,170.0,2016,1,1,2016|1|1,Connecticut,USA,Forward,leaguedashplayerbiostats,True
1627669,2021,Moriah Jefferson,28.0,1994-03-08T00:00:00,5-6,66.0,123.0,2016,1,2,2016|1|2,Connecticut,USA,Guard,leaguedashplayerbiostats,True
1627671,2021,Rachel Banham,28.0,1993-07-15T00:00:00,5-10,70.0,172.0,2016,1,4,2016|1|4,Minnesota,USA,Guard,leaguedashplayerbiostats,True
1627672,2021,Aerial Powers,28.0,1994-01-17T00:00:00,5-11,71.0,169.0,2016,1,5,2016|1|5,Michigan State,USA,Guard,leaguedashplayerbiostats,True
1627673,2021,Jonquel Jones,28.0,1994-01-05T00:00:00,6-6,78.0,202.0,2016,1,6,2016|1|6,George Washington,Bahamas,Center,leaguedashplayerbiostats,True
1627674,2021,Kahleah Copper,27.0,1994-08-28T00:00:00,6-1,73.0,165.0,2016,1,7,2016|1|7,Rutgers,USA,Guard-Forward,leaguedashplayerbiostats,True
1627675,2021,Courtney Williams,28.0,1994-05-11T00:00:00,5-8,68.0,133.0,2016,1,8,2016|1|8,South Florida,USA,Guard,leaguedashplayerbiostats,True
1627676,2021,Tiffany Mitchell,27.0,1994-09-23T00:00:00,5-9,69.0,152.0,2016,1,9,2016|1|9,South Carolina,USA,Guard,leaguedashplayerbiostats,True
1627678,2021,Bria Holmes,28.0,1994-04-19T00:00:00,6-3,75.0,170.0,2016,1,11,2016|1|11,West Virginia,USA,Guard,leaguedashplayerbiostats,True
1627687,2021,Jillian Alleyne,27.0,1994-09-08T00:00:00,6-2,74.0,193.0,2016,2,20,2016|2|20,Oregon,USA,Center-Forward,leaguedashplayerbiostats,True
1628242,2021,Emma Cannon,33.0,1989-06-01T00:00:00,6-2,74.0,190.0,,,,Undrafted|Undrafted|Undrafted,Florida Southern,USA,Forward,leaguedashplayerbiostats,True
1628244,2021,Sami Whitcomb,33.0,1988-07-20T00:00:00,5-10,70.0,145.0,,,,Undrafted|Undrafted|Undrafted,Washington,Australia,Guard,leaguedashplayerbiostats,True
1628263,2021,Lindsay Allen,27.0,1995-03-20T00:00:00,5-8,68.0,144.0,2017,2,14,2017|2|14,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
1628269,2021,Nia Coffey,27.0,1995-06-11T00:00:00,6-1,73.0,182.0,2017,1,5,2017|1|5,Northwestern,USA,Forward,leaguedashplayerbiostats,True
1628276,2021,Kelsey Plum,27.0,1994-08-24T00:00:00,5-8,68.0,145.0,2017,1,1,2017|1|1,Washington,USA,Guard,leaguedashplayerbiostats,True
1628277,2021,Allisha Gray,27.0,1995-01-12T00:00:00,6-0,72.0,167.0,2017,1,4,2017|1|4,South Carolina,USA,Guard,leaguedashplayerbiostats,True
1628278,2021,Shatori Walker-Kimbrough,27.0,1995-05-18T00:00:00,5-9,69.0,140.0,2017,1,6,2017|1|6,Maryland,USA,Guard,leaguedashplayerbiostats,True
1628279,2021,Brittney Sykes,28.0,1994-02-07T00:00:00,5-9,69.0,154.0,2017,1,7,2017|1|7,Syracuse,USA,Guard,leaguedashplayerbiostats,True
1628280,2021,Brionna Jones,26.0,1995-12-18T00:00:00,6-3,75.0,210.0,2017,1,8,2017|1|8,Maryland,USA,Forward,leaguedashplayerbiostats,True
1628282,2021,Sydney Wiese,27.0,1995-06-16T00:00:00,6-0,72.0,165.0,2017,1,11,2017|1|11,Oregon State,USA,Guard,leaguedashplayerbiostats,True
1628286,2021,Erica McCall,26.0,1995-08-21T00:00:00,6-2,74.0,184.0,2017,2,17,2017|2|17,Stanford,USA,Forward,leaguedashplayerbiostats,True
1628317,2021,Karlie Samuelson,27.0,1995-05-10T00:00:00,6-0,72.0,160.0,,,,Undrafted|Undrafted|Undrafted,Stanford,USA,Guard,leaguedashplayerbiostats,True
1628878,2021,Ariel Atkins,25.0,1996-07-30T00:00:00,5-8,68.0,167.0,2018,1,7,2018|1|7,Texas-Austin,USA,Guard,leaguedashplayerbiostats,True
1628881,2021,Monique Billings,26.0,1996-05-02T00:00:00,6-4,76.0,192.0,2018,2,15,2018|2|15,UCLA,USA,Forward,leaguedashplayerbiostats,True
1628882,2021,Lexie Brown,27.0,1994-10-27T00:00:00,5-9,69.0,162.0,2018,1,9,2018|1|9,Duke,USA,Guard,leaguedashplayerbiostats,True
1628886,2021,Jordin Canada,26.0,1995-08-11T00:00:00,5-6,66.0,135.0,2018,1,5,2018|1|5,UCLA,USA,Guard,leaguedashplayerbiostats,True
1628890,2021,Diamond DeShields,27.0,1995-03-05T00:00:00,6-1,73.0,172.0,2018,1,3,2018|1|3,Tennessee,USA,Guard,leaguedashplayerbiostats,True
1628897,2021,Linnae Harper,27.0,1995-01-31T00:00:00,5-7,67.0,160.0,,,,Undrafted|Undrafted|Undrafted,Ohio State,USA,Guard,leaguedashplayerbiostats,True
1628899,2021,Myisha Hines-Allen,27.0,1995-05-30T00:00:00,6-1,73.0,200.0,2018,2,19,2018|2|19,Louisville,USA,Forward,leaguedashplayerbiostats,True
1628909,2021,Kelsey Mitchell,26.0,1995-11-12T00:00:00,5-8,68.0,160.0,2018,1,2,2018|1|2,Ohio State,USA,Guard,leaguedashplayerbiostats,True
1628915,2021,Kia Nurse,26.0,1996-02-22T00:00:00,6-0,72.0,168.0,2018,1,10,2018|1|10,Connecticut,Canada,Guard,leaguedashplayerbiostats,True
1628917,2021,JiSu Park,23.0,1998-12-06T00:00:00,6-5,77.0,206.0,2018,2,17,2018|2|17,None,South Korea,Center,leaguedashplayerbiostats,True
1628920,2021,Mercedes Russell,26.0,1995-07-27T00:00:00,6-6,78.0,195.0,2018,2,22,2018|2|22,Tennessee,USA,Center,leaguedashplayerbiostats,True
1628922,2021,Azura Stevens,26.0,1996-02-01T00:00:00,6-6,78.0,180.0,2018,1,6,2018|1|6,Connecticut,USA,Forward-Center,leaguedashplayerbiostats,True
1628926,2021,Maria Kliundikova,,1998-07-16T00:00:00,6-4,76.0,190.0,2018,1,11,2018|1|11,Dynamo Kursk,Russia,Forward,commonplayerinfo,True
1628927,2021,Victoria Vivians,27.0,1994-11-17T00:00:00,6-1,73.0,183.0,2018,1,8,2018|1|8,Mississippi State,USA,Guard-Forward,leaguedashplayerbiostats,True
1628932,2021,A'ja Wilson,25.0,1996-08-08T00:00:00,6-4,76.0,195.0,2018,1,1,2018|1|1,South Carolina,USA,Center,leaguedashplayerbiostats,True
1629477,2021,Sabrina Ionescu,24.0,1997-12-06T00:00:00,5-11,71.0,165.0,2020,1,1,2020|1|1,Oregon,USA,Guard,leaguedashplayerbiostats,True
1629478,2021,Katie Lou Samuelson,25.0,1997-06-13T00:00:00,6-3,75.0,163.0,2019,1,4,2019|1|4,Connecticut,USA,Guard,leaguedashplayerbiostats,True
1629479,2021,Teaira McCowan,25.0,1996-09-28T00:00:00,6-7,79.0,239.0,2019,1,3,2019|1|3,Mississippi State,USA,Center,leaguedashplayerbiostats,True
1629480,2021,Kalani Brown,25.0,1997-03-21T00:00:00,6-7,79.0,245.0,2019,1,7,2019|1|7,Baylor,USA,Center,leaguedashplayerbiostats,True
1629481,2021,Arike Ogunbowale,25.0,1997-03-02T00:00:00,5-8,68.0,165.0,2019,1,5,2019|1|5,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
1629482,2021,Sophie Cunningham,25.0,1996-08-16T00:00:00,6-1,73.0,170.0,2019,2,13,2019|2|13,Missouri,USA,Guard,leaguedashplayerbiostats,True
1629483,2021,Napheesa Collier,25.0,1996-09-23T00:00:00,6-1,73.0,182.0,2019,1,6,2019|1|6,Connecticut,USA,Forward,leaguedashplayerbiostats,True
1629484,2021,Megan Gustafson,25.0,1996-12-13T00:00:00,6-3,75.0,195.0,2019,2,17,2019|2|17,Iowa,USA,Center,leaguedashplayerbiostats,True
1629485,2021,Kristine Anigwe,25.0,1997-03-31T00:00:00,6-4,76.0,200.0,2019,1,9,2019|1|9,California,USA,Forward-Center,leaguedashplayerbiostats,True
1629488,2021,Brianna Turner,25.0,1996-07-05T00:00:00,6-3,75.0,170.0,2019,1,11,2019|1|11,Notre Dame,USA,Forward-Center,leaguedashplayerbiostats,True
1629491,2021,Jessica Shepard,25.0,1996-09-11T00:00:00,6-4,76.0,175.0,2019,2,16,2019|2|16,Notre Dame,USA,Forward,leaguedashplayerbiostats,True
1629492,2021,Beatrice Mompremier,25.0,1996-08-08T00:00:00,6-4,76.0,190.0,2020,2,20,2020|2|20,Miami,USA,Forward,leaguedashplayerbiostats,True
1629496,2021,Ezi Magbegor,22.0,1999-08-13T00:00:00,6-4,76.0,176.0,2019,1,12,2019|1|12,None,Australia,Forward-Center,leaguedashplayerbiostats,True
1629497,2021,Marina Mabrey,25.0,1996-09-14T00:00:00,5-11,71.0,170.0,2019,2,19,2019|2|19,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
1629498,2021,Jackie Young,24.0,1997-09-16T00:00:00,6-0,72.0,165.0,2019,1,1,2019|1|1,Notre Dame,USA,Guard,leaguedashplayerbiostats,True
1629501,2021,Alanna Smith,25.0,1996-09-10T00:00:00,6-4,76.0,180.0,2019,1,8,2019|1|8,Stanford,Australia,Forward,leaguedashplayerbiostats,True
1629506,2021,Kiara Leslie,26.0,1995-12-06T00:00:00,6-0,72.0,175.0,2019,1,10,2019|1|10,North Carolina State,USA,Guard,leaguedashplayerbiostats,True
1629524,2021,Bridget Carleton,25.0,1997-05-22T00:00:00,6-1,73.0,188.0,2019,2,21,2019|2|21,Iowa State,Canada,Forward,leaguedashplayerbiostats,True
1629567,2021,Natisha Hiedeman,25.0,1997-02-10T00:00:00,5-8,68.0,135.0,2019,2,18,2019|2|18,Marquette,USA,Guard,leaguedashplayerbiostats,True
1629568,2021,Kennedy Burke,25.0,1997-02-14T00:00:00,6-1,73.0,182.0,2019,2,22,2019|2|22,UCLA,USA,Guard-Forward,leaguedashplayerbiostats,True
1630043,2021,Bernadett Hatar,27.0,1994-08-24T00:00:00,6-10,82.0,208.0,,,,Undrafted|Undrafted|Undrafted,None,Hungary,Center,leaguedashplayerbiostats,True
1630093,2021,Bella Alarie,24.0,1998-04-23T00:00:00,6-4,76.0,190.0,2020,1,5,2020|1|5,Princeton,USA,Center-Forward,leaguedashplayerbiostats,True
1630096,2021,DiJonai Carrington,24.0,1998-01-08T00:00:00,6-0,72.0,175.0,2021,2,20,2021|2|20,Baylor,USA,Guard-Forward,leaguedashplayerbiostats,True
1630097,2021,Kaila Charles,24.0,1998-03-23T00:00:00,6-1,73.0,170.0,2020,2,23,2020|2|23,Maryland,USA,Guard-Forward,leaguedashplayerbiostats,True
1630099,2021,Te'a Cooper,25.0,1997-04-16T00:00:00,5-8,68.0,160.0,2020,2,18,2020|2|18,Baylor,USA,Guard,leaguedashplayerbiostats,True
1630100,2021,Lauren Cox,24.0,1998-04-20T00:00:00,6-4,76.0,205.0,2020,1,3,2020|1|3,Baylor,USA,Forward,leaguedashplayerbiostats,True
1630101,2021,Crystal Dangerfield,24.0,1998-05-11T00:00:00,5-5,65.0,130.0,2020,2,16,2020|2|16,Connecticut,USA,Guard,leaguedashplayerbiostats,True
1630110,2021,Haley Gorecki,25.0,1996-11-13T00:00:00,6-0,72.0,165.0,2020,3,31,2020|3|31,Duke,USA,Guard,leaguedashplayerbiostats,True
1630112,2021,Tyasha Harris,24.0,1998-05-01T00:00:00,5-10,70.0,152.0,2020,1,7,2020|1|7,South Carolina,USA,Guard,leaguedashplayerbiostats,True
1630113,2021,Ruthy Hebard,24.0,1998-04-28T00:00:00,6-4,76.0,190.0,2020,1,8,2020|1|8,Oregon,USA,Forward,leaguedashplayerbiostats,True
1630114,2021,Mikiah Herbert Harrigan,23.0,1998-08-21T00:00:00,6-2,74.0,152.0,2020,1,6,2020|1|6,South Carolina,USA,Forward,leaguedashplayerbiostats,True
1630115,2021,Joyner Holmes,24.0,1998-02-22T00:00:00,6-3,75.0,200.0,2020,2,19,2020|2|19,University of Texas at Austin,USA,Forward,leaguedashplayerbiostats,True
1630118,2021,Stella Johnson,23.0,1998-07-11T00:00:00,5-10,70.0,158.0,2020,3,29,2020|3|29,Rider,USA,Guard,leaguedashplayerbiostats,True
1630119,2021,Jazmine Jones,25.0,1996-10-15T00:00:00,6-0,72.0,160.0,2020,1,12,2020|1|12,Louisville,USA,Guard,leaguedashplayerbiostats,True
1630120,2021,Stephanie Jones,23.0,1998-07-10T00:00:00,6-2,74.0,185.0,,,,Undrafted|Undrafted|Undrafted,Maryland,USA,Forward,leaguedashplayerbiostats,True
1630127,2021,Leaonna Odom,24.0,1998-03-26T00:00:00,6-2,74.0,168.0,2020,2,15,2020|2|15,Duke,USA,Forward,leaguedashplayerbiostats,True
1630131,2021,Kylee Shook,24.0,1998-03-18T00:00:00,6-4,76.0,200.0,2020,2,13,2020|2|13,Louisville,USA,Forward,leaguedashplayerbiostats,True
1630136,2021,Megan Walker,23.0,1998-11-23T00:00:00,6-1,73.0,175.0,2020,1,9,2020|1|9,Connecticut,USA,Forward,leaguedashplayerbiostats,True
1630137,2021,Stephanie Watts,25.0,1997-04-12T00:00:00,5-11,71.0,160.0,2021,1,10,2021|1|10,North Carolina,USA,Guard,leaguedashplayerbiostats,True
1630139,2021,Jocelyn Willoughby,,1998-03-25T00:00:00,6-0,72.0,180.0,2020,1,10,2020|1|10,Virginia,USA,Forward-Guard,commonplayerinfo,True
1630149,2021,Satou Sabally,24.0,1998-04-25T00:00:00,6-4,76.0,175.0,2020,1,2,2020|1|2,Oregon,Germany,Forward,leaguedashplayerbiostats,True
1630150,2021,Chennedy Carter,23.0,1998-11-14T00:00:00,5-9,69.0,143.0,2020,1,4,2020|1|4,Texas A&M,USA,Guard,leaguedashplayerbiostats,True
1630385,2021,Shyla Heal,20.0,2001-09-19T00:00:00,5-6,66.0,,2021,1,8,2021|1|8,None,Australia,Guard,leaguedashplayerbiostats,True
1630386,2021,Awak Kuier,20.0,2001-08-19T00:00:00,6-4,76.0,168.0,2021,1,2,2021|1|2,None,Finland,Forward,leaguedashplayerbiostats,True
1630389,2021,Dana Evans,23.0,1998-08-01T00:00:00,5-6,66.0,145.0,2021,2,13,2021|2|13,Louisville,USA,Guard,leaguedashplayerbiostats,True
1630435,2021,Destiny Slocum,24.0,1997-09-09T00:00:00,5-7,67.0,157.0,2021,2,14,2021|2|14,Arkansas,USA,Guard,leaguedashplayerbiostats,True
1630437,2021,Chelsey Perry,23.0,1999-06-07T00:00:00,6-2,74.0,164.0,2021,3,26,2021|3|26,Tennessee-Martin,USA,Forward,leaguedashplayerbiostats,True
1630438,2021,Kysre Gondrezick,24.0,1997-07-27T00:00:00,5-9,69.0,150.0,2021,1,4,2021|1|4,West Virginia,USA,Guard,leaguedashplayerbiostats,True
1630440,2021,Chelsea Dungee,25.0,1997-05-11T00:00:00,5-10,70.0,165.0,2021,1,5,2021|1|5,Arkansas,USA,Guard,leaguedashplayerbiostats,True
1630441,2021,Arella Guirantes,24.0,1997-10-15T00:00:00,5-11,71.0,165.0,2021,2,22,2021|2|22,Rutgers,USA,Guard,leaguedashplayerbiostats,True
1630442,2021,Natasha Mack,24.0,1997-11-03T00:00:00,6-3,75.0,182.0,2021,2,16,2021|2|16,Oklahoma State,USA,Forward-Center,leaguedashplayerbiostats,True
1630444,2021,Jasmine Walker,24.0,1998-02-03T00:00:00,6-3,75.0,182.0,2021,1,7,2021|1|7,Alabama,USA,Forward,leaguedashplayerbiostats,True
1630445,2021,N'dea Jones,,1999-05-25T00:00:00,,,,2021,2,23,2021|2|23,Texas A&M,USA,,commonplayerinfo,False
1630446,2021,Michaela Onyenwere,22.0,1999-08-10T00:00:00,6-0,72.0,178.0,2021,1,6,2021|1|6,UCLA,USA,Forward,leaguedashplayerbiostats,True
1630452,2021,Rennia Davis,,1999-02-24T00:00:00,6-1,73.0,170.0,2021,1,9,2021|1|9,Tennessee,USA,Guard-Forward,commonplayerinfo,True
1630453,2021,Aleah Goodman,23.0,1998-11-24T00:00:00,5-9,69.0,152.0,2021,3,30,2021|3|30,Oregon State,USA,Guard,leaguedashplayerbiostats,True
1630454,2021,Charli Collier,22.0,1999-09-22T00:00:00,6-5,77.0,188.0,2021,1,1,2021|1|1,University of Texas at Austin,USA,Center,leaguedashplayerbiostats,True
1630458,2021,Aaliyah Wilson,23.0,1998-08-28T00:00:00,5-10,70.0,172.0,2021,1,11,2021|1|11,Texas A&M,USA,Guard,leaguedashplayerbiostats,True
1630459,2021,DiDi Richards,23.0,1999-02-08T00:00:00,6-2,74.0,164.0,2021,2,17,2021|2|17,Baylor,USA,Guard-Forward,leaguedashplayerbiostats,True
1630461,2021,Kiana Williams,23.0,1999-04-09T00:00:00,5-8,68.0,135.0,2021,2,18,2021|2|18,Stanford,USA,Guard,leaguedashplayerbiostats,True
