family,zone,metric,null_level,draw,value
selection,Restricted Area,beta,row_naive,51,-0.016340031279897388
selection,Restricted Area,beta,row_naive,52,0.017568417836816667
selection,Restricted Area,beta,row_naive,53,-0.07388122542163356
selection,Restricted Area,beta,row_naive,54,0.0857459737372456
selection,Restricted Area,beta,row_naive,55,0.05539221133727829
selection,Restricted Area,beta,row_naive,56,-0.05234163528202425
selection,Restricted Area,beta,row_naive,57,0.04076415071364699
selection,Restricted Area,beta,row_naive,58,-0.008926269099076529
selection,Restricted Area,beta,row_naive,59,-0.032047196242827536
selection,Restricted Area,beta,row_naive,60,-0.021276648486528892
selection,Restricted Area,beta,row_naive,61,-0.002898894018202639
selection,Restricted Area,beta,row_naive,62,-0.019712594677239858
selection,Restricted Area,beta,row_naive,63,-0.09883484212496278
selection,Restricted Area,beta,row_naive,64,-0.025499679815490815
selection,Restricted Area,beta,row_naive,65,-0.013198302445960491
selection,Restricted Area,beta,row_naive,66,-0.015024192902684454
selection,Restricted Area,beta,row_naive,67,0.09084768178012309
selection,Restricted Area,beta,row_naive,68,0.04640321248762664
selection,Restricted Area,beta,row_naive,69,-0.01564914534024696
selection,Restricted Area,beta,row_naive,70,-0.03319794803124724
selection,Restricted Area,beta,row_naive,71,-0.04646091463876359
selection,Restricted Area,beta,row_naive,72,-0.053426927090155105
selection,Restricted Area,beta,row_naive,73,0.025548259421332258
selection,Restricted Area,beta,row_naive,74,0.04199021363577459
selection,Restricted Area,beta,row_naive,75,0.05957386854116003
selection,Restricted Area,beta,row_naive,76,0.04272454471792414
selection,Restricted Area,beta,row_naive,77,0.08678399887766283
selection,Restricted Area,beta,row_naive,78,0.09568654043186277
selection,Restricted Area,beta,row_naive,79,0.021923039801273844
selection,Restricted Area,beta,row_naive,80,-0.027571643510912954
selection,Restricted Area,beta,row_naive,81,-0.004918798000700489
selection,Restricted Area,beta,row_naive,82,0.017106616030828484
selection,Restricted Area,beta,row_naive,83,0.0004063527025231408
selection,Restricted Area,beta,row_naive,84,0.007061560080300978
selection,Restricted Area,beta,row_naive,85,0.016885528254299582
selection,Restricted Area,beta,row_naive,86,0.018510200200890566
selection,Restricted Area,beta,row_naive,87,-0.022112316689419504
selection,Restricted Area,beta,row_naive,88,-0.020113591845943815
selection,Restricted Area,beta,row_naive,89,-0.057490125929316474
selection,Restricted Area,beta,row_naive,90,0.0413924943942406
selection,Restricted Area,beta,row_naive,91,-0.011266095623437604
selection,Restricted Area,beta,row_naive,92,0.057237309299350524
selection,Restricted Area,beta,row_naive,93,0.004920042375734374
selection,Restricted Area,beta,row_naive,94,0.03380903297666639
selection,Restricted Area,beta,row_naive,95,0.007229638772129692
selection,Restricted Area,beta,row_naive,96,-0.0030914192067133333
selection,Restricted Area,beta,row_naive,97,-0.02346109031525859
selection,Restricted Area,beta,row_naive,98,0.020938549938925712
selection,Restricted Area,beta,row_naive,99,-0.062249873225352234
selection,Restricted Area,beta,row_naive,100,0.01125284812807409
selection,Restricted Area,beta,row_naive,101,-0.13306098772931604
selection,Restricted Area,beta,row_naive,102,0.01719932177179061
selection,Restricted Area,beta,row_naive,103,0.04332910412252228
selection,Restricted Area,beta,row_naive,104,0.007365746599554499
selection,Restricted Area,beta,row_naive,105,0.06851219576242266
selection,Restricted Area,beta,row_naive,106,-0.012140472095932301
selection,Restricted Area,beta,row_naive,107,-0.011344240546875448
selection,Restricted Area,beta,row_naive,108,0.005304312207895888
selection,Restricted Area,beta,row_naive,109,-0.036538946532549174
selection,Restricted Area,beta,row_naive,110,-0.07549652008038037
selection,Restricted Area,beta,row_naive,111,-0.04038015440493431
selection,Restricted Area,beta,row_naive,112,0.023839790972959633
selection,Restricted Area,beta,row_naive,113,0.02609576789038822
selection,Restricted Area,beta,row_naive,114,0.03211321592370398
selection,Restricted Area,beta,row_naive,115,0.07376045359586278
selection,Restricted Area,beta,row_naive,116,0.02386507101608719
selection,Restricted Area,beta,row_naive,117,0.036233307652158125
selection,Restricted Area,beta,row_naive,118,-0.0586473694432362
selection,Restricted Area,beta,row_naive,119,-0.013509672738264374
selection,Restricted Area,beta,row_naive,120,0.012584557466017233
selection,Restricted Area,beta,row_naive,121,-0.021892142349296838
selection,Restricted Area,beta,row_naive,122,-0.00024911276201249717
selection,Restricted Area,beta,row_naive,123,0.0643064182088263
selection,Restricted Area,beta,row_naive,124,0.00031762267664641207
selection,Restricted Area,beta,row_naive,125,-0.010722519880343766
selection,Restricted Area,beta,row_naive,126,-0.04030673956986184
selection,Restricted Area,beta,row_naive,127,0.0417246216503766
selection,Restricted Area,beta,row_naive,128,0.025168976287450448
selection,Restricted Area,beta,row_naive,129,-0.00176313169939532
selection,Restricted Area,beta,row_naive,130,0.024107165453242613
selection,Restricted Area,beta,row_naive,131,-0.07646319346934387
selection,Restricted Area,beta,row_naive,132,-0.020412089439419454
selection,Restricted Area,beta,row_naive,133,-0.05429194813961593
selection,Restricted Area,beta,row_naive,134,0.024066125703375938
selection,Restricted Area,beta,row_naive,135,0.02462105960624343
selection,Restricted Area,beta,row_naive,136,0.04088914219980486
selection,Restricted Area,beta,row_naive,137,-0.0363551864724597
selection,Restricted Area,beta,row_naive,138,0.05120052127463117
selection,Restricted Area,beta,row_naive,139,-0.010823475840338197
selection,Restricted Area,beta,row_naive,140,0.023246521157089712
selection,Restricted Area,beta,row_naive,141,-0.021641165988387008
selection,Restricted Area,beta,row_naive,142,0.03289902683055877
selection,Restricted Area,beta,row_naive,143,-0.05478426404005066
selection,Restricted Area,beta,row_naive,144,-0.05847067606513866
selection,Restricted Area,beta,row_naive,145,0.017796556978695706
selection,Restricted Area,beta,row_naive,146,0.05697726985536152
selection,Restricted Area,beta,row_naive,147,-0.00771631446545442
selection,Restricted Area,beta,row_naive,148,0.0684907323682518
selection,Restricted Area,beta,row_naive,149,-0.022084042963293072
selection,Restricted Area,beta,row_naive,150,-0.047874636733272045
selection,Restricted Area,beta,row_naive,151,-0.01196096052131377
selection,Restricted Area,beta,row_naive,152,-0.041003492866185605
selection,Restricted Area,beta,row_naive,153,0.0052377575480602595
selection,Restricted Area,beta,row_naive,154,0.06371793584931777
selection,Restricted Area,beta,row_naive,155,-0.007153897681618784
selection,Restricted Area,beta,row_naive,156,0.033544777646569136
selection,Restricted Area,beta,row_naive,157,0.07788774380772821
selection,Restricted Area,beta,row_naive,158,-0.006187618563060693
selection,Restricted Area,beta,row_naive,159,-0.03301345917901353
selection,Restricted Area,beta,row_naive,160,0.010325695260134871
selection,Restricted Area,beta,row_naive,161,0.04065689875558436
selection,Restricted Area,beta,row_naive,162,0.035505553418739684
selection,Restricted Area,beta,row_naive,163,-0.04341505725111191
selection,Restricted Area,beta,row_naive,164,-0.045670588846669684
selection,Restricted Area,beta,row_naive,165,-0.022984437153556154
selection,Restricted Area,beta,row_naive,166,-0.05171482181687313
selection,Restricted Area,beta,row_naive,167,-0.012110888420241581
selection,Restricted Area,beta,row_naive,168,-0.04230991766713364
selection,Restricted Area,beta,row_naive,169,-0.0555746750769396
selection,Restricted Area,beta,row_naive,170,0.021864701107029625
selection,Restricted Area,beta,row_naive,171,-0.007301902000312855
selection,Restricted Area,beta,row_naive,172,0.008836317303403084
selection,Restricted Area,beta,row_naive,173,-0.025828646455600516
selection,Restricted Area,beta,row_naive,174,-0.035395063909747136
selection,Restricted Area,beta,row_naive,175,-0.06192507201199487
selection,Restricted Area,beta,row_naive,176,-0.005256927644977535
selection,Restricted Area,beta,row_naive,177,-0.043481874531103845
selection,Restricted Area,beta,row_naive,178,0.0016873307367385655
selection,Restricted Area,beta,row_naive,179,0.0481267030781317
selection,Restricted Area,beta,row_naive,180,-0.038185470478279776
selection,Restricted Area,beta,row_naive,181,0.022595610776730175
selection,Restricted Area,beta,row_naive,182,-0.04140840924741061
selection,Restricted Area,beta,row_naive,183,0.07161275665919457
selection,Restricted Area,beta,row_naive,184,-0.01878589668440538
selection,Restricted Area,beta,row_naive,185,-0.07676586343359677
selection,Restricted Area,beta,row_naive,186,0.01195348813785091
selection,Restricted Area,beta,row_naive,187,-0.006894354099020141
selection,Restricted Area,beta,row_naive,188,-0.008613151859139436
selection,Restricted Area,beta,row_naive,189,-0.03429316320609326
selection,Restricted Area,beta,row_naive,190,0.020749169801690028
selection,Restricted Area,beta,row_naive,191,-0.014405756096307029
selection,Restricted Area,beta,row_naive,192,0.05482437036987593
selection,Restricted Area,beta,row_naive,193,0.03903385639830731
selection,Restricted Area,beta,row_naive,194,0.045132213376061804
selection,Restricted Area,beta,row_naive,195,0.06334652581992359
selection,Restricted Area,beta,row_naive,196,-0.03375234816860795
selection,Restricted Area,beta,row_naive,197,-0.04114029769562151
selection,Restricted Area,beta,row_naive,198,-0.03182826959019146
selection,Restricted Area,beta,row_naive,199,0.011944443175331639
selection,Restricted Area,beta,row_naive,200,0.007251886008625001
selection,Restricted Area,beta,row_naive,201,-0.023128603009593258
selection,Restricted Area,beta,row_naive,202,-0.0403771098887384
selection,Restricted Area,beta,row_naive,203,-0.029746721125674603
selection,Restricted Area,beta,row_naive,204,-0.0051340047216641895
selection,Restricted Area,beta,row_naive,205,0.00783546886848163
selection,Restricted Area,beta,row_naive,206,0.04989550440960319
selection,Restricted Area,beta,row_naive,207,0.02712551095957733
selection,Restricted Area,beta,row_naive,208,-0.034046846498133936
selection,Restricted Area,beta,row_naive,209,-0.01567652155892418
selection,Restricted Area,beta,row_naive,210,-0.023623879611997814
selection,Restricted Area,beta,row_naive,211,0.07311604957968128
selection,Restricted Area,beta,row_naive,212,0.021130533944974883
selection,Restricted Area,beta,row_naive,213,-0.09528094186728868
selection,Restricted Area,beta,row_naive,214,-0.059090683686036254
selection,Restricted Area,beta,row_naive,215,-0.03784283294335347
selection,Restricted Area,beta,row_naive,216,-0.003300999490730472
selection,Restricted Area,beta,row_naive,217,0.08439661193599447
selection,Restricted Area,beta,row_naive,218,0.019989925646070144
selection,Restricted Area,beta,row_naive,219,-0.003432944973308572
selection,Restricted Area,beta,row_naive,220,0.03891372684294669
selection,Restricted Area,beta,row_naive,221,0.01576012667160605
selection,Restricted Area,beta,row_naive,222,0.010527017268767563
selection,Restricted Area,beta,row_naive,223,-0.012710208557491231
selection,Restricted Area,beta,row_naive,224,-0.014670802347987998
selection,Restricted Area,beta,row_naive,225,-0.07373814388222094
selection,Restricted Area,beta,row_naive,226,-0.017745277784886375
selection,Restricted Area,beta,row_naive,227,0.02578299402617201
selection,Restricted Area,beta,row_naive,228,-0.09503504465205909
selection,Restricted Area,beta,row_naive,229,-0.04722377093761212
selection,Restricted Area,beta,row_naive,230,0.029208026675345354
selection,Restricted Area,beta,row_naive,231,0.04855175857475087
selection,Restricted Area,beta,row_naive,232,0.07813730093302819
selection,Restricted Area,beta,row_naive,233,0.023313013198396973
selection,Restricted Area,beta,row_naive,234,-0.005658842825773564
selection,Restricted Area,beta,row_naive,235,-0.03712523329614169
selection,Restricted Area,beta,row_naive,236,-0.025098978812687443
selection,Restricted Area,beta,row_naive,237,0.007454547794400675
selection,Restricted Area,beta,row_naive,238,0.006465187775255414
selection,Restricted Area,beta,row_naive,239,0.029153263004869638
selection,Restricted Area,beta,row_naive,240,0.03511493242755462
selection,Restricted Area,beta,row_naive,241,-0.0066674444848571586
selection,Restricted Area,beta,row_naive,242,0.011556368359486499
selection,Restricted Area,beta,row_naive,243,0.04070356769593596
selection,Restricted Area,beta,row_naive,244,0.014349897483456293
selection,Restricted Area,beta,row_naive,245,-0.046560070056089205
selection,Restricted Area,beta,row_naive,246,-0.0030146499298963005
selection,Restricted Area,beta,row_naive,247,-0.007400571107004901
selection,Restricted Area,beta,row_naive,248,0.06333379047089771
selection,Restricted Area,beta,row_naive,249,0.06527746478176795
selection,Restricted Area,beta,row_naive,250,0.06802883885552499
selection,Restricted Area,beta,row_naive,251,0.07150819176674203
selection,Restricted Area,beta,row_naive,252,-0.04234789225031417
selection,Restricted Area,beta,row_naive,253,-0.004753799204331636
selection,Restricted Area,beta,row_naive,254,-0.023031207184391285
selection,Restricted Area,beta,row_naive,255,0.06299598225376841
selection,Restricted Area,beta,row_naive,256,-0.05596566248894825
selection,Restricted Area,beta,row_naive,257,-0.040449159708489425
selection,Restricted Area,beta,row_naive,258,0.060472903264807705
selection,Restricted Area,beta,row_naive,259,-0.08398252777949895
selection,Restricted Area,beta,row_naive,260,-0.011329891137202603
selection,Restricted Area,beta,row_naive,261,0.031920392610592915
selection,Restricted Area,beta,row_naive,262,-0.0313277004959406
selection,Restricted Area,beta,row_naive,263,-0.02048310869084957
selection,Restricted Area,beta,row_naive,264,0.0056084784775083775
selection,Restricted Area,beta,row_naive,265,0.11673375838771388
selection,Restricted Area,beta,row_naive,266,0.0543566674566094
selection,Restricted Area,beta,row_naive,267,0.03432915625459786
selection,Restricted Area,beta,row_naive,268,0.00156023671309239
selection,Restricted Area,beta,row_naive,269,0.04702562708351502
selection,Restricted Area,beta,row_naive,270,-0.018916932914240275
selection,Restricted Area,beta,row_naive,271,-0.037580019844096195
selection,Restricted Area,beta,row_naive,272,0.004393375455535235
selection,Restricted Area,beta,row_naive,273,0.04383902117854775
selection,Restricted Area,beta,row_naive,274,-0.032473423731264106
selection,Restricted Area,beta,row_naive,275,-0.023755829175601186
selection,Restricted Area,beta,row_naive,276,0.016271252447141057
selection,Restricted Area,beta,row_naive,277,-0.04945843819338098
selection,Restricted Area,beta,row_naive,278,-0.025160561159654097
selection,Restricted Area,beta,row_naive,279,0.016147737331142623
selection,Restricted Area,beta,row_naive,280,-0.020565181213251297
selection,Restricted Area,beta,row_naive,281,-0.07964624400790436
selection,Restricted Area,beta,row_naive,282,0.02379259577833967
selection,Restricted Area,beta,row_naive,283,0.008772244835884707
selection,Restricted Area,beta,row_naive,284,-0.023931523668329114
selection,Restricted Area,beta,row_naive,285,0.011135689786305901
selection,Restricted Area,beta,row_naive,286,0.0851887911123977
selection,Restricted Area,beta,row_naive,287,0.014543089406324048
selection,Restricted Area,beta,row_naive,288,-0.011060837093342185
selection,Restricted Area,beta,row_naive,289,-0.010065248497434037
selection,Restricted Area,beta,row_naive,290,0.013023635647503293
selection,Restricted Area,beta,row_naive,291,-0.025508984983993416
selection,Restricted Area,beta,row_naive,292,-0.03348291628658359
selection,Restricted Area,beta,row_naive,293,-0.004396663462838763
selection,Restricted Area,beta,row_naive,294,-0.07276824070325147
selection,Restricted Area,beta,row_naive,295,0.020620780943045112
selection,Restricted Area,beta,row_naive,296,0.023043463002458433
selection,Restricted Area,beta,row_naive,297,-0.07287751190901995
selection,Restricted Area,beta,row_naive,298,-0.014935224683593944
selection,Restricted Area,beta,row_naive,299,0.04882937387588206
selection,Restricted Area,beta,row_naive,300,-0.03103816130578958
selection,Restricted Area,beta,row_naive,301,0.05521838445813089
selection,Restricted Area,beta,row_naive,302,0.05006533872371494
selection,Restricted Area,beta,row_naive,303,-0.010060798883204035
selection,Restricted Area,beta,row_naive,304,0.009452411002189425
selection,Restricted Area,beta,row_naive,305,0.017893614016167132
selection,Restricted Area,beta,row_naive,306,-0.02179219704811467
selection,Restricted Area,beta,row_naive,307,-0.013911960581291129
selection,Restricted Area,beta,row_naive,308,0.02478859353431281
selection,Restricted Area,beta,row_naive,309,-0.04567900734896335
selection,Restricted Area,beta,row_naive,310,0.007953957749283215
selection,Restricted Area,beta,row_naive,311,0.03407144322877224
selection,Restricted Area,beta,row_naive,312,0.03430693316455604
selection,Restricted Area,beta,row_naive,313,-0.08812209708867619
selection,Restricted Area,beta,row_naive,314,0.057956338364979404
selection,Restricted Area,beta,row_naive,315,-0.005121365493914252
selection,Restricted Area,beta,row_naive,316,0.021458622270350537
selection,Restricted Area,beta,row_naive,317,-0.003745671237127888
selection,Restricted Area,beta,row_naive,318,-0.019646186496910824
selection,Restricted Area,beta,row_naive,319,-0.07193148854911986
selection,Restricted Area,beta,row_naive,320,0.004514828691974802
selection,Restricted Area,beta,row_naive,321,0.05772924156771677
selection,Restricted Area,beta,row_naive,322,0.012769674721071614
selection,Restricted Area,beta,row_naive,323,-0.05958717275052739
selection,Restricted Area,beta,row_naive,324,0.030106096453346037
selection,Restricted Area,beta,row_naive,325,-0.015039491346340696
selection,Restricted Area,beta,row_naive,326,0.039877535759873545
selection,Restricted Area,beta,row_naive,327,0.0718531173176523
selection,Restricted Area,beta,row_naive,328,-0.02155162820656892
selection,Restricted Area,beta,row_naive,329,0.03389824726954445
selection,Restricted Area,beta,row_naive,330,0.008598687558476406
selection,Restricted Area,beta,row_naive,331,-0.04866881587245876
selection,Restricted Area,beta,row_naive,332,0.1058125583854282
selection,Restricted Area,beta,row_naive,333,-0.002559222239756933
selection,Restricted Area,beta,row_naive,334,-0.010354578520339384
selection,Restricted Area,beta,row_naive,335,-0.025924118895822454
selection,Restricted Area,beta,row_naive,336,0.00852250704556153
selection,Restricted Area,beta,row_naive,337,-0.006964929806087716
selection,Restricted Area,beta,row_naive,338,0.02574280838897502
selection,Restricted Area,beta,row_naive,339,-0.07467325715915564
selection,Restricted Area,beta,row_naive,340,-0.015221196867468796
selection,Restricted Area,beta,row_naive,341,-0.038418085347882706
selection,Restricted Area,beta,row_naive,342,0.04678635708622222
selection,Restricted Area,beta,row_naive,343,0.027855080894166027
selection,Restricted Area,beta,row_naive,344,-0.061287915557700086
selection,Restricted Area,beta,row_naive,345,-0.04517421381687859
selection,Restricted Area,beta,row_naive,346,-0.0838110264031704
selection,Restricted Area,beta,row_naive,347,0.06295137430518438
selection,Restricted Area,beta,row_naive,348,0.026300068261290218
selection,Restricted Area,beta,row_naive,349,0.056231152263798656
selection,Restricted Area,beta,row_naive,350,-0.055347764469834276
selection,Restricted Area,beta,row_naive,351,0.0463346598070936
selection,Restricted Area,beta,row_naive,352,0.008986079560636896
selection,Restricted Area,beta,row_naive,353,-0.0034144920889320357
selection,Restricted Area,beta,row_naive,354,0.018610397183747875
selection,Restricted Area,beta,row_naive,355,-0.008371460934671901
selection,Restricted Area,beta,row_naive,356,0.06962279281094093
selection,Restricted Area,beta,row_naive,357,0.06428885993097067
selection,Restricted Area,beta,row_naive,358,0.0223915930920031
selection,Restricted Area,beta,row_naive,359,-0.05095450580347786
selection,Restricted Area,beta,row_naive,360,0.016953054849555817
selection,Restricted Area,beta,row_naive,361,0.06094913504466641
selection,Restricted Area,beta,row_naive,362,0.02487907941982074
selection,Restricted Area,beta,row_naive,363,0.03190025572300891
selection,Restricted Area,beta,row_naive,364,0.016213629154679245
selection,Restricted Area,beta,row_naive,365,0.0038998649625139486
selection,Restricted Area,beta,row_naive,366,0.02678880901274782
selection,Restricted Area,beta,row_naive,367,0.009760356689449148
selection,Restricted Area,beta,row_naive,368,-0.0296648129789259
selection,Restricted Area,beta,row_naive,369,0.04258742425195092
selection,Restricted Area,beta,row_naive,370,0.022737840140370627
selection,Restricted Area,beta,row_naive,371,-0.013574001815130278
selection,Restricted Area,beta,row_naive,372,-0.05776031874892465
selection,Restricted Area,beta,row_naive,373,0.01727586074350505
selection,Restricted Area,beta,row_naive,374,-0.04871782544783806
selection,Restricted Area,beta,row_naive,375,-0.021440951119193457
selection,Restricted Area,beta,row_naive,376,0.02493380864349656
selection,Restricted Area,beta,row_naive,377,-0.05483979187113761
selection,Restricted Area,beta,row_naive,378,-0.030925867931083074
selection,Restricted Area,beta,row_naive,379,0.04240163410728988
selection,Restricted Area,beta,row_naive,380,0.0013378670974516403
selection,Restricted Area,beta,row_naive,381,-0.05285194430345919
selection,Restricted Area,beta,row_naive,382,-0.072571467482421
selection,Restricted Area,beta,row_naive,383,-0.047891035965123806
selection,Restricted Area,beta,row_naive,384,0.05646473956852354
selection,Restricted Area,beta,row_naive,385,0.006548788646520588
selection,Restricted Area,beta,row_naive,386,0.012008052850351624
selection,Restricted Area,beta,row_naive,387,0.01105764888041242
selection,Restricted Area,beta,row_naive,388,-0.018316614595574876
selection,Restricted Area,beta,row_naive,389,-0.0948747335718625
selection,Restricted Area,beta,row_naive,390,0.014525709628946263
selection,Restricted Area,beta,row_naive,391,0.06363587368603349
selection,Restricted Area,beta,row_naive,392,-0.008801558005433582
selection,Restricted Area,beta,row_naive,393,-0.025586517580060652
selection,Restricted Area,beta,row_naive,394,-0.046476643869270334
selection,Restricted Area,beta,row_naive,395,-0.007432113005966777
selection,Restricted Area,beta,row_naive,396,-0.04153214098585647
selection,Restricted Area,beta,row_naive,397,0.003993073399398641
selection,Restricted Area,beta,row_naive,398,0.0065878007195374205
selection,Restricted Area,beta,row_naive,399,0.00500940674662713
selection,Restricted Area,beta,row_naive,400,-0.003154628404059928
selection,Restricted Area,beta,row_naive,401,0.016376096082112268
selection,Restricted Area,beta,row_naive,402,0.010280602815820989
selection,Restricted Area,beta,row_naive,403,0.04607121811632163
selection,Restricted Area,beta,row_naive,404,0.03474905911371068
selection,Restricted Area,beta,row_naive,405,-0.02159554852310188
selection,Restricted Area,beta,row_naive,406,-0.03961656466771333
selection,Restricted Area,beta,row_naive,407,-0.01573810627329489
selection,Restricted Area,beta,row_naive,408,0.050213326301007534
selection,Restricted Area,beta,row_naive,409,-0.028723548349687347
selection,Restricted Area,beta,row_naive,410,-0.018015194481923454
selection,Restricted Area,beta,row_naive,411,0.018539710258063686
selection,Restricted Area,beta,row_naive,412,-0.058825837426109424
selection,Restricted Area,beta,row_naive,413,-0.04457226344671811
selection,Restricted Area,beta,row_naive,414,-0.01222926553665935
selection,Restricted Area,beta,row_naive,415,0.011876203221840263
selection,Restricted Area,beta,row_naive,416,-0.014442267909753033
selection,Restricted Area,beta,row_naive,417,-0.0022735019761893085
selection,Restricted Area,beta,row_naive,418,0.03449991679268984
selection,Restricted Area,beta,row_naive,419,-0.030836519106838343
selection,Restricted Area,beta,row_naive,420,-0.029566042188580263
selection,Restricted Area,beta,row_naive,421,-0.019484159285798084
selection,Restricted Area,beta,row_naive,422,0.0494949532406392
selection,Restricted Area,beta,row_naive,423,-0.024757412378942405
selection,Restricted Area,beta,row_naive,424,0.030071638426720303
selection,Restricted Area,beta,row_naive,425,-0.033796022947585144
selection,Restricted Area,beta,row_naive,426,-0.05138359436691519
selection,Restricted Area,beta,row_naive,427,-0.02384752685329636
selection,Restricted Area,beta,row_naive,428,0.07628344069177843
selection,Restricted Area,beta,row_naive,429,0.03681568815853671
selection,Restricted Area,beta,row_naive,430,0.08897464188399833
selection,Restricted Area,beta,row_naive,431,0.004053149660608057
selection,Restricted Area,beta,row_naive,432,0.06262423422095764
selection,Restricted Area,beta,row_naive,433,-0.011926275145279955
selection,Restricted Area,beta,row_naive,434,0.05543727042340947
selection,Restricted Area,beta,row_naive,435,-0.051985456539286504
selection,Restricted Area,beta,row_naive,436,0.043039914552042154
selection,Restricted Area,beta,row_naive,437,0.01630532660041146
selection,Restricted Area,beta,row_naive,438,0.03769759399992641
selection,Restricted Area,beta,row_naive,439,0.06783696525823331
selection,Restricted Area,beta,row_naive,440,-0.04277930043153228
selection,Restricted Area,beta,row_naive,441,-0.029137689054058544
selection,Restricted Area,beta,row_naive,442,-0.018260473284979407
selection,Restricted Area,beta,row_naive,443,0.060246875960204
selection,Restricted Area,beta,row_naive,444,-0.030596714109044566
selection,Restricted Area,beta,row_naive,445,0.02806983741216974
selection,Restricted Area,beta,row_naive,446,-0.014097420451613963
selection,Restricted Area,beta,row_naive,447,0.005268016801716486
selection,Restricted Area,beta,row_naive,448,0.02186021296394037
selection,Restricted Area,beta,row_naive,449,0.0784305049392364
selection,Restricted Area,beta,row_naive,450,-0.016650112181564196
selection,Restricted Area,beta,row_naive,451,-0.08799963621249339
selection,Restricted Area,beta,row_naive,452,0.0690265924296593
selection,Restricted Area,beta,row_naive,453,0.08422092707952811
selection,Restricted Area,beta,row_naive,454,-0.06299887239009143
selection,Restricted Area,beta,row_naive,455,-0.0392656962438812
selection,Restricted Area,beta,row_naive,456,-0.027045697094721533
selection,Restricted Area,beta,row_naive,457,0.027343336780623492
selection,Restricted Area,beta,row_naive,458,-0.029514468099422906
selection,Restricted Area,beta,row_naive,459,0.017820359764170717
selection,Restricted Area,beta,row_naive,460,-0.020636532802102227
selection,Restricted Area,beta,row_naive,461,-0.08594399125895304
selection,Restricted Area,beta,row_naive,462,0.015765013139653884
selection,Restricted Area,beta,row_naive,463,0.0338936231173657
selection,Restricted Area,beta,row_naive,464,0.0018794752841360329
selection,Restricted Area,beta,row_naive,465,0.02453878493661957
selection,Restricted Area,beta,row_naive,466,0.0035219902893644643
selection,Restricted Area,beta,row_naive,467,0.012382783322248184
selection,Restricted Area,beta,row_naive,468,-0.019418567172570986
selection,Restricted Area,beta,row_naive,469,-0.02323061256666991
selection,Restricted Area,beta,row_naive,470,0.05489014524027489
selection,Restricted Area,beta,row_naive,471,-0.07083023221412812
