dR2_M,dR2_OxM,stage
0.00013642385595391548,0.0001659094765018576,C_drop2021_load_stage
4.5205461599584496e-06,4.6035006555755764e-05,C_drop2021_load_stage
2.060053829189279e-06,4.517996683106595e-06,C_drop2021_load_stage
0.000186179888612803,0.00026112132217326334,C_drop2021_load_stage
2.21805649431861e-05,2.1118063615266358e-05,C_drop2021_load_stage
2.0365364261643037e-07,5.435893533634051e-06,C_drop2021_load_stage
0.00012335163077303868,0.00015073111407604145,C_drop2021_load_stage
0.00024826114371168106,3.759432275829422e-05,C_drop2021_load_stage
1.1778181008281763e-07,6.2269061603670295e-06,C_drop2021_load_stage
6.886085059942815e-07,3.1649166981728705e-05,C_drop2021_load_stage
9.16824513950143e-05,3.565017575701823e-06,C_drop2021_load_stage
3.1015629817776613e-06,3.238686540241176e-05,C_drop2021_load_stage
0.0002327195494491452,4.1114819174681294e-05,C_drop2021_load_stage
0.00014196275265754288,4.784093883192231e-05,C_drop2021_load_stage
5.5549647962060966e-05,5.595184431372857e-05,C_drop2021_load_stage
6.452193151984531e-07,1.096221628527072e-05,C_drop2021_load_stage
7.171547685702606e-07,0.00011738831879304357,C_drop2021_load_stage
8.11885086370312e-05,2.232606718233221e-05,C_drop2021_load_stage
8.004430957209152e-05,8.763157126212562e-05,C_drop2021_load_stage
0.00016000516682579402,8.877589211908621e-05,C_drop2021_load_stage
0.00013831250687457164,1.54354906719556e-05,C_drop2021_load_stage
9.729084706244784e-05,1.6495765271740126e-05,C_drop2021_load_stage
0.00010117385279573288,2.3562995075110393e-06,C_drop2021_load_stage
5.697146360894578e-05,0.00012681352226528997,C_drop2021_load_stage
0.00023569993883154616,7.976908514006897e-05,C_drop2021_load_stage
0.0001679557164816492,4.2935102127272806e-05,C_drop2021_load_stage
1.8659973156642806e-05,2.9069184810270876e-05,C_drop2021_load_stage
1.9586192690823623e-05,1.3557717887358045e-05,C_drop2021_load_stage
0.00011704110857335692,9.253882181481377e-05,C_drop2021_load_stage
4.4322206140146037e-05,2.2448761855753396e-05,C_drop2021_load_stage
0.0006964808102285502,0.0002261559401676161,C_drop2021_load_stage
3.495860446023347e-05,3.0439044328756104e-05,C_drop2021_load_stage
9.690274180396141e-05,1.0173971240368118e-05,C_drop2021_load_stage
0.00018034179124659655,8.155109173213493e-05,C_drop2021_load_stage
0.00012074829220520833,4.5274114627291695e-06,C_drop2021_load_stage
9.929407377540223e-06,4.1763688081619676e-05,C_drop2021_load_stage
0.0003984890705472921,1.7645373445285273e-05,C_drop2021_load_stage
3.4480799599112544e-05,0.00011443844402014847,C_drop2021_load_stage
4.324915570119714e-07,5.714031934400676e-05,C_drop2021_load_stage
3.4407352727305884e-05,3.8472283053647693e-05,C_drop2021_load_stage
1.0068299988508222e-05,0.00030996906910818467,C_drop2021_load_stage
1.5969465130494243e-05,2.4330478990863824e-05,C_drop2021_load_stage
0.0002892106567372599,5.278679450215762e-05,C_drop2021_load_stage
9.757987854241978e-05,5.401144556049786e-07,C_drop2021_load_stage
1.1676680629513214e-05,0.00014592230865073663,C_drop2021_load_stage
0.00012419188471834985,8.945701074347667e-07,C_drop2021_load_stage
1.0569759190115491e-07,1.8177686341713795e-05,C_drop2021_load_stage
5.0463498364683446e-05,3.7249680118200956e-08,C_drop2021_load_stage
0.00011900939258924215,0.00011178168523118259,C_drop2021_load_stage
1.0237460413398125e-05,0.0001142853603318672,C_drop2021_load_stage
0.0003010968141282655,0.0003734079434982718,C_drop2021_load_stage
2.54528184417957e-07,8.359552092362943e-05,C_drop2021_load_stage
5.8750763106241166e-05,1.6618697392667414e-06,C_drop2021_load_stage
0.0003751102053386468,3.642885684773667e-06,C_drop2021_load_stage
9.598062396121154e-05,1.1573410697240938e-05,C_drop2021_load_stage
1.263422313468876e-05,1.4427901493530015e-06,C_drop2021_load_stage
6.496178248516227e-05,8.662153692129415e-05,C_drop2021_load_stage
8.807839092628278e-06,6.7075865437638e-05,C_drop2021_load_stage
1.1805439845025134e-05,3.5290235492091426e-05,C_drop2021_load_stage
8.171990374028493e-05,2.7284733011168072e-05,C_drop2021_load_stage
1.1509579672330794e-05,7.797157317712688e-05,C_drop2021_load_stage
1.797247861645701e-08,0.00015762753737036395,C_drop2021_load_stage
0.0001851542169908349,4.38280664257773e-05,C_drop2021_load_stage
5.837746730641413e-05,5.066330101666239e-06,C_drop2021_load_stage
2.6004717283201195e-05,2.2761867557452575e-07,C_drop2021_load_stage
2.328969493436972e-05,1.4656478345087542e-05,C_drop2021_load_stage
1.0078435613292136e-05,1.3508656003802244e-06,C_drop2021_load_stage
0.00016980947800526724,4.975420982611389e-05,C_drop2021_load_stage
4.3539900452693736e-05,9.365896778135152e-07,C_drop2021_load_stage
6.728836843938879e-06,3.1840540959393593e-07,C_drop2021_load_stage
0.0003473721080320402,3.2273450909836576e-05,C_drop2021_load_stage
2.9448103289198002e-08,2.0866316828183074e-05,C_drop2021_load_stage
7.483991720280692e-05,0.000222077795801634,C_drop2021_load_stage
6.075431904117856e-05,6.201710740172395e-06,C_drop2021_load_stage
1.8616191360010248e-05,0.0002946528107594659,C_drop2021_load_stage
0.00011513284811315305,6.859447997575874e-05,C_drop2021_load_stage
4.308813557241109e-05,2.9557578298256004e-06,C_drop2021_load_stage
0.00014975722746657372,4.2600101797907186e-05,C_drop2021_load_stage
1.1569772780939402e-06,0.00023564033003609097,C_drop2021_load_stage
2.088655821530505e-05,0.0008806429906731417,C_drop2021_load_stage
0.00021812873275339761,0.0003074541251804064,C_drop2021_load_stage
8.49171564446527e-05,2.0583270776697304e-06,C_drop2021_load_stage
1.881277249349278e-05,9.663012275351601e-05,C_drop2021_load_stage
3.883525533898702e-05,2.5332343131179158e-05,C_drop2021_load_stage
0.00028218042097449825,1.4426454621019325e-05,C_drop2021_load_stage
8.060599453463269e-07,1.9748666932883907e-05,C_drop2021_load_stage
8.797801775983771e-07,2.315100524941105e-05,C_drop2021_load_stage
0.00013404834582020353,0.00011088733759334612,C_drop2021_load_stage
0.00016210708377506489,5.916032818187311e-06,C_drop2021_load_stage
0.00020244654069112578,2.8677287549627728e-05,C_drop2021_load_stage
9.182276508923337e-06,0.0001298368317181886,C_drop2021_load_stage
0.00010041184599729469,1.8649153784133787e-05,C_drop2021_load_stage
2.2420942212386663e-05,5.832399129557242e-05,C_drop2021_load_stage
4.860769570158574e-05,0.0002354841494238702,C_drop2021_load_stage
2.817560874313063e-05,1.0483475951672538e-05,C_drop2021_load_stage
2.037582031377827e-05,0.00011262851362137116,C_drop2021_load_stage
6.82438144883335e-08,0.00011670109967476527,C_drop2021_load_stage
0.00017363140244142095,5.5760319093045574e-05,C_drop2021_load_stage
0.0004940321444522056,0.0003348136690536352,C_drop2021_load_stage
3.0230564171951357e-06,0.00011415813395643237,C_drop2021_load_stage
1.819942660830076e-05,6.997743396530698e-05,C_drop2021_load_stage
0.00047906897291216666,0.00011889183247837387,C_drop2021_load_stage
0.00019758494352084544,0.0001885270178557663,C_drop2021_load_stage
4.649370049958357e-06,1.1310979943113253e-05,C_drop2021_load_stage
9.840383061188174e-05,1.0518633155154333e-05,C_drop2021_load_stage
0.00010816158763859995,1.9985768904717816e-05,C_drop2021_load_stage
2.555947844928852e-06,0.0002699327421610276,C_drop2021_load_stage
4.18399452750684e-07,1.7703359039833444e-06,C_drop2021_load_stage
0.00015320683570674287,0.00014897511882050463,C_drop2021_load_stage
8.899837429277024e-05,0.00028551068398130486,C_drop2021_load_stage
2.9977325698316015e-05,6.988039593758266e-06,C_drop2021_load_stage
3.820278770405583e-05,8.084897363636045e-05,C_drop2021_load_stage
1.667030179364204e-05,0.0002669397155237174,C_drop2021_load_stage
0.0001985707921432489,3.821828535532923e-06,C_drop2021_load_stage
0.00020297877580777168,5.7210537685481455e-05,C_drop2021_load_stage
3.841042439667319e-08,7.043345488655373e-05,C_drop2021_load_stage
2.5102994641867937e-06,0.0001560388736242535,C_drop2021_load_stage
2.266687474572482e-05,4.674886667832556e-05,C_drop2021_load_stage
0.00015475695485511753,1.1631421961366684e-05,C_drop2021_load_stage
0.0007020001287612043,0.00018581112830751145,C_drop2021_load_stage
0.00012384737812554114,8.995300414704754e-05,C_drop2021_load_stage
9.875105214218749e-06,0.0003642809640878042,C_drop2021_load_stage
0.00015085841920281506,5.666435558748795e-05,C_drop2021_load_stage
3.360875523639173e-05,4.027146605267706e-05,C_drop2021_load_stage
6.208988910361146e-05,6.7111466257596675e-06,C_drop2021_load_stage
2.373144423750695e-06,3.3763476166015494e-06,C_drop2021_load_stage
6.5391078362120325e-06,0.000156949167745557,C_drop2021_load_stage
0.00025963060005540495,0.00031326767866413086,C_drop2021_load_stage
6.216207136922058e-05,4.5457125457115666e-05,C_drop2021_load_stage
4.6395726227554945e-05,7.233207126511321e-05,C_drop2021_load_stage
0.00010408825021712698,1.3736393333907415e-06,C_drop2021_load_stage
0.00011372253550812061,0.0003611421850253649,C_drop2021_load_stage
2.921685726686718e-08,0.00013555344572024897,C_drop2021_load_stage
0.0001190312464822707,1.5526851428804278e-05,C_drop2021_load_stage
3.237141381096098e-05,5.815584374391225e-05,C_drop2021_load_stage
5.591636191693006e-05,2.616864001492303e-06,C_drop2021_load_stage
3.782063329182961e-08,7.220392608497939e-05,C_drop2021_load_stage
3.02112155585732e-05,9.092718198910887e-05,C_drop2021_load_stage
8.815187435562422e-07,0.0001138268079676763,C_drop2021_load_stage
6.793970144802763e-06,0.00019756271780169143,C_drop2021_load_stage
0.0001125376605787265,9.774451330346601e-05,C_drop2021_load_stage
0.00017908135186550656,0.0003457267281310461,C_drop2021_load_stage
1.0311060455459042e-05,2.507149235109196e-06,C_drop2021_load_stage
0.00014024477192386975,8.151807666778588e-06,C_drop2021_load_stage
0.0001398591847553421,7.594962995960408e-06,C_drop2021_load_stage
5.459796374818193e-05,6.996929022951015e-06,C_drop2021_load_stage
6.369550220597375e-09,1.5283698578172356e-05,C_drop2021_load_stage
5.796964954452033e-05,0.00022686759355727837,C_drop2021_load_stage
3.436201654161142e-05,7.397688844723582e-06,C_drop2021_load_stage
3.7319180642425565e-06,9.897589521301597e-07,C_drop2021_load_stage
4.377223335227942e-05,0.00013945967773676404,C_drop2021_load_stage
7.986986722330336e-06,3.263798852626287e-05,C_drop2021_load_stage
1.921889206668581e-07,1.7717240890502417e-05,C_drop2021_load_stage
8.135974933543011e-05,0.00020625591677214672,C_drop2021_load_stage
5.7758965348320146e-05,2.959643914790533e-05,C_drop2021_load_stage
6.206198988056855e-08,5.140637662215397e-07,C_drop2021_load_stage
8.30887352198939e-05,3.614303847876421e-06,C_drop2021_load_stage
1.6507717740532613e-05,0.00045153916011997364,C_drop2021_load_stage
5.840995220041112e-05,0.0002469978966802566,C_drop2021_load_stage
5.051950806578276e-07,2.7441376174719423e-06,C_drop2021_load_stage
6.746721327832716e-05,0.00020040660990428005,C_drop2021_load_stage
0.00013804873383382876,1.912892129585231e-06,C_drop2021_load_stage
8.065699491233147e-05,1.3538303855753497e-07,C_drop2021_load_stage
6.707510087078372e-05,3.0812061260543366e-05,C_drop2021_load_stage
1.6276346393895302e-05,2.417243701202665e-06,C_drop2021_load_stage
0.0001300081102111328,0.00033048694887771735,C_drop2021_load_stage
0.00041901174395431173,0.0001879456237805499,C_drop2021_load_stage
2.0730660796330902e-05,5.0927337997275224e-05,C_drop2021_load_stage
3.085130689861604e-05,6.36824290854987e-05,C_drop2021_load_stage
4.751769397404182e-06,4.76320599949176e-05,C_drop2021_load_stage
0.0001798499812232235,0.00021720678018155581,C_drop2021_load_stage
1.3907154175707426e-05,0.00027756934441347525,C_drop2021_load_stage
0.00025635277305402493,4.747676719329963e-05,C_drop2021_load_stage
6.341870895776314e-05,3.471131611143541e-05,C_drop2021_load_stage
7.377775702266387e-05,0.00010325017092327471,C_drop2021_load_stage
8.315342758802302e-08,3.84504415895659e-06,C_drop2021_load_stage
9.571109906070241e-06,2.8164488484083705e-05,C_drop2021_load_stage
2.1846686918292058e-05,6.59013598122149e-05,C_drop2021_load_stage
0.00012819038631317614,8.280537437099778e-05,C_drop2021_load_stage
0.0001657997367506825,0.0003113092268758333,C_drop2021_load_stage
3.991050797624851e-06,4.468048272165959e-05,C_drop2021_load_stage
1.0625772737027361e-05,4.058730067613148e-05,C_drop2021_load_stage
3.5482690943888784e-05,0.000384994693596874,C_drop2021_load_stage
3.9701472087649847e-07,3.130711721410773e-05,C_drop2021_load_stage
3.632061336800163e-06,9.332686677909763e-07,C_drop2021_load_stage
8.832229440969286e-05,1.8222644138088384e-07,C_drop2021_load_stage
2.035979062620097e-05,0.0004791366460300539,C_drop2021_load_stage
1.6385640810856472e-07,4.3141490997378185e-06,C_drop2021_load_stage
3.553091211905279e-05,7.226224430312289e-05,C_drop2021_load_stage
0.00013273854079831615,0.0001926142815680265,C_drop2021_load_stage
1.8436173968572334e-06,5.967533330963892e-05,C_drop2021_load_stage
0.0006074693565210065,0.0003815145932615227,C_drop2021_load_stage
3.7328046132878434e-05,2.2443083985801415e-05,C_drop2021_load_stage
7.874244220007487e-05,1.9826882595275208e-05,C_drop2021_load_stage
0.00018363326431170002,3.223732769486176e-05,C_drop2021_load_stage
1.863521948120006e-05,0.0001021032145588352,C_drop2021_load_stage
4.2668080932672936e-05,0.00035220719107653675,C_drop2021_load_stage
4.480892525504654e-05,1.826540738469884e-05,C_drop2021_load_stage
6.064955072604405e-07,0.000144922376496881,C_drop2021_load_stage
5.051333433980787e-06,9.004898830167196e-05,C_drop2021_load_stage
0.0001058850854744886,0.00018188388209583461,C_drop2021_load_stage
2.0836925429423836e-05,6.576240795008736e-05,C_drop2021_load_stage
6.61732308655516e-05,0.00012775866685477144,C_drop2021_load_stage
0.00019730955431151997,0.00018847693347123773,C_drop2021_load_stage
0.00016015053810169988,0.0002147811389974219,C_drop2021_load_stage
0.00041890295974300606,5.045431850914106e-05,C_drop2021_load_stage
1.7848628264260924e-06,0.00014993978552901854,C_drop2021_load_stage
4.060921299453568e-06,1.9272486338928196e-05,C_drop2021_load_stage
1.1021138534017538e-06,5.8044544722579694e-05,C_drop2021_load_stage
1.1876343321004512e-06,3.9120657535085535e-05,C_drop2021_load_stage
1.0234053857804959e-05,1.415670624060894e-07,C_drop2021_load_stage
9.246387432826353e-06,0.00026599719591013926,C_drop2021_load_stage
2.2372156557981526e-05,1.8401669377499097e-05,C_drop2021_load_stage
5.539813182298126e-06,3.557473229109931e-05,C_drop2021_load_stage
3.08308109925326e-05,1.0082251440612922e-05,C_drop2021_load_stage
1.612868193445749e-07,9.427184714971837e-06,C_drop2021_load_stage
0.00046204431358720655,3.509639719101454e-05,C_drop2021_load_stage
5.682322623434821e-05,0.00013577967785716183,C_drop2021_load_stage
0.00018965359906064627,5.394898579713647e-05,C_drop2021_load_stage
7.504672068581186e-05,7.201388460553737e-06,C_drop2021_load_stage
1.822854655375572e-05,8.307303712207226e-05,C_drop2021_load_stage
0.000142652697629142,0.00011012647678865228,C_drop2021_load_stage
