source,key,value,screen,classification,evidence,effect_carrying_null
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.STEP_3_does_it_reach_points.history_floor_sensitivity[5].history_minutes_floor,10.0,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.STEP_3_does_it_reach_points.history_floor_sensitivity[6].history_minutes_floor,15.0,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.STEP_3_does_it_reach_points.history_floor_sensitivity[7].history_minutes_floor,15.0,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.STEP_3_does_it_reach_points.history_floor_sensitivity[8].history_minutes_floor,20.0,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.STEP_3_does_it_reach_points.history_floor_sensitivity[9].history_minutes_floor,20.0,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.controls.perturbation_check_G03.frac_cells_detected_p_correct_lt_05,0.20833333333333334,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E0_I0029_freethrow_hurdle\FINDINGS.json,.controls.floor_of_resolution,0.00018098620735995002,E0_I0029_freethrow_hurdle,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.minutes_floor_grid[0],0.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.minutes_floor_grid[1],10.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.minutes_floor_grid[2],15.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.minutes_floor_grid[3],20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.minutes_floor_grid[4],25.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.minutes_floor_grid[5],30.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.preregistration.headline_floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_1_MINUTES_FLOOR.the_floor_DOES_do_something_real.ppm_sd_floor0,0.26394954724596914,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_1_MINUTES_FLOOR.the_floor_DOES_do_something_real.ppm_sd_floor30,0.20560989574863267,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_1_MINUTES_FLOOR.the_floor_DOES_do_something_real.n_floor0,13879.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_1_MINUTES_FLOOR.the_floor_DOES_do_something_real.n_floor30,3804.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_2_POOLING.preregistered_verdict_at_headline_floor.floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[0].floor,0.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[1].floor,0.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[2].floor,0.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[3].floor,0.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[4].floor,0.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[5].floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[6].floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[7].floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[8].floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0021_heterogeneity_diagnostic\FINDINGS.json,.STEP_4_SINGLE_PLAYER_CEILING.per_player[9].floor,20.0,E1_I0021_heterogeneity_diagnostic,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_preregistration.dimensions.history_minutes_floors[0],0.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_preregistration.dimensions.history_minutes_floors[1],5.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_preregistration.dimensions.history_minutes_floors[2],10.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_preregistration.dimensions.history_minutes_floors[3],15.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_surface_shape.RATIO_OF_PRIOR_SUMS_vs_MEAN_OF_PRIOR_RATIOS.by_floor[0].floor,0.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_surface_shape.RATIO_OF_PRIOR_SUMS_vs_MEAN_OF_PRIOR_RATIOS.by_floor[1].floor,5.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_surface_shape.RATIO_OF_PRIOR_SUMS_vs_MEAN_OF_PRIOR_RATIOS.by_floor[2].floor,10.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.step2_surface_shape.RATIO_OF_PRIOR_SUMS_vs_MEAN_OF_PRIOR_RATIOS.by_floor[3].floor,15.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[0].eval_row_minutes_floor,0.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[1].eval_row_minutes_floor,5.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[2].eval_row_minutes_floor,10.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[3].eval_row_minutes_floor,15.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[4].eval_row_minutes_floor,20.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[5].eval_row_minutes_floor,24.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[6].eval_row_minutes_floor,0.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[7].eval_row_minutes_floor,5.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[8].eval_row_minutes_floor,10.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[9].eval_row_minutes_floor,15.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[10].eval_row_minutes_floor,20.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[11].eval_row_minutes_floor,24.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[12].eval_row_minutes_floor,0.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[13].eval_row_minutes_floor,5.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[14].eval_row_minutes_floor,10.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[15].eval_row_minutes_floor,15.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[16].eval_row_minutes_floor,20.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[17].eval_row_minutes_floor,24.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[18].eval_row_minutes_floor,0.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[19].eval_row_minutes_floor,5.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[20].eval_row_minutes_floor,10.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[21].eval_row_minutes_floor,15.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[22].eval_row_minutes_floor,20.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0022_optimal_simple_estimator\FINDINGS.json,.controls_and_traps.evaluation_row_minutes_floor_robustness[23].eval_row_minutes_floor,24.0,E1_I0022_optimal_simple_estimator,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.machinery_checks.analytic_mde_vs_simulated_median_ratio_familywise,0.989142551355554,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.machinery_checks.analytic_mde_vs_simulated_median_ratio_percell,0.9841549492423018,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.benchmarks.only_prior_resolution_figure_D097[0],0.00016,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.benchmarks.only_prior_resolution_figure_D097[1],0.00022,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[0].mde80_fw_median,0.0059190074933618,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[0].mde80_fw_p25,0.0042084522764523,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[0].mde80_fw_p75,0.0111302656822462,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[1].mde80_fw_median,0.0043717947519181,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[1].mde80_fw_p25,0.0026548723001223,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[1].mde80_fw_p75,0.0084484790290096,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[2].mde80_fw_median,0.0028382530805148,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[2].mde80_fw_p25,0.0016133898494869,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[2].mde80_fw_p75,0.0050232220124966,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[3].mde80_fw_median,0.0020533384611541,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[3].mde80_fw_p25,0.0012496291421718,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[3].mde80_fw_p75,0.0028368725747254,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[4].mde80_fw_median,0.0018464150869774,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[4].mde80_fw_p25,0.0013770888650828,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[4].mde80_fw_p75,0.0053164471433962,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[5].mde80_fw_median,0.0016908915090831,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
C:\Users\jgallagher\wnba-betting-model\.claude\worktrees\player-model-program\experiments\exploration\E1_I0026_detection_floor\FINDINGS.json,.retrospective.by_screen[5].mde80_fw_p25,0.0011583412136609,E1_I0026_detection_floor,INJECTION_OR_OTHER,,False
