draw,maxz_null
539,4.884719892922533
540,4.425644363106116
541,4.261054641340684
542,4.6763248849958625
543,4.106360578004926
544,2.911145209419575
545,3.142645577886137
546,3.8067566497006835
547,2.149727045249317
548,5.992762174170707
549,5.882860827835084
550,3.6259970523991636
551,3.023666363750945
552,6.806583068533398
553,3.4877605589145864
554,3.1043374779197164
555,4.055615747471119
556,4.233369958070293
557,5.254414445192456
558,3.1302822245019155
559,4.854935967460636
560,3.6982424041302453
561,4.992693041829364
562,3.4734454879884944
563,4.09932464794023
564,3.3098494376574368
565,3.8143606810258834
566,1.9789789278880203
567,3.740813862166714
568,4.608158728659345
569,4.76016693684099
570,4.839113312626104
571,2.7718642755309646
572,2.603923824522903
573,3.7847867077668527
574,2.0427948539630134
575,4.759710905495157
576,3.1242873336272026
577,4.4020469686302555
578,5.9535368986602935
579,3.929571355172758
580,3.548066877679246
581,4.638178104106192
582,4.618483048865993
583,5.327085173594888
584,4.242954988387825
585,5.645902827172064
586,4.780728605092715
587,4.712782123158872
588,3.554409760523533
589,2.5861360080208264
590,2.594575751877828
591,4.016731201503922
592,4.224791943821348
593,3.22495048765524
594,3.833674057643597
595,4.262962268797268
596,4.933052436708991
597,4.213502662116306
598,7.927142040418033
599,6.182473546351228
