draw,maxt_N1_within,maxt_N2_entity_swap
67,3.0575978516076927,2.9846616296386843
68,4.643032933968798,2.3108902156084654
69,2.1869481209372967,4.1603171097251455
70,5.492884640929752,5.445408875221458
71,3.372209720426058,3.435444808096482
72,3.105595145420757,3.019905346851361
73,3.5793396187335613,3.7019695105755135
74,4.855311229765375,5.755251921258753
75,4.729233412144214,4.279390118835821
76,3.5466414429722546,5.506534377372995
77,3.8242257042644945,3.8212788677791987
78,4.749462537488418,1.6725350791627525
79,4.089105609409768,5.540230457908299
80,4.249468005587593,2.523435437407922
81,4.951290554982055,6.74472284344639
82,2.8945532179927946,7.261590719191896
83,4.008542010795722,1.8576876462031244
84,5.628678042284453,3.891215149116151
85,4.726275354921783,4.425369023426984
86,4.03320256071063,3.0425159489491667
87,4.37337533214081,3.907013681644579
88,6.018131700335566,2.8028549977146335
89,3.1306566138843785,5.306596294919874
90,3.590735505576384,5.077665414431404
91,3.3274944857664943,3.689617114768837
92,3.1857153805008536,4.838565306269948
93,6.3232427549126164,5.860778110588856
94,2.929595642965942,2.709786862507085
95,3.0947737715318073,5.722805380184754
96,3.728091641454155,3.0356296151582822
97,5.218622152760729,2.7852311579014652
98,4.954006259595851,3.3109051142911143
99,6.994044354567778,3.554732692767082
100,6.761362607313464,4.861152770736317
101,5.386063982680149,4.041852339977982
102,6.460914713290297,6.192901774545433
103,3.707615603141634,3.9984617760152936
104,3.1132643620334566,3.7604987090885014
105,3.2005805471364823,2.928613351893225
106,4.972211616653811,6.72305045412408
107,5.496956943441973,5.906138379403174
108,3.4587645990136537,2.8064624695823737
109,2.7400753160798987,4.534343375112271
110,1.9241230976622066,10.577846113448993
111,3.023149779064725,7.2425074514309955
112,4.9698664979767075,7.0335690945437985
113,2.5998334966044134,4.521744625825702
114,5.82141627836141,5.7012675061508284
115,3.7142389141309446,2.719046247818545
116,3.331800161840871,3.147109700547955
117,2.216018607729583,4.677600583164888
118,6.038618079333292,3.087083315994759
119,2.591211483007492,3.20821355817192
120,3.718011303961411,4.4130384767700965
121,3.5838950691408766,4.0930633047308564
122,3.0242925668332012,2.603045852166792
123,3.2347021118078323,3.176492961205885
124,3.8187182700035907,2.230513583409833
125,3.8948851029389675,4.47769663884875
126,3.2880058965190826,3.4996367593475695
127,8.402371597435376,2.480735629566588
128,4.631186151373957,5.372914142593105
129,4.289223835309463,10.326575989370289
130,4.400613026341162,5.815195138529786
131,4.250657989309786,6.515568466193874
132,2.2836563050856817,2.719590329627619
133,5.498236693574786,4.666585392091281
134,2.805542783392588,4.665665372279573
135,3.9427801580097275,3.8247554700928736
136,3.9039595309506714,6.821300304710109
137,3.7561966333163217,3.789659873764936
138,3.8850479038074623,3.615593568815884
139,4.071241856870184,3.3609811023688954
140,6.072160684950744,3.3160700290480647
141,2.6869225540783863,2.348181070223405
142,3.662624774284292,6.329400810135555
143,3.7727717385910315,4.138534614598686
144,4.335992353193904,3.483671658896506
145,3.7699199066370834,3.2873639074620717
146,3.1353120678023334,4.638616230767219
147,2.6900176889105825,4.544202683301074
148,2.6351648166342616,3.2469640051862667
149,2.5908526247038277,3.607004046242352
150,4.658320759549397,3.1344499172100693
151,5.649558520303459,3.285790134031148
152,3.9171857151138294,4.825230531273212
153,7.688727813757466,5.1964643468476135
154,2.575694574474773,4.959819519147095
155,3.6449376683529833,2.1331181082618302
156,6.0397563572967305,4.121768945029878
157,5.854438435558164,10.505397541056224
158,4.354412604937453,3.344657249327284
159,7.075904329108399,3.64323843285184
160,2.8752239865014424,5.073458082465868
161,6.1004406529426305,2.9666016007154496
162,3.2421347250734405,6.583691447750997
163,5.202612108175541,5.171413009771287
164,6.642622770624249,2.985910419291745
165,1.865607356282819,5.426648196801359
166,4.944044858059954,4.0165796232369075
167,4.318217514975337,3.2692925867875267
168,5.969651380197388,4.218902755694534
169,7.767642266727519,7.229207749412246
170,2.9363680811444146,5.7000548962348185
171,3.4864695619026107,7.024597575012277
172,3.2632067805697162,5.678864535898806
173,2.7605727451962414,3.1720330481570067
174,3.4129929576892617,7.9122536543058555
175,5.084160780107323,6.432497629529752
176,3.32989333245604,5.392844119173121
177,7.5411863810211575,2.3258023220642796
178,3.4998627392375843,6.171935426084252
179,3.728641044996706,3.20405089074799
180,3.320274371217058,6.578423054403819
181,6.166167383991675,2.7701308217674034
182,4.089252484537885,4.415775766629531
183,2.6201330331070887,3.7146714023780207
184,3.55101881835017,5.539742880465458
185,6.53391261416378,2.4316300097529573
186,3.1015803741642176,3.5677973202731614
187,4.845521398584412,5.163652196649669
188,4.056586454341425,4.581194826842748
189,4.966590478698525,3.669345577682662
190,3.861202389412696,3.904260875944363
191,4.181298303614435,5.129303217848346
192,3.635912985663874,6.544424405019693
193,3.6442152299610298,5.005521541881404
194,3.8490236908275697,3.455169849466595
195,4.485544955129938,3.1758227110075214
196,3.0626507761973976,3.8670633663450227
197,3.932966177010602,4.514875602099248
198,3.2955757298599426,6.214073873982783
199,3.108468636338606,6.862573131118494
200,2.3157569135158145,4.857808581466331
201,3.3709531792916443,6.700622058286446
202,4.081466322926879,3.9010295869759175
203,4.520977418432317,3.1852282052943335
204,3.3702178485163254,5.537373969705979
205,4.19335119066194,5.436958370380685
206,3.5969261578694165,3.4375789418763394
207,2.7346078915050698,4.985818367925741
208,4.306317232803211,9.13314531143717
209,5.060853728849312,6.0968339561285525
210,5.353585549099749,4.611116685936626
211,2.640651753755424,4.102359117969048
212,7.417293426652764,3.870139730789131
213,2.0877284148374082,4.050360768253989
214,3.253892837744638,2.838604225828922
215,4.775754276185461,3.578881765157812
216,5.141396944696738,4.799650580234039
217,4.018191902331156,5.362107253221675
218,4.226149700083814,7.993133275404848
219,4.830683618821392,3.421946394693492
220,3.617610973900408,3.5461751414872498
221,5.495306606829716,2.7527434220051235
222,7.340590961958888,4.369638023980699
223,3.605809652756452,3.0821391019330706
224,2.1245187593613424,5.148734880301341
225,3.859170511861663,6.915436609825678
226,4.2220076356779845,7.983704743321401
227,3.438865084946826,11.303050111541777
228,3.390261130732756,5.546629320094347
229,7.446866433591625,2.668843707547465
230,5.090442240383923,4.322913849875231
231,3.9338678992254548,3.151666054978397
232,5.705255731894742,5.520300894562906
233,3.964719665041102,2.7488167301733664
234,4.230866417871126,5.686776626314302
235,4.189296521912863,4.10401617075918
236,6.093526748179213,8.608037641879273
237,3.3111793937416722,6.235532056380359
238,2.6267570545658434,8.236977042716163
239,3.7832594416881573,4.414788035919043
240,2.1725431069387096,3.5883235023268893
241,5.5367643883381,3.8457341019205167
242,5.6693473193597335,4.070817575003495
243,5.156480438616457,5.624182434165148
244,4.6145087458029534,3.513730311276468
245,3.302066047863577,2.659749768437596
246,3.0236036367444004,4.869047151222292
247,5.39790418215731,6.024834949632484
248,4.669163802186876,2.197596825970304
249,3.3356226159829956,4.242846157174256
250,3.7527702513367407,6.243926762300757
251,5.060416807619036,7.176893127056671
252,4.090691860368612,5.985101853785139
253,4.603941540717669,6.757091091174217
254,5.861109395366264,2.613309427293366
255,6.644479009703447,2.3406089549767546
256,4.521115610220456,8.03176261606354
257,1.9890998894784853,4.051541995029018
258,3.591728260581243,4.30987650851137
259,4.078808449672497,4.2002960835626695
260,4.446744009542206,4.496634598874532
261,3.505792853470653,4.257026287300397
262,3.586587376522899,3.587016723884258
263,3.999078796018974,4.051029724986419
264,3.841019586213293,3.931505438908085
265,4.218189368487822,4.5082493751039365
266,4.624199492496867,3.26686614845432
267,3.601225430552408,5.022816500384655
268,3.5988309784836963,3.232574568661742
269,2.308320229511148,4.986083898378348
270,4.895666934923444,6.000951523034959
271,3.7843155356952862,4.88976505059388
272,3.839773214799993,3.2604005788300006
273,4.068592184331211,4.510755367675556
274,3.898837024263953,3.295349928479048
275,5.580090287031809,4.830568696284918
276,3.9941219294400008,5.0176527388655465
277,2.882875139080668,4.997501226792007
278,2.5393026005136887,4.278873788755496
279,2.7440301803585223,4.292929287774444
280,3.0446248077466955,7.086645866569331
281,3.7469226613540116,5.335568465764314
282,7.224677666590536,3.8218562326954344
283,6.164502745422232,6.485498193185261
284,2.0035360752205897,5.005722019676108
285,5.157015944068597,5.5134525620137635
286,3.796241672844531,3.445791596406015
287,3.158520214861408,3.4255833958461865
288,4.169725283886613,3.2730045408618724
289,2.14215555675332,3.9110821500365622
290,3.158448700304071,1.855683832946162
291,3.606075366876578,7.5129789549976245
292,4.588782613026226,3.1590667573017255
293,3.118369938316982,2.623934591514284
294,4.490352941375707,5.356224708315339
295,6.073196328248003,3.332916822229026
296,4.041612508580307,3.7664285656245404
297,2.5266967700252607,4.9547765109958615
298,2.558178661435614,5.488956029886046
299,4.494572853205034,4.513553371424527
300,3.1446962715038143,3.377830826140843
301,3.2459494131224846,2.6738153823396247
302,6.504099374889885,4.4996347349709716
303,3.554498269627624,4.07748198117143
304,3.8443314549213112,3.3747965867810747
305,5.581887601062345,4.632363051254091
306,4.75945779122008,3.964035855785376
307,4.082859969160609,6.190983129321565
308,4.609108168773036,2.8180354062657615
309,4.472726327407495,3.9967859079992163
310,3.5982236468873,3.9204360208436047
311,3.7163245100535067,3.9871423052544426
312,6.7732387068226,5.5608479418482295
313,3.5342931981925325,5.476277726549809
314,3.7544878551931347,4.903870297043083
315,2.859151521743321,3.4485699560060934
316,3.722866485626024,4.2518457511547405
317,5.52801845521677,3.6672258090507124
318,3.4268174214239613,4.384807793165205
319,5.967713903394273,3.4485483409924
320,4.510904708553951,6.10914268145904
321,2.8891769059444035,4.666517424202464
322,5.0252947209022505,3.004767141295457
323,3.6059039266334865,3.9304311622845316
324,3.7472862044205146,5.145826629130446
325,4.390654947996075,2.746804537925193
326,4.833051679594475,5.483614433212336
327,5.607701892181427,3.8900871013328437
328,3.104482427544175,5.071196616264346
329,4.825858448435044,4.763222067436816
330,3.2931447539866046,4.543053726508084
331,2.7388248436566536,3.8877065556258272
332,4.88325972526921,2.409384315347062
333,5.508688339380859,2.5747165945867057
334,4.0519348240708375,4.957342326491086
335,2.724947359465558,2.6667153756357584
336,6.413437570006221,2.9568729509883926
337,7.6016820333765756,7.089940770921583
338,3.4965402304094066,4.831934473025207
339,4.025624869559544,3.9398741948857325
340,3.494198721679875,6.02291953082637
341,3.2921705581371565,6.64300386866192
342,4.11901346291872,2.948188257019213
343,2.861197384776834,4.954272033925381
344,3.780509674070099,3.2530467295941365
345,4.515389475060921,4.565989919464671
346,2.7940241569001913,5.064442033445786
347,5.541032031565925,6.398729855223726
348,2.4706615444506728,3.7933717572354615
349,5.733912186741746,6.888480702105531
350,2.6870899990726325,3.540440946011231
351,4.360011093321246,6.1782285742829295
352,3.7350408769673518,5.016547268534375
353,2.5653464177086764,3.4144509518297244
354,2.96241844425624,2.472426045065923
355,3.4732809449556674,3.3359264477814614
356,4.792744437733558,4.07550987139562
357,3.4546539264464413,7.476661782453514
358,3.4418084937649973,4.710602562146179
359,5.07471892970759,3.647876188769298
360,4.0380053127745015,3.7812172121266214
361,1.9624669622421977,3.431023608899856
362,3.2430172303581375,5.315289311287557
363,3.555434419025549,3.5429976963812733
364,3.2147597096456693,3.91498802628808
365,3.133928933156239,4.629470949157479
366,3.1335449035116043,4.5295498673925705
367,3.43680463670238,6.162530782588979
368,3.1509813189697913,4.367560188230788
369,3.148687110500428,4.8420713717447965
370,3.7519451793810643,3.7895328746597827
371,2.7994534448099264,2.9210086140606104
372,4.314785529768602,4.4018650607307706
373,3.510151874741193,7.1353037835835265
374,3.580940147375433,4.660946941118868
375,2.449934075865093,2.9044704956258824
376,5.9503573119046465,5.343470837325013
377,2.602204877447184,7.202800860698699
378,5.363032959545476,5.00703015748354
379,3.069211234744235,6.082794679229193
380,3.138866151674441,7.6007569208608405
381,2.5990342908295876,3.0736182403631247
382,6.273258872679871,6.333178800544583
383,3.9386944805249358,3.9762969551198255
384,3.665190854664852,2.863309152972353
385,5.999746385611871,3.853298798406008
386,2.8805552848671954,1.8790411795196955
387,4.963748320893799,2.4369610608436787
388,6.335550406257761,3.491408470794107
389,2.7559829964667317,3.002913500093035
390,3.2063936540561935,3.3753315294041633
391,4.183560660253943,6.000416647523479
392,3.690375032321086,4.288964172757802
393,4.2271866209619375,4.681935316779963
394,4.242024932623237,2.5446674772648183
395,3.633553534674474,6.616698658027229
396,4.1875778059159074,2.4562152848991667
397,3.3482547148478927,3.6178157974088525
398,3.3526769593941825,3.5071160928319394
399,2.9947892351649994,3.613531206748967
400,3.015972237601841,4.636515553706075
401,3.3439998189340066,3.8692354951202326
402,2.7299135136156423,2.9402913827202743
403,3.9228118415133406,6.5099116782546345
404,3.593389449726549,4.2995387699583105
405,3.508942644116875,5.126376120804833
406,3.0308940516677576,4.516440930834136
407,2.4699792027755243,4.627082931271618
408,4.2546350674899855,5.374922265665398
409,4.556393156220893,3.556330084713661
410,2.6064308055416507,5.5551108479237445
411,3.034721177981974,8.060813563683482
412,1.9912244772093173,6.179772718735851
413,2.6148011416615824,4.549621388058863
414,4.847582872590317,3.0789030128885697
415,2.026769039683355,4.721566072338781
416,4.60936493030944,7.466167419938093
417,5.8217918510268705,8.162326384430532
418,4.889573783195297,5.7102915493261825
419,3.6379392193444877,3.2359434077592804
420,5.9814936544293476,3.324646202566035
421,4.971585540893832,2.6743377271728437
422,4.806239615885435,3.122371538249463
423,4.230694267380615,6.488778520599053
424,6.965785172995046,4.403284648183511
425,2.9281419703208855,3.3134854962924805
426,3.304398502124809,7.645517127309865
427,4.951274140008474,4.649151842744013
428,3.433583460803402,2.748249741252843
429,2.5393823178431525,4.309746555714976
430,5.380259403852857,2.441508460427637
431,4.406290800979933,2.4040178176071847
432,4.247300964611365,4.452672382329589
433,4.935189340456284,7.778692441567765
434,3.715811496790456,1.8875017119686295
435,5.3807132570860725,4.536153965275101
436,3.069123671603799,4.584313874402586
437,3.2375892506516157,4.780373006822637
438,5.883779674766414,3.9333586925248003
439,3.400070670578228,6.3518150582959185
440,5.522695050611782,4.95732463724256
441,5.70947684331411,5.363426490849387
442,3.9046425366665676,3.16169978864224
443,3.958638336367081,5.11331155987928
444,3.6661967973817857,7.417745037820506
445,4.4147896582646,6.518455470886444
446,4.84088326055773,5.600175350281776
447,2.3285974488400676,3.304088709051744
448,5.434395613872299,4.742029899966436
449,6.782459486980135,5.615460368891378
450,2.5047639028285507,3.3305929709772633
451,4.3551040169670205,4.2128631215071035
452,8.882016343847146,5.745517628099859
453,4.000376760146735,3.650069998212663
454,4.392169397515533,6.701627846018691
455,5.199592827272016,3.508014596185926
456,2.727620647378883,4.617675125916156
457,2.714357415857273,4.648618985893215
458,5.025128251465247,3.0693384492724487
459,2.6171473778916843,5.509852650348397
460,5.596549727348665,5.7067711520013775
461,4.633522821100246,4.383135629335454
462,3.319821705940061,4.254901514426748
463,4.872739665391374,5.638607317677184
464,3.8765904533539897,4.789609074515732
465,3.2962721358266314,9.234161273051715
466,2.9798531600657543,5.396444908965503
467,3.494044241708482,2.4301568316578694
468,6.831752751676158,5.214235638888292
469,4.289212263887181,4.583030906104092
470,2.2379164741941477,2.9008754764981792
471,3.602579093585055,5.663143892761999
472,4.5432658334691345,6.696972122021889
473,3.219635665158996,2.379387862986086
474,7.6559023464899285,4.139393774334543
475,3.8067829978493695,5.505837030811892
476,2.566602772635884,3.093290709304926
477,3.6390678613977925,7.062267644802249
478,5.456564035865539,4.290554119561378
479,4.298754813401842,6.771797475191717
480,4.733606888499425,7.888388118039728
481,4.158191380234236,3.8902306547963996
482,4.218619458814012,3.8216199816026486
483,4.307573541391731,2.429432233389697
484,3.6884418026164334,5.866916033590219
485,4.346605141224432,6.878054169775567
486,4.165661418504495,6.150492593649636
487,5.4743125680408,4.030154081870367
488,2.679784622959041,4.331570294915274
489,6.16225250556384,2.678031218735027
490,3.8148158991155467,5.780594166816352
491,3.3653085227603494,2.9916082957321812
492,4.399698909304296,4.482453132337371
493,4.933912689816179,3.4516624175947435
494,3.302933070917792,3.7076102337617725
495,2.6173952078376073,4.964098257897995
496,4.902740928109191,4.307235436347432
497,3.378898145284756,2.549124778759117
498,4.586761853401677,4.452677147837815
499,2.699744273698489,3.2032122259199145
500,4.483633455202573,5.4753836353220935
501,2.2652925779100848,5.089196989224116
502,4.907503065832041,2.3497660089802497
503,2.347985913919891,3.595909400886408
504,3.7476263600680886,4.4856841959021265
505,3.8374839544023627,6.888767246102541
506,4.092242613242931,4.046958037362686
507,3.09512504625333,4.918147552829356
508,5.546079154755761,2.3783474373984954
509,3.5819498940134036,6.853685544015567
510,2.3044205192581795,2.6952536041296873
511,5.50877899517905,5.343254148932095
512,4.55957560401153,4.644375485514899
513,4.04141678215353,2.095596642835033
514,5.176226476351803,4.896633973461526
515,2.6774470883665553,4.929450619869908
516,3.1261992254665065,6.517518899272177
517,3.1877554142955926,3.273603207495422
518,5.378542278680492,3.519670090419144
519,6.054543897458124,2.9800977116799947
520,4.741594218777577,5.6271556704952035
521,2.9876579106187977,5.042354958825617
522,6.4952654118983135,4.1050036162965045
523,4.720545107786011,6.242735982434805
524,3.980885372963043,4.231085983826079
525,3.7551107356445934,2.8665779014897224
526,2.7343900033676016,4.6661560931415975
527,12.900878187039458,4.0960949772579855
528,3.833653406220468,5.265814389766255
529,2.1654298037993143,5.643702919946159
530,2.8548603085088264,4.883150055758133
531,4.358204836870544,3.4505224851460836
532,4.10549861128545,4.045821585847896
533,4.27244923262114,2.621191052685825
534,2.424121396996467,5.023016345719733
535,2.57455524240277,2.5761723752242847
536,3.4805091860401807,4.112491144369488
537,2.927725180720621,4.924820232542185
538,3.7119443238630003,7.448256880379788
539,5.390932510737765,3.2291195384631424
540,2.545498717250246,4.5561091930402275
541,3.20733270219996,3.5558863862791426
542,2.2150526696764445,4.250963776590967
543,3.9303772422916246,3.9450039559847663
544,2.6542931098790112,5.795901908955019
545,3.8355195161288553,2.788433436192067
546,3.745851768510386,2.762220709513186
547,3.892935308384278,3.955525049222836
548,3.072792396266405,4.621468849071019
549,2.5080533290720814,4.506944104885348
550,4.7621456312896004,3.5729946952829654
551,5.224526949888631,4.597170358173933
552,2.7317175455219576,5.760575905579485
553,5.211312886272109,4.2228566373335505
554,8.154108847070368,6.441938930130355
555,5.0000450990540415,7.5213988194653965
556,4.12618380997309,2.485836188984382
557,4.044696389306232,2.835164510833409
558,2.8297546924611816,4.191650535923215
559,4.419790441561816,4.128892075334598
560,4.143448761756063,5.749076935301435
561,3.107160093224609,5.243465527313364
562,2.879318397191383,5.377863866434454
563,6.758104500492087,5.0221919924147445
564,2.8999361914686164,3.817594460537822
565,6.27374219367971,3.7480058100113527
566,2.710608146281467,3.881368948495552
567,3.187740669692765,3.8193819321054505
568,4.268476145771082,7.496601403142502
569,2.6977229817127273,3.679027982829966
570,7.071988878347464,3.0291460707994182
571,3.5862520113320335,4.070147971465893
572,3.0166915464896045,6.249839449396871
573,2.934035665249677,3.2390841220287445
574,3.45722330295007,3.333280745617686
575,6.160586035159582,3.1737370597026064
576,3.6812137938770912,4.424414857685473
577,3.48584318301309,3.5315704166374413
578,8.041991060929984,1.8343744214355437
579,3.355206513174879,7.158875876257843
580,4.370347117617391,6.651008938929085
581,3.3743400066048714,3.723270849717798
582,5.853843187854505,4.30996610797171
583,3.195504118977264,4.227464865752004
584,2.0137130480006302,4.492400289369173
585,3.5719903344759083,2.605548081958658
586,3.2271531624804597,3.0913837980284486
587,3.5003329763007023,5.639330562622515
588,3.453709333701104,7.3770763430159105
589,3.004952384577263,5.950080183004108
590,3.252049734771062,3.0795392093939045
591,6.257314279203001,3.6093467783458313
592,3.2422540958311483,3.90796107208074
593,4.866074523495069,4.855128697556648
594,3.1909750778852115,5.366246139224742
595,3.0466487419599546,7.346399935052973
596,5.340879313061904,6.304948704952398
597,4.8142130900804245,3.421279478263875
598,3.809973062676203,4.621787002955466
599,2.975615447034239,4.892177601125407
