team_game_uid,game_id,team_id,game_date,season,season_type,head_coach_named,head_coach_event_present,in_season_change_determinable,prior_head_coach_events,coach_tenure_games,cutoff_valid
1022100017:1611661323,1022100017,1611661323,2021-05-21,2021,Regular Season,False,False,False,0,,False
1022100018:1611661319,1022100018,1611661319,2021-05-21,2021,Regular Season,False,False,False,0,,False
1022100018:1611661320,1022100018,1611661320,2021-05-21,2021,Regular Season,False,False,False,0,,False
1022100019:1611661321,1022100019,1611661321,2021-05-22,2021,Regular Season,False,False,False,0,,False
1022100019:1611661328,1022100019,1611661328,2021-05-22,2021,Regular Season,False,False,False,0,,False
1022100020:1611661313,1022100020,1611661313,2021-05-23,2021,Regular Season,False,False,False,0,,False
1022100020:1611661329,1022100020,1611661329,2021-05-23,2021,Regular Season,False,False,False,0,,False
1022100021:1611661322,1022100021,1611661322,2021-05-23,2021,Regular Season,False,False,False,0,,False
1022100021:1611661325,1022100021,1611661325,2021-05-23,2021,Regular Season,False,False,False,0,,False
1022100022:1611661319,1022100022,1611661319,2021-05-23,2021,Regular Season,False,False,False,0,,False
1022100022:1611661323,1022100022,1611661323,2021-05-23,2021,Regular Season,False,False,False,0,,False
1022100024:1611661313,1022100024,1611661313,2021-05-24,2021,Regular Season,False,False,False,0,,False
1022100024:1611661321,1022100024,1611661321,2021-05-24,2021,Regular Season,False,False,False,0,,False
1022100023:1611661322,1022100023,1611661322,2021-05-25,2021,Regular Season,False,False,False,0,,False
1022100023:1611661325,1022100023,1611661325,2021-05-25,2021,Regular Season,False,False,False,0,,False
1022100025:1611661329,1022100025,1611661329,2021-05-25,2021,Regular Season,False,False,False,0,,False
1022100025:1611661330,1022100025,1611661330,2021-05-25,2021,Regular Season,True,True,True,2,2.0,False
1022100026:1611661323,1022100026,1611661323,2021-05-25,2021,Regular Season,False,False,False,0,,False
1022100026:1611661328,1022100026,1611661328,2021-05-25,2021,Regular Season,False,False,False,0,,False
1022100027:1611661317,1022100027,1611661317,2021-05-26,2021,Regular Season,False,False,False,0,,False
1022100027:1611661319,1022100027,1611661319,2021-05-26,2021,Regular Season,False,False,False,0,,False
1022100028:1611661321,1022100028,1611661321,2021-05-27,2021,Regular Season,False,False,False,0,,False
1022100028:1611661330,1022100028,1611661330,2021-05-27,2021,Regular Season,True,True,True,2,3.0,False
1022100029:1611661322,1022100029,1611661322,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100029:1611661323,1022100029,1611661323,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100030:1611661320,1022100030,1611661320,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100030:1611661329,1022100030,1611661329,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100031:1611661324,1022100031,1611661324,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100031:1611661328,1022100031,1611661328,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100032:1611661319,1022100032,1611661319,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100032:1611661325,1022100032,1611661325,2021-05-28,2021,Regular Season,False,False,False,0,,False
1022100033:1611661313,1022100033,1611661313,2021-05-29,2021,Regular Season,False,False,False,0,,False
1022100033:1611661330,1022100033,1611661330,2021-05-29,2021,Regular Season,True,True,True,2,4.0,False
1022100034:1611661317,1022100034,1611661317,2021-05-29,2021,Regular Season,False,False,False,0,,False
1022100034:1611661321,1022100034,1611661321,2021-05-29,2021,Regular Season,False,False,False,0,,False
1022100035:1611661320,1022100035,1611661320,2021-05-30,2021,Regular Season,False,False,False,0,,False
1022100035:1611661329,1022100035,1611661329,2021-05-30,2021,Regular Season,False,False,False,0,,False
1022100036:1611661319,1022100036,1611661319,2021-05-30,2021,Regular Season,False,False,False,0,,False
1022100036:1611661325,1022100036,1611661325,2021-05-30,2021,Regular Season,False,False,False,0,,False
1022100037:1611661323,1022100037,1611661323,2021-05-30,2021,Regular Season,False,False,False,0,,False
1022100037:1611661324,1022100037,1611661324,2021-05-30,2021,Regular Season,False,False,False,0,,False
1022100038:1611661319,1022100038,1611661319,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100038:1611661323,1022100038,1611661323,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100039:1611661317,1022100039,1611661317,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100039:1611661329,1022100039,1611661329,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100040:1611661320,1022100040,1611661320,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100040:1611661321,1022100040,1611661321,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100041:1611661325,1022100041,1611661325,2021-06-01,2021,Regular Season,False,False,False,0,,False
1022100041:1611661328,1022100041,1611661328,2021-06-01,2021,Regular Season,True,True,True,1,0.0,False
1022100042:1611661313,1022100042,1611661313,2021-06-03,2021,Regular Season,False,False,False,0,,False
1022100042:1611661319,1022100042,1611661319,2021-06-03,2021,Regular Season,False,False,False,0,,False
1022100043:1611661317,1022100043,1611661317,2021-06-03,2021,Regular Season,False,False,False,0,,False
1022100043:1611661329,1022100043,1611661329,2021-06-03,2021,Regular Season,False,False,False,0,,False
1022100044:1611661320,1022100044,1611661320,2021-06-03,2021,Regular Season,False,False,False,0,,False
1022100044:1611661325,1022100044,1611661325,2021-06-03,2021,Regular Season,False,False,False,0,,False
1022100045:1611661324,1022100045,1611661324,2021-06-04,2021,Regular Season,False,False,False,0,,False
1022100045:1611661330,1022100045,1611661330,2021-06-04,2021,Regular Season,True,True,True,2,5.0,False
1022100046:1611661321,1022100046,1611661321,2021-06-04,2021,Regular Season,False,False,False,0,,False
1022100046:1611661328,1022100046,1611661328,2021-06-04,2021,Regular Season,True,True,True,1,1.0,False
1022100047:1611661319,1022100047,1611661319,2021-06-05,2021,Regular Season,False,False,False,0,,False
1022100047:1611661322,1022100047,1611661322,2021-06-05,2021,Regular Season,False,False,False,0,,False
1022100048:1611661320,1022100048,1611661320,2021-06-05,2021,Regular Season,False,False,False,0,,False
1022100048:1611661329,1022100048,1611661329,2021-06-05,2021,Regular Season,False,False,False,0,,False
1022100049:1611661313,1022100049,1611661313,2021-06-05,2021,Regular Season,False,False,False,0,,False
1022100049:1611661323,1022100049,1611661323,2021-06-05,2021,Regular Season,False,False,False,0,,False
1022100050:1611661324,1022100050,1611661324,2021-06-06,2021,Regular Season,False,False,False,0,,False
1022100050:1611661330,1022100050,1611661330,2021-06-06,2021,Regular Season,True,True,True,2,6.0,False
1022100051:1611661321,1022100051,1611661321,2021-06-06,2021,Regular Season,False,False,False,0,,False
1022100051:1611661328,1022100051,1611661328,2021-06-06,2021,Regular Season,True,True,True,1,2.0,False
1022100052:1611661322,1022100052,1611661322,2021-06-08,2021,Regular Season,False,False,False,0,,False
1022100052:1611661324,1022100052,1611661324,2021-06-08,2021,Regular Season,False,False,False,0,,False
1022100055:1611661317,1022100055,1611661317,2021-06-08,2021,Regular Season,False,False,False,0,,False
1022100055:1611661321,1022100055,1611661321,2021-06-08,2021,Regular Season,False,False,False,0,,False
1022100053:1611661328,1022100053,1611661328,2021-06-09,2021,Regular Season,True,True,True,1,3.0,False
1022100053:1611661330,1022100053,1611661330,2021-06-09,2021,Regular Season,True,True,True,2,7.0,False
1022100054:1611661325,1022100054,1611661325,2021-06-09,2021,Regular Season,False,False,False,0,,False
1022100054:1611661329,1022100054,1611661329,2021-06-09,2021,Regular Season,False,False,False,0,,False
1022100056:1611661320,1022100056,1611661320,2021-06-10,2021,Regular Season,False,False,False,0,,False
1022100056:1611661322,1022100056,1611661322,2021-06-10,2021,Regular Season,False,False,False,0,,False
1022100057:1611661328,1022100057,1611661328,2021-06-11,2021,Regular Season,True,True,True,1,4.0,False
1022100057:1611661330,1022100057,1611661330,2021-06-11,2021,Regular Season,True,True,True,2,8.0,False
1022100058:1611661317,1022100058,1611661317,2021-06-11,2021,Regular Season,False,False,False,0,,False
1022100058:1611661321,1022100058,1611661321,2021-06-11,2021,Regular Season,False,False,False,0,,False
1022100059:1611661325,1022100059,1611661325,2021-06-12,2021,Regular Season,False,False,False,0,,False
1022100059:1611661329,1022100059,1611661329,2021-06-12,2021,Regular Season,False,False,False,0,,False
1022100060:1611661320,1022100060,1611661320,2021-06-12,2021,Regular Season,False,False,False,0,,False
1022100060:1611661324,1022100060,1611661324,2021-06-12,2021,Regular Season,False,False,False,0,,False
1022100061:1611661323,1022100061,1611661323,2021-06-13,2021,Regular Season,False,False,False,0,,False
1022100061:1611661328,1022100061,1611661328,2021-06-13,2021,Regular Season,True,True,True,1,5.0,False
1022100062:1611661322,1022100062,1611661322,2021-06-13,2021,Regular Season,False,False,False,0,,False
1022100062:1611661330,1022100062,1611661330,2021-06-13,2021,Regular Season,True,True,True,2,9.0,False
1022100063:1611661319,1022100063,1611661319,2021-06-13,2021,Regular Season,False,False,False,0,,False
1022100063:1611661321,1022100063,1611661321,2021-06-13,2021,Regular Season,False,False,False,0,,False
1022100064:1611661313,1022100064,1611661313,2021-06-13,2021,Regular Season,False,False,False,0,,False
1022100064:1611661317,1022100064,1611661317,2021-06-13,2021,Regular Season,False,False,False,0,,False
1022100065:1611661325,1022100065,1611661325,2021-06-15,2021,Regular Season,False,False,False,0,,False
1022100065:1611661328,1022100065,1611661328,2021-06-15,2021,Regular Season,True,True,True,1,6.0,False
1022100066:1611661324,1022100066,1611661324,2021-06-15,2021,Regular Season,False,False,False,0,,False
1022100066:1611661329,1022100066,1611661329,2021-06-15,2021,Regular Season,False,False,False,0,,False
1022100067:1611661313,1022100067,1611661313,2021-06-15,2021,Regular Season,False,False,False,0,,False
1022100067:1611661319,1022100067,1611661319,2021-06-15,2021,Regular Season,False,False,False,0,,False
1022100068:1611661317,1022100068,1611661317,2021-06-16,2021,Regular Season,False,False,False,0,,False
1022100068:1611661320,1022100068,1611661320,2021-06-16,2021,Regular Season,False,False,False,0,,False
1022100069:1611661325,1022100069,1611661325,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100069:1611661328,1022100069,1611661328,2021-06-17,2021,Regular Season,True,True,True,1,7.0,False
1022100070:1611661322,1022100070,1611661322,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100070:1611661330,1022100070,1611661330,2021-06-17,2021,Regular Season,True,True,True,2,10.0,False
1022100071:1611661323,1022100071,1611661323,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100071:1611661329,1022100071,1611661329,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100072:1611661321,1022100072,1611661321,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100072:1611661324,1022100072,1611661324,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100073:1611661313,1022100073,1611661313,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100073:1611661319,1022100073,1611661319,2021-06-17,2021,Regular Season,False,False,False,0,,False
1022100074:1611661317,1022100074,1611661317,2021-06-18,2021,Regular Season,False,False,False,0,,False
1022100074:1611661320,1022100074,1611661320,2021-06-18,2021,Regular Season,False,False,False,0,,False
1022100075:1611661323,1022100075,1611661323,2021-06-19,2021,Regular Season,False,False,False,0,,False
1022100075:1611661329,1022100075,1611661329,2021-06-19,2021,Regular Season,False,False,False,0,,False
1022100076:1611661322,1022100076,1611661322,2021-06-19,2021,Regular Season,False,False,False,0,,False
1022100076:1611661325,1022100076,1611661325,2021-06-19,2021,Regular Season,False,False,False,0,,False
1022100077:1611661321,1022100077,1611661321,2021-06-19,2021,Regular Season,False,False,False,0,,False
1022100077:1611661324,1022100077,1611661324,2021-06-19,2021,Regular Season,False,False,False,0,,False
1022100078:1611661313,1022100078,1611661313,2021-06-20,2021,Regular Season,False,False,False,0,,False
1022100078:1611661320,1022100078,1611661320,2021-06-20,2021,Regular Season,False,False,False,0,,False
1022100079:1611661321,1022100079,1611661321,2021-06-22,2021,Regular Season,False,False,False,0,,False
1022100079:1611661323,1022100079,1611661323,2021-06-22,2021,Regular Season,False,False,False,0,,False
1022100080:1611661313,1022100080,1611661313,2021-06-22,2021,Regular Season,False,False,False,0,,False
1022100080:1611661329,1022100080,1611661329,2021-06-22,2021,Regular Season,False,False,False,0,,False
1022100081:1611661322,1022100081,1611661322,2021-06-22,2021,Regular Season,False,False,False,0,,False
1022100081:1611661328,1022100081,1611661328,2021-06-22,2021,Regular Season,True,True,True,1,8.0,False
1022100082:1611661324,1022100082,1611661324,2021-06-23,2021,Regular Season,False,False,False,0,,False
1022100082:1611661330,1022100082,1611661330,2021-06-23,2021,Regular Season,True,True,True,2,11.0,False
1022100083:1611661321,1022100083,1611661321,2021-06-24,2021,Regular Season,False,False,False,0,,False
1022100083:1611661325,1022100083,1611661325,2021-06-24,2021,Regular Season,False,False,False,0,,False
1022100084:1611661313,1022100084,1611661313,2021-06-24,2021,Regular Season,False,False,False,0,,False
1022100084:1611661329,1022100084,1611661329,2021-06-24,2021,Regular Season,False,False,False,0,,False
1022100085:1611661320,1022100085,1611661320,2021-06-24,2021,Regular Season,False,False,False,0,,False
1022100085:1611661322,1022100085,1611661322,2021-06-24,2021,Regular Season,False,False,False,0,,False
1022100086:1611661319,1022100086,1611661319,2021-06-25,2021,Regular Season,False,False,False,0,,False
1022100086:1611661324,1022100086,1611661324,2021-06-25,2021,Regular Season,False,False,False,0,,False
1022100087:1611661321,1022100087,1611661321,2021-06-26,2021,Regular Season,False,False,False,0,,False
1022100087:1611661322,1022100087,1611661322,2021-06-26,2021,Regular Season,False,False,False,0,,False
1022100088:1611661313,1022100088,1611661313,2021-06-26,2021,Regular Season,False,False,False,0,,False
1022100088:1611661330,1022100088,1611661330,2021-06-26,2021,Regular Season,True,True,True,2,12.0,False
1022100089:1611661317,1022100089,1611661317,2021-06-27,2021,Regular Season,False,False,False,0,,False
1022100089:1611661320,1022100089,1611661320,2021-06-27,2021,Regular Season,False,False,False,0,,False
1022100090:1611661323,1022100090,1611661323,2021-06-27,2021,Regular Season,False,False,False,0,,False
1022100090:1611661329,1022100090,1611661329,2021-06-27,2021,Regular Season,False,False,False,0,,False
1022100091:1611661319,1022100091,1611661319,2021-06-27,2021,Regular Season,False,False,False,0,,False
1022100091:1611661328,1022100091,1611661328,2021-06-27,2021,Regular Season,True,True,True,1,9.0,False
1022100092:1611661313,1022100092,1611661313,2021-06-29,2021,Regular Season,False,False,False,0,,False
1022100092:1611661330,1022100092,1611661330,2021-06-29,2021,Regular Season,True,True,True,2,13.0,False
1022100093:1611661322,1022100093,1611661322,2021-06-29,2021,Regular Season,False,False,False,0,,False
1022100093:1611661323,1022100093,1611661323,2021-06-29,2021,Regular Season,False,False,False,0,,False
1022100094:1611661321,1022100094,1611661321,2021-06-30,2021,Regular Season,False,False,False,0,,False
1022100094:1611661329,1022100094,1611661329,2021-06-30,2021,Regular Season,False,False,False,0,,False
1022100095:1611661317,1022100095,1611661317,2021-06-30,2021,Regular Season,False,False,False,0,,False
1022100095:1611661324,1022100095,1611661324,2021-06-30,2021,Regular Season,False,False,False,0,,False
1022100096:1611661319,1022100096,1611661319,2021-06-30,2021,Regular Season,False,False,False,0,,False
1022100096:1611661320,1022100096,1611661320,2021-06-30,2021,Regular Season,False,False,False,0,,False
1022100097:1611661323,1022100097,1611661323,2021-07-01,2021,Regular Season,False,False,False,0,,False
1022100097:1611661325,1022100097,1611661325,2021-07-01,2021,Regular Season,False,False,False,0,,False
1022100098:1611661321,1022100098,1611661321,2021-07-02,2021,Regular Season,False,False,False,0,,False
1022100098:1611661329,1022100098,1611661329,2021-07-02,2021,Regular Season,False,False,False,0,,False
1022100099:1611661319,1022100099,1611661319,2021-07-02,2021,Regular Season,False,False,False,0,,False
1022100099:1611661320,1022100099,1611661320,2021-07-02,2021,Regular Season,False,False,False,0,,False
1022100101:1611661328,1022100101,1611661328,2021-07-02,2021,Regular Season,True,True,True,1,10.0,False
1022100101:1611661330,1022100101,1611661330,2021-07-02,2021,Regular Season,True,True,True,2,14.0,False
1022100100:1611661317,1022100100,1611661317,2021-07-03,2021,Regular Season,False,False,False,0,,False
1022100100:1611661324,1022100100,1611661324,2021-07-03,2021,Regular Season,False,False,False,0,,False
1022100102:1611661323,1022100102,1611661323,2021-07-03,2021,Regular Season,False,False,False,0,,False
1022100102:1611661325,1022100102,1611661325,2021-07-03,2021,Regular Season,False,False,False,0,,False
1022100103:1611661313,1022100103,1611661313,2021-07-03,2021,Regular Season,False,False,False,0,,False
1022100103:1611661322,1022100103,1611661322,2021-07-03,2021,Regular Season,False,False,False,0,,False
1022100104:1611661319,1022100104,1611661319,2021-07-04,2021,Regular Season,False,False,False,0,,False
1022100104:1611661330,1022100104,1611661330,2021-07-04,2021,Regular Season,True,True,True,2,15.0,False
1022100105:1611661320,1022100105,1611661320,2021-07-04,2021,Regular Season,False,False,False,0,,False
1022100105:1611661328,1022100105,1611661328,2021-07-04,2021,Regular Season,True,True,True,1,11.0,False
1022100106:1611661313,1022100106,1611661313,2021-07-05,2021,Regular Season,False,False,False,0,,False
1022100106:1611661321,1022100106,1611661321,2021-07-05,2021,Regular Season,False,False,False,0,,False
1022100107:1611661321,1022100107,1611661321,2021-07-07,2021,Regular Season,False,False,False,0,,False
1022100107:1611661324,1022100107,1611661324,2021-07-07,2021,Regular Season,False,False,False,0,,False
1022100108:1611661317,1022100108,1611661317,2021-07-07,2021,Regular Season,False,False,False,0,,False
1022100108:1611661319,1022100108,1611661319,2021-07-07,2021,Regular Season,False,False,False,0,,False
1022100109:1611661320,1022100109,1611661320,2021-07-07,2021,Regular Season,False,False,False,0,,False
1022100109:1611661328,1022100109,1611661328,2021-07-07,2021,Regular Season,True,True,True,1,12.0,False
1022100110:1611661323,1022100110,1611661323,2021-07-09,2021,Regular Season,False,False,False,0,,False
1022100110:1611661330,1022100110,1611661330,2021-07-09,2021,Regular Season,True,True,True,2,16.0,False
1022100111:1611661313,1022100111,1611661313,2021-07-09,2021,Regular Season,False,False,False,0,,False
1022100111:1611661325,1022100111,1611661325,2021-07-09,2021,Regular Season,False,False,False,0,,False
1022100112:1611661317,1022100112,1611661317,2021-07-09,2021,Regular Season,False,False,False,0,,False
1022100112:1611661328,1022100112,1611661328,2021-07-09,2021,Regular Season,True,True,True,1,13.0,False
1022100113:1611661319,1022100113,1611661319,2021-07-09,2021,Regular Season,False,False,False,0,,False
1022100113:1611661324,1022100113,1611661324,2021-07-09,2021,Regular Season,False,False,False,0,,False
1022100114:1611661322,1022100114,1611661322,2021-07-10,2021,Regular Season,False,False,False,0,,False
1022100114:1611661329,1022100114,1611661329,2021-07-10,2021,Regular Season,False,False,False,0,,False
1022100115:1611661319,1022100115,1611661319,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100115:1611661321,1022100115,1611661321,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100116:1611661313,1022100116,1611661313,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100116:1611661323,1022100116,1611661323,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100117:1611661325,1022100117,1611661325,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100117:1611661330,1022100117,1611661330,2021-07-11,2021,Regular Season,True,True,True,2,17.0,False
1022100118:1611661317,1022100118,1611661317,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100118:1611661328,1022100118,1611661328,2021-07-11,2021,Regular Season,True,True,True,1,14.0,False
1022100119:1611661320,1022100119,1611661320,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100119:1611661324,1022100119,1611661324,2021-07-11,2021,Regular Season,False,False,False,0,,False
1022100120:1611661328,1022100120,1611661328,2021-08-15,2021,Regular Season,True,True,True,1,15.0,False
1022100120:1611661329,1022100120,1611661329,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100121:1611661321,1022100121,1611661321,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100121:1611661323,1022100121,1611661323,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100122:1611661319,1022100122,1611661319,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100122:1611661322,1022100122,1611661322,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100123:1611661317,1022100123,1611661317,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100123:1611661330,1022100123,1611661330,2021-08-15,2021,Regular Season,True,True,True,3,0.0,False
1022100124:1611661313,1022100124,1611661313,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100124:1611661324,1022100124,1611661324,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100125:1611661320,1022100125,1611661320,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100125:1611661325,1022100125,1611661325,2021-08-15,2021,Regular Season,False,False,False,0,,False
1022100126:1611661323,1022100126,1611661323,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100126:1611661324,1022100126,1611661324,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100127:1611661321,1022100127,1611661321,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100127:1611661329,1022100127,1611661329,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100128:1611661319,1022100128,1611661319,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100128:1611661322,1022100128,1611661322,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100129:1611661317,1022100129,1611661317,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100129:1611661325,1022100129,1611661325,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100130:1611661320,1022100130,1611661320,2021-08-17,2021,Regular Season,False,False,False,0,,False
1022100130:1611661330,1022100130,1611661330,2021-08-17,2021,Regular Season,True,True,True,3,1.0,False
1022100131:1611661313,1022100131,1611661313,2021-08-18,2021,Regular Season,False,False,False,0,,False
1022100131:1611661328,1022100131,1611661328,2021-08-18,2021,Regular Season,True,True,True,1,16.0,False
1022100132:1611661323,1022100132,1611661323,2021-08-19,2021,Regular Season,False,False,False,0,,False
1022100132:1611661324,1022100132,1611661324,2021-08-19,2021,Regular Season,False,False,False,0,,False
1022100133:1611661317,1022100133,1611661317,2021-08-19,2021,Regular Season,False,False,False,0,,False
1022100133:1611661322,1022100133,1611661322,2021-08-19,2021,Regular Season,False,False,False,0,,False
1022100134:1611661320,1022100134,1611661320,2021-08-19,2021,Regular Season,False,False,False,0,,False
1022100134:1611661330,1022100134,1611661330,2021-08-19,2021,Regular Season,True,True,True,3,2.0,False
1022100135:1611661313,1022100135,1611661313,2021-08-20,2021,Regular Season,False,False,False,0,,False
1022100135:1611661328,1022100135,1611661328,2021-08-20,2021,Regular Season,True,True,True,1,17.0,False
1022100136:1611661321,1022100136,1611661321,2021-08-20,2021,Regular Season,False,False,False,0,,False
1022100136:1611661325,1022100136,1611661325,2021-08-20,2021,Regular Season,False,False,False,0,,False
1022100137:1611661317,1022100137,1611661317,2021-08-21,2021,Regular Season,False,False,False,0,,False
1022100137:1611661330,1022100137,1611661330,2021-08-21,2021,Regular Season,True,True,True,3,3.0,False
1022100138:1611661324,1022100138,1611661324,2021-08-21,2021,Regular Season,False,False,False,0,,False
1022100138:1611661329,1022100138,1611661329,2021-08-21,2021,Regular Season,False,False,False,0,,False
1022100139:1611661313,1022100139,1611661313,2021-08-22,2021,Regular Season,False,False,False,0,,False
1022100139:1611661320,1022100139,1611661320,2021-08-22,2021,Regular Season,False,False,False,0,,False
1022100140:1611661322,1022100140,1611661322,2021-08-22,2021,Regular Season,False,False,False,0,,False
1022100140:1611661328,1022100140,1611661328,2021-08-22,2021,Regular Season,True,True,True,1,18.0,False
1022100141:1611661324,1022100141,1611661324,2021-08-24,2021,Regular Season,False,False,False,0,,False
1022100141:1611661328,1022100141,1611661328,2021-08-24,2021,Regular Season,True,True,True,1,19.0,False
1022100142:1611661329,1022100142,1611661329,2021-08-24,2021,Regular Season,False,False,False,0,,False
1022100142:1611661330,1022100142,1611661330,2021-08-24,2021,Regular Season,True,True,True,3,4.0,False
1022100143:1611661319,1022100143,1611661319,2021-08-24,2021,Regular Season,False,False,False,0,,False
1022100143:1611661323,1022100143,1611661323,2021-08-24,2021,Regular Season,False,False,False,0,,False
1022100144:1611661320,1022100144,1611661320,2021-08-24,2021,Regular Season,False,False,False,0,,False
1022100144:1611661322,1022100144,1611661322,2021-08-24,2021,Regular Season,False,False,False,0,,False
1022100145:1611661313,1022100145,1611661313,2021-08-25,2021,Regular Season,False,False,False,0,,False
1022100145:1611661317,1022100145,1611661317,2021-08-25,2021,Regular Season,False,False,False,0,,False
1022100146:1611661319,1022100146,1611661319,2021-08-26,2021,Regular Season,False,False,False,0,,False
1022100146:1611661330,1022100146,1611661330,2021-08-26,2021,Regular Season,True,True,True,3,5.0,False
1022100147:1611661320,1022100147,1611661320,2021-08-26,2021,Regular Season,False,False,False,0,,False
1022100147:1611661323,1022100147,1611661323,2021-08-26,2021,Regular Season,False,False,False,0,,False
1022100148:1611661321,1022100148,1611661321,2021-08-26,2021,Regular Season,False,False,False,0,,False
1022100148:1611661322,1022100148,1611661322,2021-08-26,2021,Regular Season,False,False,False,0,,False
1022100149:1611661313,1022100149,1611661313,2021-08-27,2021,Regular Season,False,False,False,0,,False
1022100149:1611661317,1022100149,1611661317,2021-08-27,2021,Regular Season,False,False,False,0,,False
1022100150:1611661328,1022100150,1611661328,2021-08-27,2021,Regular Season,True,True,True,1,20.0,False
