step,cell,draw,dr2
s07_swap_null,REAL|ppm|POOLED|T1_low,64,-0.0006158734615728607
s07_swap_null,REAL|ppm|POOLED|T1_low,66,-0.00047768350112517696
s07_swap_null,REAL|ppm|POOLED|T1_low,68,-0.0008302480649583148
s07_swap_null,REAL|ppm|POOLED|T1_low,70,-0.0007009341642347084
s07_swap_null,REAL|ppm|POOLED|T1_low,72,-0.00035594021070561903
s07_swap_null,REAL|ppm|POOLED|T1_low,74,2.745915818860686e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,76,-3.6042985547527836e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,78,-0.000387662047379763
s07_swap_null,REAL|ppm|POOLED|T1_low,80,-0.0005475686543325156
s07_swap_null,REAL|ppm|POOLED|T1_low,82,-0.00042708700244220593
s07_swap_null,REAL|ppm|POOLED|T1_low,84,-0.0002515929379095057
s07_swap_null,REAL|ppm|POOLED|T1_low,86,-0.0004902842492652801
s07_swap_null,REAL|ppm|POOLED|T1_low,88,-0.0006600171440027505
s07_swap_null,REAL|ppm|POOLED|T1_low,90,3.350933189848655e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,92,-0.0009749712955703551
s07_swap_null,REAL|ppm|POOLED|T1_low,94,0.0002593842026387176
s07_swap_null,REAL|ppm|POOLED|T1_low,96,-0.00011518311394186108
s07_swap_null,REAL|ppm|POOLED|T1_low,98,-0.0003658750069034357
s07_swap_null,REAL|ppm|POOLED|T1_low,100,-0.00016142076502284855
s07_swap_null,REAL|ppm|POOLED|T1_low,102,-0.00046223395827915193
s07_swap_null,REAL|ppm|POOLED|T1_low,104,-0.00045703457716697853
s07_swap_null,REAL|ppm|POOLED|T1_low,106,-8.98894020151807e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,108,-0.00021099459222037665
s07_swap_null,REAL|ppm|POOLED|T1_low,110,-0.00011080823561020452
s07_swap_null,REAL|ppm|POOLED|T1_low,112,-0.00010568287113094217
s07_swap_null,REAL|ppm|POOLED|T1_low,114,-0.0005687552944271082
s07_swap_null,REAL|ppm|POOLED|T1_low,116,1.1641771705207858e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,118,-0.0005736785822692484
s07_swap_null,REAL|ppm|POOLED|T1_low,120,-0.00011749619958752916
s07_swap_null,REAL|ppm|POOLED|T1_low,122,0.00011350096909521031
s07_swap_null,REAL|ppm|POOLED|T1_low,124,3.568171980283579e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,126,-0.0001530101738461219
s07_swap_null,REAL|ppm|POOLED|T1_low,128,-0.0011077631774287066
s07_swap_null,REAL|ppm|POOLED|T1_low,130,-0.0001896698923237051
s07_swap_null,REAL|ppm|POOLED|T1_low,132,-0.0011627544167978152
s07_swap_null,REAL|ppm|POOLED|T1_low,134,-0.00012354660792151238
s07_swap_null,REAL|ppm|POOLED|T1_low,136,-0.0003904003671217587
s07_swap_null,REAL|ppm|POOLED|T1_low,138,-0.00024710891677642214
s07_swap_null,REAL|ppm|POOLED|T1_low,140,-0.0003273653963436969
s07_swap_null,REAL|ppm|POOLED|T1_low,142,-0.00023261707510193242
s07_swap_null,REAL|ppm|POOLED|T1_low,144,-0.0010994987811429157
s07_swap_null,REAL|ppm|POOLED|T1_low,146,-0.0009835276722645581
s07_swap_null,REAL|ppm|POOLED|T1_low,148,-0.0004923450053440039
s07_swap_null,REAL|ppm|POOLED|T1_low,150,-0.00010293013255314322
s07_swap_null,REAL|ppm|POOLED|T1_low,152,-0.0001531132907701521
s07_swap_null,REAL|ppm|POOLED|T1_low,154,-0.00014886484907303637
s07_swap_null,REAL|ppm|POOLED|T1_low,156,-0.0005134417221851973
s07_swap_null,REAL|ppm|POOLED|T1_low,158,-0.00020343210296775783
s07_swap_null,REAL|ppm|POOLED|T1_low,160,-0.00011743961302150157
s07_swap_null,REAL|ppm|POOLED|T1_low,162,-0.00038375937303183
s07_swap_null,REAL|ppm|POOLED|T1_low,164,-0.0002581986382005232
s07_swap_null,REAL|ppm|POOLED|T1_low,166,-0.0001006223620192847
s07_swap_null,REAL|ppm|POOLED|T1_low,168,-0.0002263043014557885
s07_swap_null,REAL|ppm|POOLED|T1_low,170,-0.0008566941344962958
s07_swap_null,REAL|ppm|POOLED|T1_low,172,-0.0003420847296843812
s07_swap_null,REAL|ppm|POOLED|T1_low,174,-0.0002331779409248245
s07_swap_null,REAL|ppm|POOLED|T1_low,176,-0.000893541854632153
s07_swap_null,REAL|ppm|POOLED|T1_low,178,-0.0008938215781244787
s07_swap_null,REAL|ppm|POOLED|T1_low,180,-0.00017812917054570458
s07_swap_null,REAL|ppm|POOLED|T1_low,182,0.00020647031283242722
s07_swap_null,REAL|ppm|POOLED|T1_low,184,-0.0005511668202289506
s07_swap_null,REAL|ppm|POOLED|T1_low,186,-4.967622483697214e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,188,-0.00013243620695026583
s07_swap_null,REAL|ppm|POOLED|T1_low,190,-8.871353739598645e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,192,-0.00010654397016431396
s07_swap_null,REAL|ppm|POOLED|T1_low,194,-0.00044890379006758835
s07_swap_null,REAL|ppm|POOLED|T1_low,196,-0.00011575551933918706
s07_swap_null,REAL|ppm|POOLED|T1_low,198,9.663084718499206e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,200,-0.0002284902393707813
s07_swap_null,REAL|ppm|POOLED|T1_low,202,-0.00028564023919300035
s07_swap_null,REAL|ppm|POOLED|T1_low,204,5.817422209281716e-06
s07_swap_null,REAL|ppm|POOLED|T1_low,206,1.980283431680525e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,208,-2.1018269600625378e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,210,-0.0001278848125201672
s07_swap_null,REAL|ppm|POOLED|T1_low,212,-0.00037406302643719954
s07_swap_null,REAL|ppm|POOLED|T1_low,214,-0.0013051489489861292
s07_swap_null,REAL|ppm|POOLED|T1_low,216,-0.001026624240741856
s07_swap_null,REAL|ppm|POOLED|T1_low,218,0.0002129710495542376
s07_swap_null,REAL|ppm|POOLED|T1_low,220,-0.00028481703639564397
s07_swap_null,REAL|ppm|POOLED|T1_low,222,-0.0009995000357057085
s07_swap_null,REAL|ppm|POOLED|T1_low,224,-4.6682812198566043e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,226,0.000127058058164708
s07_swap_null,REAL|ppm|POOLED|T1_low,228,-0.0011536727176263445
s07_swap_null,REAL|ppm|POOLED|T1_low,230,-0.00045005161021866204
s07_swap_null,REAL|ppm|POOLED|T1_low,232,-0.00013674826560843568
s07_swap_null,REAL|ppm|POOLED|T1_low,234,-0.0008021490345253836
s07_swap_null,REAL|ppm|POOLED|T1_low,236,1.5660763258175778e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,238,-0.0001005347436000724
s07_swap_null,REAL|ppm|POOLED|T1_low,240,-0.00023053261310284568
s07_swap_null,REAL|ppm|POOLED|T1_low,242,-0.00035606325093737347
s07_swap_null,REAL|ppm|POOLED|T1_low,244,-0.00012708904579672003
s07_swap_null,REAL|ppm|POOLED|T1_low,246,-7.237350588885455e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,248,-5.6036962247257837e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,250,-0.00025023556702242095
s07_swap_null,REAL|ppm|POOLED|T1_low,252,-0.001140713621982069
s07_swap_null,REAL|ppm|POOLED|T1_low,254,-0.00019739313528398386
s07_swap_null,REAL|ppm|POOLED|T1_low,256,-0.00012058698714558156
s07_swap_null,REAL|ppm|POOLED|T1_low,258,-0.0007788710115170977
s07_swap_null,REAL|ppm|POOLED|T1_low,260,-0.00018129783158484793
s07_swap_null,REAL|ppm|POOLED|T1_low,262,-0.0006854536577060689
s07_swap_null,REAL|ppm|POOLED|T1_low,264,-0.000985980282351734
s07_swap_null,REAL|ppm|POOLED|T1_low,266,-0.0005012170451926606
s07_swap_null,REAL|ppm|POOLED|T1_low,268,0.00010545266675459391
s07_swap_null,REAL|ppm|POOLED|T1_low,270,-0.00016537257599362481
s07_swap_null,REAL|ppm|POOLED|T1_low,272,-0.00020074449308748915
s07_swap_null,REAL|ppm|POOLED|T1_low,274,-0.0002939205315296342
s07_swap_null,REAL|ppm|POOLED|T1_low,276,-0.00018293641877371652
s07_swap_null,REAL|ppm|POOLED|T1_low,278,-0.0002495504277006625
s07_swap_null,REAL|ppm|POOLED|T1_low,280,8.753293313167892e-06
s07_swap_null,REAL|ppm|POOLED|T1_low,282,-0.0006368534772887191
s07_swap_null,REAL|ppm|POOLED|T1_low,284,-0.000843993241172998
s07_swap_null,REAL|ppm|POOLED|T1_low,286,-5.893839594163738e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,288,-8.503370455726305e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,290,-0.0005995348608072018
s07_swap_null,REAL|ppm|POOLED|T1_low,292,-0.0007269639171553663
s07_swap_null,REAL|ppm|POOLED|T1_low,294,-0.0006149396061994558
s07_swap_null,REAL|ppm|POOLED|T1_low,296,-0.000558598523859223
s07_swap_null,REAL|ppm|POOLED|T1_low,298,-0.0010806155614822557
s07_swap_null,REAL|ppm|POOLED|T1_low,300,-9.091413891195976e-06
s07_swap_null,REAL|ppm|POOLED|T1_low,302,-0.0006988329537780118
s07_swap_null,REAL|ppm|POOLED|T1_low,304,-2.3707153663592757e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,306,-0.00022089296162650912
s07_swap_null,REAL|ppm|POOLED|T1_low,308,-0.0001112105772775017
s07_swap_null,REAL|ppm|POOLED|T1_low,310,-0.0006307929751526674
s07_swap_null,REAL|ppm|POOLED|T1_low,312,-0.00029033008074019756
s07_swap_null,REAL|ppm|POOLED|T1_low,314,-0.00013603496842502788
s07_swap_null,REAL|ppm|POOLED|T1_low,316,-1.6410540527390815e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,318,-0.0007884953443097059
s07_swap_null,REAL|ppm|POOLED|T1_low,320,-0.00020639489429931122
s07_swap_null,REAL|ppm|POOLED|T1_low,322,-0.00036870862806422604
s07_swap_null,REAL|ppm|POOLED|T1_low,324,-0.0006538475940278315
s07_swap_null,REAL|ppm|POOLED|T1_low,326,-0.00012810010832564638
s07_swap_null,REAL|ppm|POOLED|T1_low,328,-9.496750035515603e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,330,0.00010111015626795338
s07_swap_null,REAL|ppm|POOLED|T1_low,332,-0.0003525522745848632
s07_swap_null,REAL|ppm|POOLED|T1_low,334,2.02451049939086e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,336,1.4635737700236811e-06
s07_swap_null,REAL|ppm|POOLED|T1_low,338,-0.0003055506289289185
s07_swap_null,REAL|ppm|POOLED|T1_low,340,-0.0003796189507848599
s07_swap_null,REAL|ppm|POOLED|T1_low,342,9.088445940972862e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,344,0.00017565130096228033
s07_swap_null,REAL|ppm|POOLED|T1_low,346,-8.362347536856279e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,348,-0.0007488285199690587
s07_swap_null,REAL|ppm|POOLED|T1_low,350,-0.00023539312140140954
s07_swap_null,REAL|ppm|POOLED|T1_low,352,0.000263322492610635
s07_swap_null,REAL|ppm|POOLED|T1_low,354,-0.0003284167893028095
s07_swap_null,REAL|ppm|POOLED|T1_low,356,-0.0002549280201840801
s07_swap_null,REAL|ppm|POOLED|T1_low,358,0.0002201621290217106
s07_swap_null,REAL|ppm|POOLED|T1_low,360,-0.0009214812148636359
s07_swap_null,REAL|ppm|POOLED|T1_low,362,-0.0008192369417037675
s07_swap_null,REAL|ppm|POOLED|T1_low,364,-0.00037865037014857733
s07_swap_null,REAL|ppm|POOLED|T1_low,366,-0.00011019742204179224
s07_swap_null,REAL|ppm|POOLED|T1_low,368,-0.00021255042197491545
s07_swap_null,REAL|ppm|POOLED|T1_low,370,-0.0009832684015500998
s07_swap_null,REAL|ppm|POOLED|T1_low,372,-0.00024273202748252996
s07_swap_null,REAL|ppm|POOLED|T1_low,374,-0.00013542084905863704
s07_swap_null,REAL|ppm|POOLED|T1_low,376,4.683908461474289e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,378,6.90272376577458e-06
s07_swap_null,REAL|ppm|POOLED|T1_low,380,-0.0003278495080199472
s07_swap_null,REAL|ppm|POOLED|T1_low,382,0.00032400754145923017
s07_swap_null,REAL|ppm|POOLED|T1_low,384,-0.0004677625471628044
s07_swap_null,REAL|ppm|POOLED|T1_low,386,-0.0003161527217215998
s07_swap_null,REAL|ppm|POOLED|T1_low,388,-9.950381399610934e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,390,-0.00014547572542252706
s07_swap_null,REAL|ppm|POOLED|T1_low,392,8.748694929686297e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,394,-0.0008270004760276582
s07_swap_null,REAL|ppm|POOLED|T1_low,396,-0.0008082141515223637
s07_swap_null,REAL|ppm|POOLED|T1_low,398,-5.603765642883674e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,400,-0.0009172869575669176
s07_swap_null,REAL|ppm|POOLED|T1_low,402,-0.000811721291875217
s07_swap_null,REAL|ppm|POOLED|T1_low,404,-0.000649211895895802
s07_swap_null,REAL|ppm|POOLED|T1_low,406,-0.0001557554698996972
s07_swap_null,REAL|ppm|POOLED|T1_low,408,-0.00036916031178009707
s07_swap_null,REAL|ppm|POOLED|T1_low,410,0.00011805843476734372
s07_swap_null,REAL|ppm|POOLED|T1_low,412,0.00010161982836468463
s07_swap_null,REAL|ppm|POOLED|T1_low,414,5.167512312061952e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,416,-0.0008242527216091619
s07_swap_null,REAL|ppm|POOLED|T1_low,418,-0.0011186377953887477
s07_swap_null,REAL|ppm|POOLED|T1_low,420,0.00033481912164562086
s07_swap_null,REAL|ppm|POOLED|T1_low,422,-0.0007238391512070605
s07_swap_null,REAL|ppm|POOLED|T1_low,424,-0.0014159863774969724
s07_swap_null,REAL|ppm|POOLED|T1_low,426,7.67146546794026e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,428,-5.545675136460739e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,430,-0.00200989682705594
s07_swap_null,REAL|ppm|POOLED|T1_low,432,-3.108409698725766e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,434,-0.0017916413648771741
s07_swap_null,REAL|ppm|POOLED|T1_low,436,-0.000498530138324026
s07_swap_null,REAL|ppm|POOLED|T1_low,438,-0.0011597002845231022
s07_swap_null,REAL|ppm|POOLED|T1_low,440,-0.0007712607400572552
s07_swap_null,REAL|ppm|POOLED|T1_low,442,1.5429629776942876e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,444,-0.0003826272788941366
s07_swap_null,REAL|ppm|POOLED|T1_low,446,-0.000211241906673414
s07_swap_null,REAL|ppm|POOLED|T1_low,448,0.00011471674894438239
s07_swap_null,REAL|ppm|POOLED|T1_low,450,-0.00035258961323404964
s07_swap_null,REAL|ppm|POOLED|T1_low,452,-0.0001446426819995656
s07_swap_null,REAL|ppm|POOLED|T1_low,454,-0.0005108235829259011
s07_swap_null,REAL|ppm|POOLED|T1_low,456,-8.894682390168335e-06
s07_swap_null,REAL|ppm|POOLED|T1_low,458,-0.00016075414167258996
s07_swap_null,REAL|ppm|POOLED|T1_low,460,-0.0003189704604555624
s07_swap_null,REAL|ppm|POOLED|T1_low,462,-0.000514702278672786
s07_swap_null,REAL|ppm|POOLED|T1_low,464,5.0205363723390665e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,466,-0.0002913332667887605
s07_swap_null,REAL|ppm|POOLED|T1_low,468,-0.0010254367175612706
s07_swap_null,REAL|ppm|POOLED|T1_low,470,1.3616070798114265e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,472,-9.797421882124741e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,474,-0.0002597789172330789
s07_swap_null,REAL|ppm|POOLED|T1_low,476,-0.0004387727844432929
s07_swap_null,REAL|ppm|POOLED|T1_low,478,-1.597922281470948e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,480,-9.121855395823132e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,482,-0.00034073170400751763
s07_swap_null,REAL|ppm|POOLED|T1_low,484,-0.0003256066164651351
s07_swap_null,REAL|ppm|POOLED|T1_low,486,-0.000911537339793389
s07_swap_null,REAL|ppm|POOLED|T1_low,488,4.482903959683458e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,490,-0.00030827594563448326
s07_swap_null,REAL|ppm|POOLED|T1_low,492,-0.0012410215336846
s07_swap_null,REAL|ppm|POOLED|T1_low,494,-4.94244169390295e-05
s07_swap_null,REAL|ppm|POOLED|T1_low,496,-0.0004635951596536203
s07_swap_null,REAL|ppm|POOLED|T1_low,498,-0.0002170507299849567
s07_swap_null,REAL|ppm|POOLED|T2_mid,0,-0.00024346433841862435
s07_swap_null,REAL|ppm|POOLED|T2_mid,2,-0.0002843198614844537
s07_swap_null,REAL|ppm|POOLED|T2_mid,4,-0.0004864743651378585
s07_swap_null,REAL|ppm|POOLED|T2_mid,6,-0.00028757252258920806
s07_swap_null,REAL|ppm|POOLED|T2_mid,8,-0.0018453933535794121
s07_swap_null,REAL|ppm|POOLED|T2_mid,10,0.0008004975572899775
s07_swap_null,REAL|ppm|POOLED|T2_mid,12,-0.0003772865574715688
s07_swap_null,REAL|ppm|POOLED|T2_mid,14,-0.00028653547541478657
s07_swap_null,REAL|ppm|POOLED|T2_mid,16,-0.0013151562653706253
s07_swap_null,REAL|ppm|POOLED|T2_mid,18,-0.0008537879528906275
s07_swap_null,REAL|ppm|POOLED|T2_mid,20,-0.0002107928888681026
s07_swap_null,REAL|ppm|POOLED|T2_mid,22,-0.0019564983123562885
s07_swap_null,REAL|ppm|POOLED|T2_mid,24,-0.001481110109666021
s07_swap_null,REAL|ppm|POOLED|T2_mid,26,-0.001313372900371309
s07_swap_null,REAL|ppm|POOLED|T2_mid,28,-0.000893554320724299
s07_swap_null,REAL|ppm|POOLED|T2_mid,30,0.000542577250320811
s07_swap_null,REAL|ppm|POOLED|T2_mid,32,-0.0007845261510339847
s07_swap_null,REAL|ppm|POOLED|T2_mid,34,-0.003376960270410962
s07_swap_null,REAL|ppm|POOLED|T2_mid,36,-0.0011770570107268355
s07_swap_null,REAL|ppm|POOLED|T2_mid,38,1.486019945598522e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,40,-0.001975774173607804
s07_swap_null,REAL|ppm|POOLED|T2_mid,42,-0.001997363939927781
s07_swap_null,REAL|ppm|POOLED|T2_mid,44,-0.00022288044307811766
s07_swap_null,REAL|ppm|POOLED|T2_mid,46,-0.00024427170162807254
s07_swap_null,REAL|ppm|POOLED|T2_mid,48,-0.000504913863247847
s07_swap_null,REAL|ppm|POOLED|T2_mid,50,-0.0005437458237569693
s07_swap_null,REAL|ppm|POOLED|T2_mid,52,-0.0018441278345016547
s07_swap_null,REAL|ppm|POOLED|T2_mid,54,-0.002087316658833341
s07_swap_null,REAL|ppm|POOLED|T2_mid,56,-0.0018918142814588477
s07_swap_null,REAL|ppm|POOLED|T2_mid,58,-0.00020229512025516085
s07_swap_null,REAL|ppm|POOLED|T2_mid,60,-0.00015009007554487555
s07_swap_null,REAL|ppm|POOLED|T2_mid,62,-0.0011498845318379447
s07_swap_null,REAL|ppm|POOLED|T2_mid,64,-0.0028157415693264524
s07_swap_null,REAL|ppm|POOLED|T2_mid,66,-0.0007805485166957385
s07_swap_null,REAL|ppm|POOLED|T2_mid,68,-0.0003208209158811133
s07_swap_null,REAL|ppm|POOLED|T2_mid,70,-0.0011430789959455318
s07_swap_null,REAL|ppm|POOLED|T2_mid,72,-0.0005672453060818556
s07_swap_null,REAL|ppm|POOLED|T2_mid,74,-0.0011534313796734534
s07_swap_null,REAL|ppm|POOLED|T2_mid,76,-0.0013635442590795887
s07_swap_null,REAL|ppm|POOLED|T2_mid,78,-0.0006892156953343606
s07_swap_null,REAL|ppm|POOLED|T2_mid,80,0.00021506716390188045
s07_swap_null,REAL|ppm|POOLED|T2_mid,82,-9.452189429645689e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,84,-0.0022450437779252697
s07_swap_null,REAL|ppm|POOLED|T2_mid,86,0.0005250275921472666
s07_swap_null,REAL|ppm|POOLED|T2_mid,88,-0.0010099113262334515
s07_swap_null,REAL|ppm|POOLED|T2_mid,90,-0.001108782512506221
s07_swap_null,REAL|ppm|POOLED|T2_mid,92,1.8948811357259162e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,94,-0.003297759853265577
s07_swap_null,REAL|ppm|POOLED|T2_mid,96,-0.0002687573753562102
s07_swap_null,REAL|ppm|POOLED|T2_mid,98,-0.001115845771388997
s07_swap_null,REAL|ppm|POOLED|T2_mid,100,-0.0003257798066130597
s07_swap_null,REAL|ppm|POOLED|T2_mid,102,-0.00023067005902922038
s07_swap_null,REAL|ppm|POOLED|T2_mid,104,-0.001207554941801502
s07_swap_null,REAL|ppm|POOLED|T2_mid,106,-0.0007690091322456553
s07_swap_null,REAL|ppm|POOLED|T2_mid,108,-1.0673547652429381e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,110,-0.0003392358630227738
s07_swap_null,REAL|ppm|POOLED|T2_mid,112,-0.0010023540322794747
s07_swap_null,REAL|ppm|POOLED|T2_mid,114,1.39078306012576e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,116,2.826776055170046e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,118,-8.196864475204773e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,120,-0.0014266552223856088
s07_swap_null,REAL|ppm|POOLED|T2_mid,122,-0.0001453657347911564
s07_swap_null,REAL|ppm|POOLED|T2_mid,124,-5.4158036253389924e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,126,0.0006587192236553851
s07_swap_null,REAL|ppm|POOLED|T2_mid,128,-8.987838451473882e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,130,-0.0008542199852163438
s07_swap_null,REAL|ppm|POOLED|T2_mid,132,-0.0005302198743134718
s07_swap_null,REAL|ppm|POOLED|T2_mid,134,-0.0001430854302345499
s07_swap_null,REAL|ppm|POOLED|T2_mid,136,-0.0010195996640606736
s07_swap_null,REAL|ppm|POOLED|T2_mid,138,-0.0001793267958049615
s07_swap_null,REAL|ppm|POOLED|T2_mid,140,-0.0021528339516538294
s07_swap_null,REAL|ppm|POOLED|T2_mid,142,-0.0025897454204266614
s07_swap_null,REAL|ppm|POOLED|T2_mid,144,0.00015751546398476781
s07_swap_null,REAL|ppm|POOLED|T2_mid,146,-0.000722629889681651
s07_swap_null,REAL|ppm|POOLED|T2_mid,148,-6.856970024959521e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,150,-0.00027136264483733005
s07_swap_null,REAL|ppm|POOLED|T2_mid,152,-0.0010661423467867685
s07_swap_null,REAL|ppm|POOLED|T2_mid,154,-0.00023966671489353806
s07_swap_null,REAL|ppm|POOLED|T2_mid,156,-0.0001206846214463904
s07_swap_null,REAL|ppm|POOLED|T2_mid,158,-0.0009290062882534517
s07_swap_null,REAL|ppm|POOLED|T2_mid,160,-0.0006155751244392179
s07_swap_null,REAL|ppm|POOLED|T2_mid,162,-0.0003562983979172295
s07_swap_null,REAL|ppm|POOLED|T2_mid,164,-0.00029821118135730243
s07_swap_null,REAL|ppm|POOLED|T2_mid,166,-0.000659698594647649
s07_swap_null,REAL|ppm|POOLED|T2_mid,168,-0.0015947499138168758
s07_swap_null,REAL|ppm|POOLED|T2_mid,170,-0.0012668135948026883
s07_swap_null,REAL|ppm|POOLED|T2_mid,172,-0.0020539491054728585
s07_swap_null,REAL|ppm|POOLED|T2_mid,174,-0.006349748016326557
s07_swap_null,REAL|ppm|POOLED|T2_mid,176,-0.0006321476515182498
s07_swap_null,REAL|ppm|POOLED|T2_mid,178,-0.00022695736936657077
s07_swap_null,REAL|ppm|POOLED|T2_mid,180,-0.0004657791457974713
s07_swap_null,REAL|ppm|POOLED|T2_mid,182,-0.0006892681385603006
s07_swap_null,REAL|ppm|POOLED|T2_mid,184,-0.002139470435108314
s07_swap_null,REAL|ppm|POOLED|T2_mid,186,-0.00041799026828623
s07_swap_null,REAL|ppm|POOLED|T2_mid,188,0.00030016108275816384
s07_swap_null,REAL|ppm|POOLED|T2_mid,190,0.0001548524122265246
s07_swap_null,REAL|ppm|POOLED|T2_mid,192,-0.00027470033311728084
s07_swap_null,REAL|ppm|POOLED|T2_mid,194,-0.0005971412414714391
s07_swap_null,REAL|ppm|POOLED|T2_mid,196,-0.001272836303325711
s07_swap_null,REAL|ppm|POOLED|T2_mid,198,-3.9090880562007086e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,200,-0.0003505298375128038
s07_swap_null,REAL|ppm|POOLED|T2_mid,202,0.00015077318247214667
s07_swap_null,REAL|ppm|POOLED|T2_mid,204,-0.00013820181455210796
s07_swap_null,REAL|ppm|POOLED|T2_mid,206,5.6055389223637374e-05
s07_swap_null,REAL|ppm|POOLED|T2_mid,208,-0.0013482516440229046
