file,source,snapshot_date,n_events,n_events_with_totals,n_events_with_spreads,n_events_with_h2h
hist_2025-10-10_22Z.json,historical_backfill,2025-10-10,1,1,1,1
hist_2026-05-08_15Z.json,historical_backfill,2026-05-08,7,7,7,7
hist_2026-05-08_22Z.json,historical_backfill,2026-05-08,7,7,7,7
hist_2026-05-09_15Z.json,historical_backfill,2026-05-09,5,5,5,5
hist_2026-05-09_22Z.json,historical_backfill,2026-05-09,5,5,5,4
hist_2026-05-10_15Z.json,historical_backfill,2026-05-10,4,4,4,4
hist_2026-05-10_22Z.json,historical_backfill,2026-05-10,4,4,4,4
hist_2026-05-12_15Z.json,historical_backfill,2026-05-12,7,7,7,7
hist_2026-05-12_22Z.json,historical_backfill,2026-05-12,7,7,7,7
hist_2026-05-13_15Z.json,historical_backfill,2026-05-13,4,4,4,4
hist_2026-05-13_22Z.json,historical_backfill,2026-05-13,6,6,6,6
hist_2026-05-14_15Z.json,historical_backfill,2026-05-14,6,6,6,6
hist_2026-05-14_22Z.json,historical_backfill,2026-05-14,6,6,6,6
hist_2026-05-15_15Z.json,historical_backfill,2026-05-15,4,4,4,4
hist_2026-05-15_22Z.json,historical_backfill,2026-05-15,4,4,4,4
hist_2026-05-17_15Z.json,historical_backfill,2026-05-17,6,6,6,6
hist_2026-05-17_22Z.json,historical_backfill,2026-05-17,5,5,5,5
hist_2026-05-18_15Z.json,historical_backfill,2026-05-18,3,3,3,3
hist_2026-05-18_22Z.json,historical_backfill,2026-05-18,3,3,3,3
hist_2026-05-19_15Z.json,historical_backfill,2026-05-19,4,4,4,4
hist_2026-05-19_22Z.json,historical_backfill,2026-05-19,4,4,4,4
hist_2026-05-20_15Z.json,historical_backfill,2026-05-20,6,6,6,6
hist_2026-05-20_22Z.json,historical_backfill,2026-05-20,6,6,6,6
hist_2026-05-21_15Z.json,historical_backfill,2026-05-21,6,6,6,6
hist_2026-05-21_22Z.json,historical_backfill,2026-05-21,6,6,6,6
hist_2026-05-22_15Z.json,historical_backfill,2026-05-22,5,5,5,5
hist_2026-05-22_22Z.json,historical_backfill,2026-05-22,6,6,6,6
hist_2026-05-23_15Z.json,historical_backfill,2026-05-23,6,6,6,6
hist_2026-05-23_22Z.json,historical_backfill,2026-05-23,5,5,5,5
hist_2026-05-24_15Z.json,historical_backfill,2026-05-24,4,4,4,4
hist_2026-05-24_22Z.json,historical_backfill,2026-05-24,3,3,3,3
hist_2026-05-25_15Z.json,historical_backfill,2026-05-25,5,5,5,5
hist_2026-05-25_22Z.json,historical_backfill,2026-05-25,5,5,5,5
hist_2026-05-27_15Z.json,historical_backfill,2026-05-27,7,7,7,7
hist_2026-05-27_22Z.json,historical_backfill,2026-05-27,7,7,7,7
hist_2026-05-28_15Z.json,historical_backfill,2026-05-28,6,6,6,6
hist_2026-05-28_22Z.json,historical_backfill,2026-05-28,6,6,6,6
hist_2026-05-29_15Z.json,historical_backfill,2026-05-29,5,5,5,5
hist_2026-05-29_22Z.json,historical_backfill,2026-05-29,5,5,5,5
hist_2026-05-30_15Z.json,historical_backfill,2026-05-30,4,4,4,4
hist_2026-05-30_22Z.json,historical_backfill,2026-05-30,4,4,4,4
hist_2026-05-31_15Z.json,historical_backfill,2026-05-31,3,3,3,3
hist_2026-05-31_22Z.json,historical_backfill,2026-05-31,5,5,5,4
hist_2026-06-01_15Z.json,historical_backfill,2026-06-01,6,6,6,6
hist_2026-06-01_22Z.json,historical_backfill,2026-06-01,6,6,6,6
hist_2026-06-02_15Z.json,historical_backfill,2026-06-02,6,6,6,6
hist_2026-06-02_22Z.json,historical_backfill,2026-06-02,6,6,6,6
hist_2026-06-03_15Z.json,historical_backfill,2026-06-03,4,4,4,4
hist_2026-06-03_22Z.json,historical_backfill,2026-06-03,4,4,4,4
hist_2026-06-04_15Z.json,historical_backfill,2026-06-04,5,5,5,5
hist_2026-06-04_22Z.json,historical_backfill,2026-06-04,5,5,5,5
hist_2026-06-05_15Z.json,historical_backfill,2026-06-05,7,7,7,7
hist_2026-06-05_22Z.json,historical_backfill,2026-06-05,7,7,7,7
hist_2026-06-06_15Z.json,historical_backfill,2026-06-06,6,6,6,6
hist_2026-06-06_22Z.json,historical_backfill,2026-06-06,4,4,4,4
hist_2026-06-07_15Z.json,historical_backfill,2026-06-07,5,5,5,5
hist_2026-06-07_22Z.json,historical_backfill,2026-06-07,4,4,4,4
hist_2026-06-08_15Z.json,historical_backfill,2026-06-08,6,6,6,6
hist_2026-06-08_22Z.json,historical_backfill,2026-06-08,6,6,6,6
hist_2026-06-09_15Z.json,historical_backfill,2026-06-09,6,6,6,6
hist_2026-06-09_22Z.json,historical_backfill,2026-06-09,6,6,6,6
hist_2026-06-10_15Z.json,historical_backfill,2026-06-10,6,6,6,6
hist_2026-06-10_22Z.json,historical_backfill,2026-06-10,6,6,6,6
hist_2026-06-11_15Z.json,historical_backfill,2026-06-11,6,6,6,6
hist_2026-06-11_22Z.json,historical_backfill,2026-06-11,6,6,6,6
hist_2026-06-12_15Z.json,historical_backfill,2026-06-12,6,6,6,6
hist_2026-06-12_22Z.json,historical_backfill,2026-06-12,6,6,6,6
hist_2026-06-13_15Z.json,historical_backfill,2026-06-13,6,6,6,6
hist_2026-06-13_22Z.json,historical_backfill,2026-06-13,6,6,6,6
hist_2026-06-14_15Z.json,historical_backfill,2026-06-14,6,6,6,6
hist_2026-06-14_22Z.json,historical_backfill,2026-06-14,4,4,4,4
hist_2026-06-15_15Z.json,historical_backfill,2026-06-15,6,6,6,6
hist_2026-06-15_22Z.json,historical_backfill,2026-06-15,6,6,6,6
hist_2026-06-16_15Z.json,historical_backfill,2026-06-16,7,7,7,7
hist_2026-06-16_22Z.json,historical_backfill,2026-06-16,7,7,7,7
hist_2026-06-17_15Z.json,historical_backfill,2026-06-17,7,7,7,7
hist_2026-06-17_22Z.json,historical_backfill,2026-06-17,7,7,7,7
hist_2026-06-18_15Z.json,historical_backfill,2026-06-18,5,5,5,5
hist_2026-06-18_22Z.json,historical_backfill,2026-06-18,5,5,5,5
hist_2026-06-19_15Z.json,historical_backfill,2026-06-19,7,7,7,7
hist_2026-06-19_22Z.json,historical_backfill,2026-06-19,7,7,7,7
hist_2026-06-20_15Z.json,historical_backfill,2026-06-20,7,7,7,7
hist_2026-06-20_22Z.json,historical_backfill,2026-06-20,5,5,5,5
hist_2026-06-21_15Z.json,historical_backfill,2026-06-21,8,8,8,8
hist_2026-06-21_22Z.json,historical_backfill,2026-06-21,8,8,8,8
hist_2026-06-22_15Z.json,historical_backfill,2026-06-22,7,7,7,7
hist_2026-06-22_22Z.json,historical_backfill,2026-06-22,7,7,7,7
hist_2026-06-23_15Z.json,historical_backfill,2026-06-23,6,6,6,6
hist_2026-06-23_22Z.json,historical_backfill,2026-06-23,6,6,6,6
hist_2026-06-24_15Z.json,historical_backfill,2026-06-24,8,8,8,8
hist_2026-06-24_22Z.json,historical_backfill,2026-06-24,8,8,8,8
hist_2026-06-25_15Z.json,historical_backfill,2026-06-25,7,7,7,7
hist_2026-06-25_22Z.json,historical_backfill,2026-06-25,7,7,7,7
hist_2026-06-26_15Z.json,historical_backfill,2026-06-26,6,6,6,6
hist_2026-06-26_22Z.json,historical_backfill,2026-06-26,6,6,6,6
hist_2026-06-27_15Z.json,historical_backfill,2026-06-27,7,7,7,7
hist_2026-06-27_22Z.json,historical_backfill,2026-06-27,7,7,7,7
hist_2026-06-28_15Z.json,historical_backfill,2026-06-28,5,5,5,5
hist_2026-06-28_22Z.json,historical_backfill,2026-06-28,4,4,4,4
hist_2026-07-02_15Z.json,historical_backfill,2026-07-02,6,6,6,6
hist_2026-07-02_22Z.json,historical_backfill,2026-07-02,6,6,6,6
hist_2026-07-03_15Z.json,historical_backfill,2026-07-03,5,5,5,5
hist_2026-07-03_22Z.json,historical_backfill,2026-07-03,5,5,5,5
hist_2026-07-04_15Z.json,historical_backfill,2026-07-04,4,4,4,4
hist_2026-07-04_22Z.json,historical_backfill,2026-07-04,4,4,4,4
hist_2026-07-05_15Z.json,historical_backfill,2026-07-05,5,5,5,5
hist_2026-07-05_22Z.json,historical_backfill,2026-07-05,4,4,4,4
hist_2026-07-06_15Z.json,historical_backfill,2026-07-06,5,5,5,5
hist_2026-07-06_22Z.json,historical_backfill,2026-07-06,5,5,5,5
hist_2026-07-07_15Z.json,historical_backfill,2026-07-07,5,5,5,5
hist_2026-07-07_22Z.json,historical_backfill,2026-07-07,5,5,5,5
hist_2026-07-08_15Z.json,historical_backfill,2026-07-08,5,5,5,5
hist_2026-07-08_22Z.json,historical_backfill,2026-07-08,5,5,5,5
hist_2026-07-09_15Z.json,historical_backfill,2026-07-09,6,6,6,6
hist_2026-07-09_22Z.json,historical_backfill,2026-07-09,6,6,6,6
hist_2026-07-10_15Z.json,historical_backfill,2026-07-10,6,6,6,6
hist_2026-07-10_22Z.json,historical_backfill,2026-07-10,6,6,6,6
hist_2026-07-11_15Z.json,historical_backfill,2026-07-11,3,3,3,3
hist_2026-07-11_22Z.json,historical_backfill,2026-07-11,4,4,4,4
hist_2026-07-12_15Z.json,historical_backfill,2026-07-12,6,6,6,6
hist_2026-07-12_22Z.json,historical_backfill,2026-07-12,4,4,4,4
hist_2026-07-13_15Z.json,historical_backfill,2026-07-13,4,4,4,4
hist_2026-07-13_22Z.json,historical_backfill,2026-07-13,4,4,4,4
hist_2026-07-14_15Z.json,historical_backfill,2026-07-14,5,5,5,5
hist_2026-07-14_22Z.json,historical_backfill,2026-07-14,5,5,5,5
hist_2026-07-15_15Z.json,historical_backfill,2026-07-15,5,5,5,5
hist_2026-07-15_22Z.json,historical_backfill,2026-07-15,6,6,6,6
hist_2026-07-16_15Z.json,historical_backfill,2026-07-16,6,6,6,6
hist_2026-07-16_22Z.json,historical_backfill,2026-07-16,5,5,5,5
hist_2026-07-17_15Z.json,historical_backfill,2026-07-17,7,7,7,7
hist_2026-07-17_22Z.json,historical_backfill,2026-07-17,7,7,7,7
hist_2026-07-18_15Z.json,historical_backfill,2026-07-18,5,5,5,5
hist_2026-07-18_22Z.json,historical_backfill,2026-07-18,7,7,7,7
hist_2026-07-19_15Z.json,historical_backfill,2026-07-19,7,7,7,7
hist_2026-07-19_22Z.json,historical_backfill,2026-07-19,6,6,6,6
hist_2026-07-20_15Z.json,historical_backfill,2026-07-20,9,9,9,9
hist_2026-07-20_22Z.json,historical_backfill,2026-07-20,9,9,9,9
hist_2026-07-22_15Z.json,historical_backfill,2026-07-22,6,6,6,6
hist_2026-07-22_22Z.json,historical_backfill,2026-07-22,4,4,4,4
hist_2026-07-28_15Z.json,historical_backfill,2026-07-28,7,7,7,7
hist_2026-07-28_22Z.json,historical_backfill,2026-07-28,7,7,7,7
hist_2026-07-29_15Z.json,historical_backfill,2026-07-29,5,5,5,5
hist_2026-07-29_22Z.json,historical_backfill,2026-07-29,5,5,5,5
live_20260730T150132Z.json,live_capture,2026-07-30,6,6,6,6
live_20260730T160001Z.json,live_capture,2026-07-30,6,6,6,6
live_20260730T170002Z.json,live_capture,2026-07-30,6,6,6,6
live_20260730T180007Z.json,live_capture,2026-07-30,6,6,6,6
live_20260730T190002Z.json,live_capture,2026-07-30,6,6,6,6
live_20260730T200002Z.json,live_capture,2026-07-30,6,6,6,6
live_20260730T210002Z.json,live_capture,2026-07-30,6,6,6,6
