null_kind,statistic,draw,value
team_identity_derangement_CORRECT_LEVEL,insample_M_A,34,0.00022153973917504732
team_identity_derangement_CORRECT_LEVEL,insample_M_A,35,8.959066878266864e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,36,1.196990727536651e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,37,0.00015335518757253475
team_identity_derangement_CORRECT_LEVEL,insample_M_A,38,3.171742195418048e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,39,5.926219229479557e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,40,0.00011583642752999168
team_identity_derangement_CORRECT_LEVEL,insample_M_A,41,3.8425228565674985e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_A,42,2.4233392276196142e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,43,0.000599029290895503
team_identity_derangement_CORRECT_LEVEL,insample_M_A,44,1.0555491430586095e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,45,0.0004981035844628945
team_identity_derangement_CORRECT_LEVEL,insample_M_A,46,3.811584235380305e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,47,8.783870101747304e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,48,0.000192818526954186
team_identity_derangement_CORRECT_LEVEL,insample_M_A,49,6.754849776191563e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_A,50,2.359489515202373e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,51,0.00045888057307974517
team_identity_derangement_CORRECT_LEVEL,insample_M_A,52,1.095547170437694e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,53,2.265480127050523e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,54,2.857267325628854e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,55,0.0003021170780831417
team_identity_derangement_CORRECT_LEVEL,insample_M_A,56,2.729331259077039e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,57,0.0001607329723938289
team_identity_derangement_CORRECT_LEVEL,insample_M_A,58,2.3888171629682375e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_A,59,1.3816898759566598e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,60,7.302936773267987e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,61,4.187583882431234e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,62,6.415089299283139e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,63,0.0002046322904416531
team_identity_derangement_CORRECT_LEVEL,insample_M_A,64,5.438526425538548e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,65,6.907659697752422e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,66,1.1805712897272613e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,67,0.00045336739876911114
team_identity_derangement_CORRECT_LEVEL,insample_M_A,68,0.00044896918855019674
team_identity_derangement_CORRECT_LEVEL,insample_M_A,69,0.00017892394614271723
team_identity_derangement_CORRECT_LEVEL,insample_M_A,70,2.7179144089783946e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,71,0.0001981812852301923
team_identity_derangement_CORRECT_LEVEL,insample_M_A,72,0.0003234135693575002
team_identity_derangement_CORRECT_LEVEL,insample_M_A,73,0.00010615738283403786
team_identity_derangement_CORRECT_LEVEL,insample_M_A,74,0.0006691989069178561
team_identity_derangement_CORRECT_LEVEL,insample_M_A,75,1.166235592975351e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,76,7.500982840591419e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,77,0.0010907247684125432
team_identity_derangement_CORRECT_LEVEL,insample_M_A,78,2.7062248433296077e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,79,0.00018864086266334734
team_identity_derangement_CORRECT_LEVEL,insample_M_A,80,0.0008392391331056848
team_identity_derangement_CORRECT_LEVEL,insample_M_A,81,9.750464870550424e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,82,0.00030841652954172183
team_identity_derangement_CORRECT_LEVEL,insample_M_A,83,9.860037201081528e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,84,5.37589789206816e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,85,0.0003918529945692306
team_identity_derangement_CORRECT_LEVEL,insample_M_A,86,3.213262989021359e-11
team_identity_derangement_CORRECT_LEVEL,insample_M_A,87,0.0002565425607582439
team_identity_derangement_CORRECT_LEVEL,insample_M_A,88,0.0010814099474968364
team_identity_derangement_CORRECT_LEVEL,insample_M_A,89,6.53064064022324e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,90,0.00015418527412691674
team_identity_derangement_CORRECT_LEVEL,insample_M_A,91,0.0002026540338579963
team_identity_derangement_CORRECT_LEVEL,insample_M_A,92,8.821472441411515e-10
team_identity_derangement_CORRECT_LEVEL,insample_M_A,93,2.0689203172441495e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,94,0.0001150898399983058
team_identity_derangement_CORRECT_LEVEL,insample_M_A,95,4.885980594782069e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,96,0.0006660559831472845
team_identity_derangement_CORRECT_LEVEL,insample_M_A,97,9.474027086431303e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,98,0.0005638969115553394
team_identity_derangement_CORRECT_LEVEL,insample_M_A,99,2.4227861720960142e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,100,0.000261557167347215
team_identity_derangement_CORRECT_LEVEL,insample_M_A,101,1.498392103482793e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,102,1.1961636174895318e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,103,1.1570156571827361e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,104,5.9330419325931416e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,105,1.122829417221638e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_A,106,8.695011225623439e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,107,3.867658269740559e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,108,0.0002988900253321214
team_identity_derangement_CORRECT_LEVEL,insample_M_A,109,0.0005629068829349215
team_identity_derangement_CORRECT_LEVEL,insample_M_A,110,0.000817840874606568
team_identity_derangement_CORRECT_LEVEL,insample_M_A,111,3.4888417344003386e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,112,4.2688081998143446e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,113,0.000437715092839297
team_identity_derangement_CORRECT_LEVEL,insample_M_A,114,6.225556130545762e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,115,0.00048685691214545024
team_identity_derangement_CORRECT_LEVEL,insample_M_A,116,1.0417521644656702e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,117,0.00015080787676569063
team_identity_derangement_CORRECT_LEVEL,insample_M_A,118,2.2144703411552946e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,119,6.571704747126983e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,120,0.00010549399858361674
team_identity_derangement_CORRECT_LEVEL,insample_M_A,121,9.442272377313543e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,122,0.0009497871930691515
team_identity_derangement_CORRECT_LEVEL,insample_M_A,123,0.00024304181898215926
team_identity_derangement_CORRECT_LEVEL,insample_M_A,124,3.473319910018979e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,125,2.885310238875949e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,126,0.0005783797460794382
team_identity_derangement_CORRECT_LEVEL,insample_M_A,127,0.0003645473963503898
team_identity_derangement_CORRECT_LEVEL,insample_M_A,128,3.8852546389023246e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,129,5.374773373978403e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,130,0.0009431848278236288
team_identity_derangement_CORRECT_LEVEL,insample_M_A,131,5.2854156890491666e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,132,0.0003495688212741266
team_identity_derangement_CORRECT_LEVEL,insample_M_A,133,0.00019932251278065305
team_identity_derangement_CORRECT_LEVEL,insample_M_A,134,9.863937654452926e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_A,135,1.634659667537619e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,136,0.0008599365516553936
team_identity_derangement_CORRECT_LEVEL,insample_M_A,137,0.0006127900158675592
team_identity_derangement_CORRECT_LEVEL,insample_M_A,138,0.0003635741262083547
team_identity_derangement_CORRECT_LEVEL,insample_M_A,139,0.00015007309534897928
team_identity_derangement_CORRECT_LEVEL,insample_M_A,140,0.00015620213284395223
team_identity_derangement_CORRECT_LEVEL,insample_M_A,141,0.00029737151557296393
team_identity_derangement_CORRECT_LEVEL,insample_M_A,142,0.000310499949212506
team_identity_derangement_CORRECT_LEVEL,insample_M_A,143,4.669160248105264e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,144,0.0002933082277730703
team_identity_derangement_CORRECT_LEVEL,insample_M_A,145,0.000805170126712218
team_identity_derangement_CORRECT_LEVEL,insample_M_A,146,4.386231936903684e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,147,1.9000283264181128e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,148,5.491389566036897e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,149,0.00039869920951662863
team_identity_derangement_CORRECT_LEVEL,insample_M_A,150,0.0005137415146228008
team_identity_derangement_CORRECT_LEVEL,insample_M_A,151,0.0001635424145418618
team_identity_derangement_CORRECT_LEVEL,insample_M_A,152,7.505807178043167e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,153,1.5481960814689444e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,154,5.942348244691864e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,155,0.00039200340689815594
team_identity_derangement_CORRECT_LEVEL,insample_M_A,156,3.2321082139685764e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,157,6.96447870899286e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,158,9.924090417778864e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,159,0.0003521602741751728
team_identity_derangement_CORRECT_LEVEL,insample_M_A,160,4.729553112925444e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,161,0.00015449628351160705
team_identity_derangement_CORRECT_LEVEL,insample_M_A,162,0.00034907182145871296
team_identity_derangement_CORRECT_LEVEL,insample_M_A,163,0.00019407444041208421
team_identity_derangement_CORRECT_LEVEL,insample_M_A,164,0.00017093831912751156
team_identity_derangement_CORRECT_LEVEL,insample_M_A,165,3.1816241857329786e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,166,1.570589147181778e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,167,0.00039879762382455386
team_identity_derangement_CORRECT_LEVEL,insample_M_A,168,0.00013576468258102992
team_identity_derangement_CORRECT_LEVEL,insample_M_A,169,1.323039764733469e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,170,3.8829895963266026e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,171,3.716937619158145e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,172,2.1222604118520394e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_A,173,2.833815034186671e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,174,4.808246467269406e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,175,1.4362621922114904e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,176,0.0002498742691749989
team_identity_derangement_CORRECT_LEVEL,insample_M_A,177,0.0006806736092583865
team_identity_derangement_CORRECT_LEVEL,insample_M_A,178,0.0001805682539761655
team_identity_derangement_CORRECT_LEVEL,insample_M_A,179,0.0002576186988165752
team_identity_derangement_CORRECT_LEVEL,insample_M_A,180,3.069090391494278e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,181,0.00034910815635935677
team_identity_derangement_CORRECT_LEVEL,insample_M_A,182,0.00016085702378076938
team_identity_derangement_CORRECT_LEVEL,insample_M_A,183,6.332143246523536e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,184,8.356949256083102e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,185,0.0005442309334759976
team_identity_derangement_CORRECT_LEVEL,insample_M_A,186,0.0002011262631897992
team_identity_derangement_CORRECT_LEVEL,insample_M_A,187,5.8875469975516737e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,188,9.908560287452683e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,189,8.58208914060743e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,190,0.00024992027306358633
team_identity_derangement_CORRECT_LEVEL,insample_M_A,191,2.2991368672231616e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,192,0.00028514593739570326
team_identity_derangement_CORRECT_LEVEL,insample_M_A,193,0.0005459652794916892
team_identity_derangement_CORRECT_LEVEL,insample_M_A,194,1.9498875547863115e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,195,0.00025095031759592157
team_identity_derangement_CORRECT_LEVEL,insample_M_A,196,1.1116313559877966e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,197,5.913166366333655e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_A,198,1.0701329234419354e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_A,199,1.983445157449637e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,0,0.00024019803531505346
team_identity_derangement_CORRECT_LEVEL,insample_M_B,1,0.0007188230745981405
team_identity_derangement_CORRECT_LEVEL,insample_M_B,2,1.7962778120828027e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,3,0.00011779070727613306
team_identity_derangement_CORRECT_LEVEL,insample_M_B,4,1.5717681677185347e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,5,3.776506334873808e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,6,0.0003273102045932008
team_identity_derangement_CORRECT_LEVEL,insample_M_B,7,0.0005809491944971379
team_identity_derangement_CORRECT_LEVEL,insample_M_B,8,2.9603447593617993e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,9,0.00034224829460571815
team_identity_derangement_CORRECT_LEVEL,insample_M_B,10,0.0015037960463778477
team_identity_derangement_CORRECT_LEVEL,insample_M_B,11,7.637732298493294e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,12,0.00011649535443436498
team_identity_derangement_CORRECT_LEVEL,insample_M_B,13,2.5235700650938497e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,14,0.0005868339164474268
team_identity_derangement_CORRECT_LEVEL,insample_M_B,15,7.780305754911954e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,16,0.00041437589574300215
team_identity_derangement_CORRECT_LEVEL,insample_M_B,17,0.00044902436420435343
team_identity_derangement_CORRECT_LEVEL,insample_M_B,18,0.00022247873677527785
team_identity_derangement_CORRECT_LEVEL,insample_M_B,19,0.00036360974532967383
team_identity_derangement_CORRECT_LEVEL,insample_M_B,20,0.0003480528336168298
team_identity_derangement_CORRECT_LEVEL,insample_M_B,21,3.851506827579065e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,22,6.936672709456637e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,23,1.650229474714493e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,24,0.00014524082038180897
team_identity_derangement_CORRECT_LEVEL,insample_M_B,25,0.0003597752474601146
team_identity_derangement_CORRECT_LEVEL,insample_M_B,26,5.661800000944517e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,27,1.0338085624894688e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,28,0.0007996493486581713
team_identity_derangement_CORRECT_LEVEL,insample_M_B,29,1.844451651966672e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,30,0.00023561731602050884
team_identity_derangement_CORRECT_LEVEL,insample_M_B,31,3.3530030678408096e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,32,1.8488672703931286e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_B,33,0.0006898215824271414
team_identity_derangement_CORRECT_LEVEL,insample_M_B,34,0.00022057342625780851
team_identity_derangement_CORRECT_LEVEL,insample_M_B,35,9.1235193459549e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,36,1.1855106444302876e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,37,0.00015365682033952055
team_identity_derangement_CORRECT_LEVEL,insample_M_B,38,3.221163313560371e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,39,6.366478365771311e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,40,0.00011636330797026861
team_identity_derangement_CORRECT_LEVEL,insample_M_B,41,2.6755398474520575e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_B,42,2.3627941534543062e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,43,0.0006000365391932716
team_identity_derangement_CORRECT_LEVEL,insample_M_B,44,1.1036206919112779e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,45,0.0004930173489317013
team_identity_derangement_CORRECT_LEVEL,insample_M_B,46,3.6573452968813314e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,47,8.880987167059207e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,48,0.00019252539825909132
team_identity_derangement_CORRECT_LEVEL,insample_M_B,49,8.192274214557926e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_B,50,2.33771273270289e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,51,0.00045940228991991905
team_identity_derangement_CORRECT_LEVEL,insample_M_B,52,1.1696620711654226e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,53,1.9460604774312884e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,54,2.8215422395061474e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,55,0.00030502400711696076
team_identity_derangement_CORRECT_LEVEL,insample_M_B,56,2.6353041056470516e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,57,0.0001603833925784004
team_identity_derangement_CORRECT_LEVEL,insample_M_B,58,2.0844974846223607e-07
team_identity_derangement_CORRECT_LEVEL,insample_M_B,59,1.2817522420105476e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,60,7.338329827966117e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,61,4.290700611253584e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,62,6.363195856817772e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,63,0.00020534403220628938
team_identity_derangement_CORRECT_LEVEL,insample_M_B,64,6.091557698817418e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,65,6.75909694479726e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,66,1.1623334541521757e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,67,0.00045443797123356777
team_identity_derangement_CORRECT_LEVEL,insample_M_B,68,0.00045189128634670617
team_identity_derangement_CORRECT_LEVEL,insample_M_B,69,0.00017837912864893113
team_identity_derangement_CORRECT_LEVEL,insample_M_B,70,2.430449404622337e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,71,0.00019801059016677502
team_identity_derangement_CORRECT_LEVEL,insample_M_B,72,0.0003227884473995246
team_identity_derangement_CORRECT_LEVEL,insample_M_B,73,0.00010999384066734397
team_identity_derangement_CORRECT_LEVEL,insample_M_B,74,0.000681659212080965
team_identity_derangement_CORRECT_LEVEL,insample_M_B,75,1.1739556436407561e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,76,7.589775294469803e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,77,0.0010913958037189753
team_identity_derangement_CORRECT_LEVEL,insample_M_B,78,2.7147309534569786e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,79,0.00018771866350686395
team_identity_derangement_CORRECT_LEVEL,insample_M_B,80,0.0008353763555396521
team_identity_derangement_CORRECT_LEVEL,insample_M_B,81,9.975396947514703e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,82,0.00030747612910542177
team_identity_derangement_CORRECT_LEVEL,insample_M_B,83,9.927024313349797e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,84,5.151551247695174e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,85,0.000392768520429021
team_identity_derangement_CORRECT_LEVEL,insample_M_B,86,1.1293634694098387e-08
team_identity_derangement_CORRECT_LEVEL,insample_M_B,87,0.00025886926200280325
team_identity_derangement_CORRECT_LEVEL,insample_M_B,88,0.001082314583392252
team_identity_derangement_CORRECT_LEVEL,insample_M_B,89,6.537147301144408e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,90,0.00015340483965775586
team_identity_derangement_CORRECT_LEVEL,insample_M_B,91,0.0002008849831279802
team_identity_derangement_CORRECT_LEVEL,insample_M_B,92,8.955905905772e-09
team_identity_derangement_CORRECT_LEVEL,insample_M_B,93,2.0554886884793788e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,94,0.00011938190341564958
team_identity_derangement_CORRECT_LEVEL,insample_M_B,95,4.845962965527306e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,96,0.0006694168586882654
team_identity_derangement_CORRECT_LEVEL,insample_M_B,97,9.607972634972928e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,98,0.0005642700936757672
team_identity_derangement_CORRECT_LEVEL,insample_M_B,99,2.449464416087732e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,100,0.00025849156850232813
team_identity_derangement_CORRECT_LEVEL,insample_M_B,101,1.4905116691998899e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,102,1.1747523596561393e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,103,1.2645267896904677e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,104,5.848779489892042e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,105,5.7854464663442684e-08
team_identity_derangement_CORRECT_LEVEL,insample_M_B,106,8.708611407270972e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,107,3.868107863169712e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,108,0.0002988077274188594
team_identity_derangement_CORRECT_LEVEL,insample_M_B,109,0.0005674976990924785
team_identity_derangement_CORRECT_LEVEL,insample_M_B,110,0.0008223041159486355
team_identity_derangement_CORRECT_LEVEL,insample_M_B,111,3.472091333600602e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,112,4.521681424840551e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,113,0.0004410722434221581
team_identity_derangement_CORRECT_LEVEL,insample_M_B,114,6.167886887931129e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,115,0.000483768942245999
team_identity_derangement_CORRECT_LEVEL,insample_M_B,116,1.0008800340965962e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,117,0.00015216616667257377
team_identity_derangement_CORRECT_LEVEL,insample_M_B,118,2.4765851508457004e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,119,6.665246816772719e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,120,0.00010817160246490154
team_identity_derangement_CORRECT_LEVEL,insample_M_B,121,9.978607517391325e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,122,0.0009515455279226481
team_identity_derangement_CORRECT_LEVEL,insample_M_B,123,0.00024309433180635942
team_identity_derangement_CORRECT_LEVEL,insample_M_B,124,3.572345949043321e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,125,2.7126717339176487e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,126,0.0005852691866409243
team_identity_derangement_CORRECT_LEVEL,insample_M_B,127,0.00037046051100941835
team_identity_derangement_CORRECT_LEVEL,insample_M_B,128,3.845178626049606e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,129,5.289633971450325e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,130,0.0009388365212601446
team_identity_derangement_CORRECT_LEVEL,insample_M_B,131,5.410231260993825e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,132,0.0003475562822631284
team_identity_derangement_CORRECT_LEVEL,insample_M_B,133,0.00019910910410525506
team_identity_derangement_CORRECT_LEVEL,insample_M_B,134,1.0357355193502116e-06
team_identity_derangement_CORRECT_LEVEL,insample_M_B,135,1.619383905238081e-05
team_identity_derangement_CORRECT_LEVEL,insample_M_B,136,0.0008638944597993969
team_identity_derangement_CORRECT_LEVEL,insample_M_B,137,0.0006109418153774637
team_identity_derangement_CORRECT_LEVEL,insample_M_B,138,0.00036755661199150413
team_identity_derangement_CORRECT_LEVEL,insample_M_B,139,0.00015165042961262643
team_identity_derangement_CORRECT_LEVEL,insample_M_B,140,0.00015645110094131276
team_identity_derangement_CORRECT_LEVEL,insample_M_B,141,0.00030456389737898437
team_identity_derangement_CORRECT_LEVEL,insample_M_B,142,0.00031339683979314525
